222,2/1/2022,32,0.18, ,0, ,327,R,3.7,Y,57.3, ,41.1, ,49.1, ,40, ,24, ,31,Y,20.0,Y,15.9,Y,381.6,Y,45.5, 
222,2/2/2022,33,0.12, ,0, ,283, ,4.6, ,57.4, ,37.3, ,47.4, ,69, ,30, ,41, ,25.1, ,10.3, ,248.2, ,45.3, 
222,2/3/2022,34,0.11, ,0, ,315, ,5.8, ,66.9, ,36.4, ,49.9, ,71, ,26, ,48, ,30.9, ,7.4, ,178.5, ,45.8, 
222,2/4/2022,35,0.07, ,0, ,318, ,6.4, ,66.4, ,32.2, ,48.3, ,87, ,27, ,56, ,33.2, ,3.8, ,90.3, ,46.3, 
222,2/5/2022,36,0.12, ,0, ,333,R,6.1, ,71.5, ,38.1, ,52.8, ,82, ,21, ,45, ,32.0, ,7.9, ,189.8, ,46.8, 
222,2/6/2022,37,0.13, ,0, ,343,R,6.3, ,74.8, ,37.2, ,55.1, ,93, ,20, ,42, ,32.6, ,7.0, ,168.4, ,47.4, 
222,2/7/2022,38,0.09, ,0, ,342,R,7.2, ,74.4, ,30.9, ,48.9, ,98, ,26, ,61, ,36.1, ,4.3, ,103.1, ,47.3, 
222,2/8/2022,39,0.15, ,0, ,343,R,6.2, ,77.5, ,41.2, ,58.2, ,76, ,17, ,38, ,32.5, ,8.4, ,202.0, ,47.8, 
222,2/9/2022,40,0.17, ,0, ,473,R,7.9, ,79.4, ,54.3, ,68.5,Y,51, ,24, ,33,Y,38.3,Y,10.0, ,239.9, ,49.2, 
222,2/10/2022,41,0.15, ,0, ,348,R,9.3, ,80.6, ,45.2, ,63.2, ,91, ,27, ,47, ,42.6, ,8.3, ,199.2, ,50.5, 
222,2/11/2022,42,0.10, ,0, ,355,R,9.8, ,80.5,Y,40.7, ,57.7, ,95, ,29, ,60, ,44.1, ,4.5, ,108.7, ,50.7, 
222,2/12/2022,43,0.09, ,0, ,358,R,8.1, ,80.3,Y,35.6, ,54.1, ,91, ,21, ,56, ,39.0, ,2.8, ,66.8, ,50.2, 
222,2/13/2022,44,0.09, ,0, ,366,R,8.7, ,76.4, ,37.7, ,53.6, ,96, ,30, ,62, ,41.0, ,3.4, ,80.7, ,49.8, 
222,2/14/2022,45,0.08, ,0, ,231, ,9.1, ,65.6, ,38.2, ,51.4, ,98, ,41, ,70, ,42.2, ,6.5, ,155.1, ,49.9, 
222,2/15/2022,46,0.17, ,0, ,374,R,5.1, ,62.1, ,43.0, ,51.2, ,53, ,26, ,40, ,27.7, ,13.3, ,318.3, ,48.9, 
222,2/16/2022,47,0.17, ,0, ,377,R,5.8, ,70.0, ,38.9, ,54.3, ,67, ,20, ,40, ,30.7, ,10.1, ,241.4, ,48.8, 
222,2/17/2022,48,0.13, ,0, ,386,R,5.7, ,73.2, ,36.8, ,53.3, ,84, ,16, ,41, ,30.1, ,6.1, ,146.3, ,49.3, 
222,2/18/2022,49,0.09, ,0, ,381,R,6.7, ,72.6, ,32.5, ,49.4, ,87, ,23, ,56, ,34.3, ,3.0, ,71.6, ,48.8, 
222,2/19/2022,50,0.10, ,0, ,386,R,7.7, ,72.4, ,33.0, ,49.9, ,94, ,30, ,63, ,37.8, ,3.2, ,75.6, ,48.7, 
222,2/20/2022,51,0.11, ,0, ,343, ,7.7, ,65.9, ,34.7, ,49.8, ,97, ,41, ,63, ,37.6, ,5.4, ,129.7, ,48.9, 
222,2/21/2022,52,0.12, ,0, ,338, ,4.9, ,57.2, ,36.7, ,47.8, ,58, ,28, ,44, ,26.8, ,8.9, ,213.1, ,48.3, 
222,2/22/2022,53,0.10, ,0, ,393, ,4.6, ,54.8, ,24.2,Y,40.4, ,96, ,29, ,54, ,25.2, ,5.1, ,121.6, ,47.4, 
222,2/23/2022,54,0.13, ,0, ,422,R,3.0, ,54.6, ,29.0, ,40.5, ,55, ,18, ,35, ,15.3, ,9.4, ,226.6, ,46.0, 
222,2/24/2022,55,0.09, ,0, ,413,R,3.9, ,55.1, ,23.6,Y,38.6,Y,80, ,27, ,48,Y,20.9,Y,4.1, ,97.3, ,45.2, 
222,2/25/2022,56,0.12, ,0, ,428,R,4.3, ,62.9, ,27.7, ,42.9, ,77, ,20, ,45, ,23.3, ,6.3, ,152.3, ,45.4, 
222,2/26/2022,57,0.07, ,0, ,295, ,5.8, ,59.0, ,27.2, ,44.5, ,83, ,31, ,58, ,30.6, ,2.8, ,67.1, ,45.7, 
222,2/27/2022,58,0.10, ,0, ,376, ,7.7, ,66.1, ,38.1, ,50.9, ,87, ,34, ,60, ,37.7, ,4.0, ,96.3, ,47.0, 
222,2/28/2022,59,0.11, ,0, ,414, ,8.5, ,74.2, ,36.4, ,52.5, ,90, ,33, ,63, ,40.2, ,3.2, ,77.0, ,47.7, 
