143,2/1/2022,32,0.08, ,0.00, ,327, ,6.3, ,59.6, ,31.3, ,43.8, ,100, ,27, ,65, ,32.7, ,4.0, ,95.8, ,49.3, 
143,2/2/2022,33,0.10, ,0, ,336, ,4.4, ,62.9, ,28.7, ,45.5, ,72, ,22, ,42, ,24.0, ,3.8, ,91.9, ,48.7, 
143,2/3/2022,34,0.08, ,0, ,325, ,5.8, ,66.9, ,27.7, ,43.5, ,85, ,31, ,61, ,30.9, ,2.7, ,65.0, ,48.4, 
143,2/4/2022,35,0.09, ,0, ,335, ,6.1, ,67.4, ,29.2, ,45.4, ,93, ,30, ,59, ,32.1, ,2.9, ,70.4, ,48.5, 
143,2/5/2022,36,0.08, ,0, ,299, ,7.2, ,66.0, ,29.8, ,45.7, ,94, ,39, ,68, ,36.0, ,2.7, ,63.9, ,48.6, 
143,2/6/2022,37,0.09, ,0, ,348, ,7.3, ,70.4, ,29.6, ,47.2, ,97, ,32, ,66, ,36.4, ,2.9, ,69.3, ,48.8, 
143,2/7/2022,38,0.09, ,0, ,349, ,7.6, ,72.3, ,29.6, ,47.5, ,97, ,36, ,68, ,37.4, ,2.7, ,64.7, ,49.0, 
143,2/8/2022,39,0.09, ,0, ,353, ,8.1, ,75.7, ,31.6, ,50.2, ,97, ,33, ,65, ,39.0, ,2.8, ,67.5, ,49.4, 
143,2/9/2022,40,0.09, ,0, ,312, ,8.4, ,75.9, ,35.2, ,51.7, ,90, ,34, ,64, ,39.9, ,2.9, ,69.3, ,49.9, 
143,2/10/2022,41,0.10, ,0, ,360, ,9.0, ,80.2,Y,34.9, ,54.5, ,94, ,32, ,62, ,41.7, ,2.8, ,67.8, ,50.3, 
143,2/11/2022,42,0.10, ,0, ,363, ,9.5, ,80.3,Y,37.9, ,55.2, ,95, ,33, ,64, ,43.2, ,2.9, ,69.2, ,51.1, 
143,2/12/2022,43,0.11, ,0, ,363, ,9.6, ,81.0,Y,38.0, ,55.8, ,97, ,33, ,63, ,43.6, ,2.7, ,65.9, ,51.7, 
143,2/13/2022,44,0.11, ,0, ,374, ,8.9, ,82.4,Y,37.0, ,53.8, ,96, ,29, ,63, ,41.6, ,3.1, ,74.6, ,52.1, 
143,2/14/2022,45,0.06, ,0.00, ,263, ,10.1, ,60.1, ,38.9, ,48.2, ,99, ,63, ,88, ,44.8, ,3.9, ,92.9, ,52.0, 
143,2/15/2022,46,0.11, ,0, ,374, ,6.8, ,60.3, ,36.5, ,48.7, ,84, ,32, ,58, ,34.5, ,5.6, ,135.1, ,51.7, 
143,2/16/2022,47,0.10, ,0, ,384, ,6.9, ,66.8, ,30.8, ,47.2, ,87, ,34, ,63, ,35.2, ,3.1, ,74.8, ,50.9, 
143,2/17/2022,48,0.11, ,0, ,393, ,6.8, ,68.9, ,31.2, ,48.0, ,91, ,27, ,60, ,34.7, ,3.7, ,89.9, ,50.8, 
143,2/18/2022,49,0.09, ,0, ,440,R,8.2, ,71.7, ,39.4, ,56.4, ,94, ,30, ,53, ,39.3, ,3.0, ,72.4, ,50.8, 
143,2/19/2022,50,0.11, ,0, ,392, ,8.4, ,74.0, ,32.3, ,49.2, ,96, ,33, ,70, ,40.0, ,3.5, ,84.6, ,50.9, 
143,2/20/2022,51,0.09, ,0, ,311, ,8.8, ,62.7, ,32.9, ,47.0, ,98, ,60, ,81, ,41.3, ,4.7, ,114.0, ,51.0, 
143,2/21/2022,52,0.11, ,0, ,387, ,7.4, ,58.3, ,32.6, ,47.2, ,96, ,45, ,67, ,36.8, ,5.0, ,120.2, ,50.9, 
143,2/22/2022,53,0.10, ,0.01, ,353, ,7.2, ,54.6, ,34.3, ,44.5, ,93, ,49, ,72, ,36.1, ,6.4, ,154.4, ,50.9, 
143,2/23/2022,54,0.10, ,0, ,422, ,5.1, ,55.1, ,28.4, ,40.6,Y,95, ,30, ,60,Y,27.8,Y,3.8, ,91.7, ,49.9, 
143,2/24/2022,55,0.11, ,0, ,425, ,4.9, ,60.1, ,23.4,Y,40.3,Y,95, ,22, ,57,Y,26.4,Y,3.7, ,89.4, ,49.1, 
143,2/25/2022,56,0.11, ,0, ,429, ,5.3, ,63.4, ,25.0,Y,42.3, ,97, ,25, ,58, ,28.5, ,2.9, ,70.2, ,48.9, 
143,2/26/2022,57,0.08, ,0, ,301, ,5.7, ,64.4, ,25.8,Y,44.4, ,89, ,27, ,57, ,30.1, ,2.6, ,62.3, ,48.7, 
143,2/27/2022,58,0.13, ,0, ,423, ,6.8, ,72.6, ,33.7, ,51.0, ,82, ,24, ,53, ,34.7, ,3.3, ,80.1, ,49.5, 
143,2/28/2022,59,0.13, ,0, ,434, ,8.1, ,79.2,Y,35.2, ,54.5, ,88, ,28, ,56, ,39.2, ,3.3, ,78.5, ,50.5, 
