213,2/1/2022,32,0.09, ,0, ,333, ,4.5,Y,59.0, ,40.3, ,50.7, ,79, ,15, ,36,Y,24.6,Y,4.5, ,107.3, ,53.9, 
213,2/2/2022,33,0.11, ,0, ,329, ,3.8,Y,60.2, ,46.3, ,53.3, ,36, ,23, ,28,Y,20.8,Y,4.3, ,103.4, ,53.1, 
213,2/3/2022,34,0.09, ,0.01, ,277, ,6.7, ,62.3, ,43.0, ,52.6, ,60, ,31, ,49, ,34.1, ,3.3, ,79.2, ,53.1, 
213,2/4/2022,35,0.09, ,0.00, ,319, ,6.9, ,61.0, ,42.6, ,52.3, ,60, ,42, ,51, ,34.9, ,3.5, ,82.9, ,53.3, 
213,2/5/2022,36,0.07, ,0.03, ,287, ,8.1, ,63.1, ,43.7, ,51.8, ,84, ,42, ,61, ,39.0, ,2.9, ,70.3, ,53.7, 
213,2/6/2022,37,0.09, ,0, ,346, ,7.4, ,67.3, ,42.6, ,54.8, ,99, ,29, ,50, ,36.7, ,3.0, ,72.6, ,53.9, 
213,2/7/2022,38,0.10, ,0.01, ,342, ,8.1, ,67.1, ,43.7, ,56.4, ,94, ,34, ,52, ,39.0, ,4.0, ,97.1, ,54.2, 
213,2/8/2022,39,0.10, ,0, ,342, ,8.9, ,70.8, ,45.8, ,58.4, ,77, ,36, ,53, ,41.5, ,2.9, ,69.5, ,54.9, 
213,2/9/2022,40,0.12, ,0.01, ,313, ,6.5, ,72.8, ,51.9, ,63.5, ,45, ,27, ,32, ,33.4, ,4.0, ,96.0, ,55.4, 
213,2/10/2022,41,0.13, ,0, ,353, ,8.5, ,74.8, ,53.6, ,65.9, ,46, ,32, ,39, ,40.2, ,3.5, ,84.6, ,56.1, 
213,2/11/2022,42,0.12, ,0.02, ,352, ,10.2, ,75.5, ,51.5, ,64.6, ,68, ,33, ,49, ,45.1, ,3.3, ,79.7, ,57.1, 
213,2/12/2022,43,0.12, ,0, ,334, ,10.8, ,71.9, ,57.3, ,65.0, ,61, ,39, ,51, ,46.6, ,4.8, ,114.1, ,57.8, 
213,2/13/2022,44,0.12, ,0.02, ,359, ,10.8, ,76.8, ,47.5, ,62.1, ,100, ,39, ,57, ,46.6, ,3.7, ,89.8, ,57.9, 
213,2/14/2022,45,0.04, ,0.00, ,202, ,11.0, ,56.6, ,45.7, ,49.1, ,100, ,79, ,92, ,47.0, ,5.9, ,141.8, ,57.5, 
213,2/15/2022,46,0.10, ,0.00, ,374, ,6.0, ,59.5, ,41.3, ,50.1, ,73, ,25, ,49, ,31.6, ,4.3, ,102.4, ,56.0, 
213,2/16/2022,47,0.12, ,0.00, ,376, ,5.9, ,68.7, ,46.2, ,57.7, ,56, ,24, ,37, ,31.3, ,4.0, ,95.1, ,55.6, 
213,2/17/2022,48,0.12, ,0, ,385, ,5.9, ,65.3, ,45.5, ,56.5, ,56, ,28, ,38, ,31.0, ,3.7, ,89.1, ,55.9, 
213,2/18/2022,49,0.10, ,0.01, ,362, ,7.6, ,65.9, ,44.9, ,54.7, ,73, ,43, ,52, ,37.5, ,3.2, ,77.3, ,55.9, 
213,2/19/2022,50,0.11, ,0.02, ,386, ,8.6, ,71.2, ,46.9, ,57.0, ,93, ,34, ,54, ,40.6, ,3.6, ,87.6, ,56.3, 
213,2/20/2022,51,0.06, ,0, ,232, ,10.1, ,53.4, ,41.8, ,48.4, ,100, ,64, ,87, ,44.9, ,6.2, ,149.0, ,56.4, 
213,2/21/2022,52,0.10, ,0.00, ,396, ,6.7, ,55.4, ,39.8, ,46.3, ,98, ,39, ,63, ,34.4, ,5.5, ,131.4, ,54.9, 
213,2/22/2022,53,0.08, ,0.03, ,342, ,6.5, ,51.1, ,36.9, ,42.6, ,91, ,46, ,70, ,33.5, ,5.0, ,119.4, ,54.3, 
213,2/23/2022,54,0.09, ,0.03, ,414, ,5.3, ,52.8, ,33.2,Y,42.4, ,99, ,29, ,57, ,28.5, ,3.5, ,83.5, ,53.4, 
213,2/24/2022,55,0.09, ,0.01, ,409, ,6.6, ,53.8, ,36.1, ,44.0, ,89, ,36, ,67, ,33.9, ,3.7, ,88.2, ,53.3, 
213,2/25/2022,56,0.10, ,0.00,H,416, ,6.7, ,59.1, ,37.6, ,47.1, ,100, ,25, ,61, ,34.2, ,3.3, ,78.1, ,53.6, 
213,2/26/2022,57,0.08, ,0, ,248, ,6.7, ,57.3, ,39.5, ,49.2, ,74, ,41, ,57, ,34.4, ,3.3, ,78.3, ,53.8, 
213,2/27/2022,58,0.13, ,0, ,419, ,6.4, ,66.8, ,46.6, ,55.6, ,63, ,26, ,43, ,33.3, ,4.1, ,99.5, ,54.6, 
213,2/28/2022,59,0.13, ,0.03, ,426, ,7.1, ,70.5, ,45.5, ,57.7, ,69, ,29, ,43, ,35.6, ,3.6, ,87.0, ,55.6, 
