117,2/1/2022,32,0.10, ,0, ,311, ,3.4, ,60.2, ,40.5, ,49.7, ,51, ,14, ,28, ,18.1, ,4.6, ,109.8, ,42.7, 
117,2/2/2022,33,0.11, ,0, ,395,R,1.7, ,48.6, ,28.2, ,39.5, ,33, ,14, ,20, ,2.0, ,6.6, ,158.5, ,41.6, 
117,2/3/2022,34,0.09, ,0, ,388,R,2.2, ,54.2, ,26.8, ,41.2, ,46, ,17, ,25, ,8.6, ,4.1, ,98.0, ,40.7, 
117,2/4/2022,35,0.11, ,0, ,401,R,2.4, ,55.4, ,30.3, ,42.9, ,38, ,14, ,25, ,9.9, ,5.2, ,124.6, ,40.8, 
117,2/5/2022,36,0.10, ,0, ,405,R,2.3, ,62.7, ,23.7, ,42.2, ,56, ,10, ,25, ,9.1, ,3.1, ,75.2, ,40.5, 
117,2/6/2022,37,0.12, ,0, ,406,R,2.4, ,66.6, ,26.1, ,46.9, ,54, ,9, ,22, ,10.1, ,4.3, ,102.7, ,40.7, 
117,2/7/2022,38,0.11, ,0, ,408,R,2.4, ,66.8, ,28.7, ,48.9, ,48, ,8, ,21, ,10.3, ,3.3, ,79.9, ,41.4, 
117,2/8/2022,39,0.11, ,0, ,406,R,2.9, ,70.4, ,29.4, ,49.8, ,49, ,11, ,24, ,14.2, ,3.2, ,76.2, ,41.6, 
117,2/9/2022,40,0.12, ,0, ,418,R,2.8, ,72.4, ,30.6, ,52.2, ,55, ,8, ,21, ,13.5, ,4.0, ,95.2, ,42.2, 
117,2/10/2022,41,0.13, ,0, ,416,R,4.4, ,73.3, ,42.2, ,58.8, ,43, ,14, ,26, ,23.9, ,4.4, ,106.0, ,43.6, 
117,2/11/2022,42,0.13, ,0, ,420,R,4.2, ,76.6, ,35.6, ,55.7, ,61, ,12, ,28, ,23.2, ,3.3, ,78.4, ,44.1, 
117,2/12/2022,43,0.13, ,0, ,433,R,3.1, ,77.3, ,36.3, ,55.7, ,50, ,7, ,20, ,15.6, ,3.2, ,76.5, ,44.3, 
117,2/13/2022,44,0.12, ,0, ,437,R,2.8, ,75.9, ,33.8, ,54.8, ,47, ,7, ,19, ,13.5, ,2.6, ,61.7, ,44.2, 
117,2/14/2022,45,0.17, ,0, ,426, ,3.6, ,76.8, ,35.9, ,56.7, ,40, ,10, ,23, ,19.0, ,6.8, ,162.2, ,44.5, 
117,2/15/2022,46,0.08, ,0.45, ,262, ,6.8, ,56.5, ,32.8, ,44.0, ,100, ,29, ,69, ,34.5, ,10.3, ,247.9, ,45.4, 
117,2/16/2022,47,0.11, ,0.06, ,439,R,6.5, ,60.2, ,32.2, ,45.1, ,94, ,35, ,63, ,33.4, ,4.7, ,111.9, ,43.8, 
117,2/17/2022,48,0.12, ,0, ,460,R,3.6, ,58.3, ,35.0, ,46.9, ,86, ,16, ,33, ,19.2, ,4.6, ,110.3, ,43.8, 
117,2/18/2022,49,0.12, ,0, ,459,R,3.8, ,65.5, ,28.5, ,46.7, ,77, ,15, ,35, ,20.7, ,2.8, ,67.3, ,42.9, 
117,2/19/2022,50,0.12, ,0, ,455,R,4.2, ,70.1, ,34.0, ,50.9, ,64, ,14, ,33, ,22.7, ,2.5, ,60.1, ,43.2, 
117,2/20/2022,51,0.16, ,0, ,445, ,5.0, ,71.3, ,34.3, ,52.4, ,69, ,12, ,37, ,26.9, ,6.4, ,154.4, ,43.7, 
117,2/21/2022,52,0.14, ,0, ,456,R,7.3, ,54.6, ,41.7, ,47.3, ,76, ,50, ,66, ,36.4, ,14.7,Y,351.7,Y,44.8, 
117,2/22/2022,53,0.12, ,0, ,441, ,6.2, ,49.3, ,34.6, ,42.6, ,83, ,49, ,67, ,32.5, ,12.3, ,296.0, ,44.3, 
117,2/23/2022,54,0.10, ,0, ,400, ,4.1, ,45.5, ,29.0, ,36.5, ,85, ,34, ,56, ,22.4, ,7.0, ,167.3, ,42.9, 
117,2/24/2022,55,0.10, ,0, ,488,R,2.6, ,52.1, ,20.9,Y,36.6, ,78, ,15, ,36, ,12.2, ,2.7, ,65.6, ,41.5,Y
117,2/25/2022,56,0.11, ,0, ,488,R,2.8, ,56.8, ,24.0, ,40.4, ,72, ,14, ,32, ,13.2, ,3.1, ,75.5, ,41.2,Y
117,2/26/2022,57,0.13, ,0, ,471, ,2.3, ,58.2, ,24.6, ,41.9, ,65, ,10, ,26, ,9.4, ,3.5, ,83.1, ,41.4,Y
117,2/27/2022,58,0.13, ,0, ,501,R,2.1, ,64.9, ,25.8, ,45.4, ,53, ,6, ,20, ,7.1, ,3.1, ,74.7, ,41.5,Y
117,2/28/2022,59,0.15, ,0, ,506,R,2.6, ,71.3, ,30.1, ,51.5, ,45, ,8, ,20, ,11.5, ,3.9, ,93.5, ,42.3,Y
