144,2/1/2022,32,0.07,R,0.00, ,359,R,5.1, ,63.3, ,33.3, ,47.2, ,93, ,18, ,46, ,27.5, ,1.0,I,24.0,I,51.6, 
144,2/2/2022,33,0.07,R,0, ,351,R,5.5, ,65.1, ,35.2, ,50.2, ,81, ,22, ,44, ,29.4, ,1.0,I,24.0,I,51.0, 
144,2/3/2022,34,0.06,R,0, ,284, ,7.6, ,65.8, ,30.0, ,44.4, ,95, ,44, ,77, ,37.5, ,1.0,I,24.0,I,51.1, 
144,2/4/2022,35,0.07,R,0.02, ,344,R,7.4, ,62.9, ,28.9, ,43.8, ,96, ,46, ,76, ,36.8, ,1.0,I,24.0,I,51.0, 
144,2/5/2022,36,0.07,R,0, ,308, ,7.8, ,65.3, ,32.8, ,45.1, ,96, ,43, ,77, ,38.3, ,1.0,I,24.0,I,51.3, 
144,2/6/2022,37,0.08,R,0.02, ,366,R,8.7, ,68.6, ,30.3, ,46.9, ,97, ,45, ,80, ,41.0, ,1.0,I,24.0,I,52.0, 
144,2/7/2022,38,0.07,R,0.06, ,332, ,9.4, ,65.9, ,35.5, ,48.0, ,97, ,54, ,83, ,43.0, ,1.0,I,24.0,I,53.5, 
144,2/8/2022,39,0.08,R,0.01,H,362,R,8.9, ,71.5, ,30.8, ,47.4, ,97, ,48, ,80, ,41.6, ,1.0,I,24.0,I,53.5, 
144,2/9/2022,40,0.08,R,0, ,346, ,8.6, ,70.8, ,33.0, ,50.3, ,95, ,41, ,69, ,40.7, ,1.0,I,24.0,I,53.7, 
144,2/10/2022,41,0.09,R,0.04, ,373,R,9.8, ,76.7,Y,40.0, ,54.9, ,87, ,41, ,66, ,43.9, ,1.0,I,24.0,I,54.3, 
144,2/11/2022,42,0.09,R,0.00, ,376,R,10.2, ,77.8,Y,34.9, ,53.6, ,96, ,44, ,73, ,45.0, ,1.0,I,24.0,I,55.0, 
144,2/12/2022,43,0.09,R,0.02, ,377,R,10.8, ,74.6,Y,35.0, ,53.1, ,96, ,48, ,78, ,46.5, ,1.0,I,24.0,I,55.8, 
144,2/13/2022,44,0.09,R,0.00, ,376,R,10.6, ,73.1, ,33.8, ,52.4, ,97, ,51, ,79, ,46.1, ,1.0,I,24.0,I,56.1, 
144,2/14/2022,45,0.03,R,0.05, ,169, ,10.7, ,56.1, ,40.0, ,49.3, ,98, ,76, ,89, ,46.2, ,1.0,I,24.0,I,56.4, 
144,2/15/2022,46,0.09,R,0, ,398,R,6.9, ,62.7, ,35.1, ,49.0, ,89, ,32, ,58, ,35.0, ,1.0,I,24.0,I,54.7, 
144,2/16/2022,47,0.10,R,0.01,H,314, ,8.2, ,70.4, ,47.6, ,58.4,Y,81, ,40, ,49,Y,39.4,Y,3.9, ,92.6, ,55.1, 
144,2/17/2022,48,0.12, ,0.05, ,411,R,6.7, ,71.5, ,33.9, ,52.5, ,87, ,26, ,50, ,34.3, ,3.3, ,79.8, ,54.9, 
144,2/18/2022,49,0.10, ,0.00, ,400,R,7.7, ,67.9, ,31.7, ,47.1, ,93, ,41, ,70, ,37.8, ,2.8, ,66.6, ,54.6, 
144,2/19/2022,50,0.10, ,0.04, ,407,R,8.4, ,72.6, ,29.6, ,47.9, ,97, ,36, ,74, ,39.9, ,2.5, ,60.2, ,54.9, 
144,2/20/2022,51,0.07, ,0.00, ,294, ,9.9, ,60.1, ,39.4, ,48.9, ,97, ,65, ,84, ,44.3, ,4.0, ,95.2, ,55.8, 
144,2/21/2022,52,0.11, ,0.03, ,419,R,7.1, ,56.5, ,29.5, ,44.4, ,91, ,41, ,72, ,35.8, ,5.7, ,137.8, ,54.7, 
144,2/22/2022,53,0.10,R,0.07, ,434,R,6.5, ,52.6, ,31.1, ,40.6, ,93, ,52, ,75, ,33.4, ,4.6, ,111.0, ,53.5, 
144,2/23/2022,54,0.10, ,0, ,427,R,5.4, ,55.5, ,25.5, ,38.9, ,93, ,35, ,67, ,29.0, ,3.3, ,79.6, ,52.4, 
144,2/24/2022,55,0.09, ,0, ,417, ,5.9, ,56.9, ,20.8, ,38.0, ,94, ,38, ,75, ,30.9, ,2.7, ,65.0, ,51.8, 
144,2/25/2022,56,0.10, ,0.06, ,428,R,6.1, ,61.6, ,24.0, ,39.5, ,94, ,36, ,74, ,32.0, ,2.3, ,55.8, ,52.0, 
144,2/26/2022,57,0.06, ,0.01, ,233, ,6.6, ,57.8, ,26.7, ,42.4, ,93, ,45, ,72, ,34.1, ,2.3, ,55.5, ,51.7, 
144,2/27/2022,58,0.11, ,0, ,422, ,7.3, ,67.8, ,33.1, ,49.1, ,90, ,36, ,61, ,36.4, ,2.9, ,69.2, ,52.5, 
144,2/28/2022,59,0.12, ,0.03, ,424, ,8.4, ,73.1, ,32.0, ,50.0, ,96, ,36, ,69, ,40.1, ,2.7, ,64.3, ,54.0, 
