252,2/1/2022,32,0.11, ,0.00, ,333, ,5.7, ,61.7, ,30.2, ,44.5, ,100, ,26, ,57, ,30.2, ,6.1, ,146.6, ,51.4, 
252,2/2/2022,33,0.15, ,0, ,348, ,3.8,Y,65.8, ,33.6, ,48.5, ,66, ,15, ,32,Y,20.3,Y,7.4, ,177.3, ,50.7, 
252,2/3/2022,34,0.11, ,0, ,337, ,5.6, ,69.1, ,29.4, ,45.8, ,87, ,23, ,54, ,29.9, ,5.0, ,120.1, ,50.3, 
252,2/4/2022,35,0.11, ,0, ,343, ,6.1, ,71.0, ,35.2, ,49.3, ,81, ,22, ,51, ,31.8, ,6.2, ,148.6, ,50.4, 
252,2/5/2022,36,0.10, ,0, ,308, ,6.6, ,70.1, ,34.7, ,49.6, ,78, ,26, ,54, ,33.8, ,4.9, ,116.7, ,50.6, 
252,2/6/2022,37,0.10, ,0, ,360, ,6.8, ,74.9, ,34.4, ,50.9, ,82, ,19, ,54, ,34.8, ,5.3, ,127.0, ,50.8, 
252,2/7/2022,38,0.11, ,0, ,363, ,7.5, ,75.9, ,35.9, ,50.9, ,90, ,22, ,59, ,37.3, ,5.6, ,135.6, ,51.0, 
252,2/8/2022,39,0.11, ,0, ,366, ,7.3, ,79.0, ,36.4, ,53.3, ,90, ,17, ,53, ,36.5, ,5.1, ,122.1, ,51.2, 
252,2/9/2022,40,0.13, ,0, ,351, ,7.4, ,83.6,Y,42.2, ,57.5, ,73, ,14, ,46, ,36.7, ,6.4, ,152.5, ,51.6, 
252,2/10/2022,41,0.15, ,0, ,374, ,7.7, ,85.3,Y,43.7, ,59.1, ,74, ,13, ,45, ,37.8, ,6.7, ,161.1, ,52.0, 
252,2/11/2022,42,0.13, ,0, ,375, ,8.6, ,84.5,Y,41.9, ,59.8, ,77, ,18, ,49, ,40.8, ,5.4, ,129.2, ,52.4, 
252,2/12/2022,43,0.16,R,0, ,379, ,8.5, ,88.6,R,47.2, ,62.2,Y,71, ,16, ,45,Y,40.4,Y,7.2, ,173.1, ,52.9, 
252,2/13/2022,44,0.15,R,0, ,382, ,8.5, ,85.8,Y,43.0, ,59.1, ,98, ,19, ,50, ,40.4, ,7.0, ,169.0, ,53.2, 
252,2/14/2022,45,0.10, ,0, ,331, ,10.6, ,60.4, ,43.2, ,50.3, ,100, ,62, ,86, ,46.1, ,9.9,Y,236.4,Y,53.7, 
252,2/15/2022,46,0.14, ,0, ,389, ,7.6, ,60.6, ,40.2, ,50.8, ,87, ,36, ,60, ,37.4, ,11.3,R,270.1,R,53.2, 
252,2/16/2022,47,0.13, ,0, ,393, ,7.2, ,69.1, ,33.1, ,49.6, ,90, ,26, ,59, ,36.0, ,5.5, ,132.5, ,52.6, 
252,2/17/2022,48,0.13, ,0, ,420,R,7.5, ,70.3, ,39.6, ,56.6, ,89, ,25, ,48, ,37.1, ,5.8, ,138.4, ,52.4, 
252,2/18/2022,49,0.12, ,0, ,362, ,7.2, ,74.0, ,37.0, ,51.3, ,86, ,18, ,56, ,36.0, ,5.3, ,126.1, ,52.4, 
252,2/19/2022,50,0.14, ,0, ,401, ,7.7, ,79.1, ,37.6, ,52.6, ,87, ,17, ,57, ,37.7, ,6.5, ,155.9, ,52.5, 
252,2/20/2022,51,0.11, ,0, ,322, ,8.6, ,63.1, ,36.2, ,48.3, ,92, ,51, ,75, ,40.7, ,9.8,Y,235.7,Y,52.5, 
252,2/21/2022,52,0.14, ,0.00, ,406, ,7.8, ,61.4, ,44.0, ,50.3, ,87, ,31, ,63, ,38.1, ,11.5,R,276.4,R,52.4, 
252,2/22/2022,53,0.09, ,0.28, ,291, ,8.0, ,52.3, ,35.6, ,44.7, ,94, ,55, ,80, ,38.9, ,7.4, ,178.1, ,52.4, 
252,2/23/2022,54,0.13, ,0.00, ,434,R,5.9, ,56.0, ,30.0, ,41.7, ,97, ,32, ,66, ,31.1, ,6.5, ,155.3, ,51.6, 
252,2/24/2022,55,0.13, ,0, ,435, ,5.6, ,61.3, ,29.4, ,42.2, ,91, ,21, ,61, ,29.7, ,6.9, ,165.6, ,50.9, 
252,2/25/2022,56,0.13, ,0, ,439, ,5.6, ,65.1, ,30.8, ,44.4, ,92, ,22, ,56, ,29.9, ,5.6, ,133.5, ,50.8, 
252,2/26/2022,57,0.10, ,0, ,316, ,5.7, ,67.0, ,30.6, ,47.5, ,77, ,23, ,51, ,30.3, ,5.4, ,129.7, ,50.9, 
252,2/27/2022,58,0.15, ,0, ,417, ,6.3, ,75.0, ,36.5, ,52.9, ,82, ,17, ,46, ,32.6, ,5.4, ,129.2, ,51.2, 
252,2/28/2022,59,0.17, ,0, ,445, ,7.4, ,81.3,Y,41.0, ,56.6, ,78, ,23, ,47, ,36.9, ,6.1, ,145.9, ,51.9, 
