103,2/1/2022,32,0.11, ,0, ,329, ,4.7, ,64.5, ,31.6, ,49.3, ,77, ,12, ,40, ,25.8, ,5.7,Y,136.8,Y,49.3, 
103,2/2/2022,33,0.11, ,0, ,319, ,5.5, ,68.1, ,36.1, ,50.6, ,83, ,22, ,44, ,29.3, ,4.6, ,110.4, ,48.6, 
103,2/3/2022,34,0.07, ,0, ,268, ,7.5, ,69.2, ,31.8, ,46.3, ,96, ,38, ,70, ,37.1, ,2.1, ,49.3, ,49.2, 
103,2/4/2022,35,0.08, ,0, ,321, ,7.5, ,66.1, ,29.1, ,45.7, ,98, ,40, ,72, ,37.1, ,2.4, ,57.0, ,50.0, 
103,2/5/2022,36,0.08, ,0, ,302, ,7.8, ,67.6, ,32.7, ,46.7, ,97, ,41, ,72, ,38.1, ,2.0, ,48.4, ,50.7, 
103,2/6/2022,37,0.08, ,0, ,334, ,8.1, ,70.0, ,28.4, ,45.9, ,99, ,43, ,77, ,39.0, ,2.0, ,47.4, ,50.8, 
103,2/7/2022,38,0.08, ,0.00, ,331, ,9.1, ,69.6, ,35.7, ,48.1, ,100, ,43, ,80, ,42.2, ,2.1, ,49.6, ,53.1, 
103,2/8/2022,39,0.09, ,0.00, ,336, ,9.1, ,73.2, ,31.1, ,49.5, ,99, ,40, ,76, ,42.2, ,2.2, ,52.1, ,52.8, 
103,2/9/2022,40,0.08, ,0.00, ,307, ,8.9, ,79.8,Y,33.1, ,50.0, ,98, ,37, ,73, ,41.6, ,2.1, ,50.8, ,53.3, 
103,2/10/2022,41,0.10, ,0.01, ,339, ,10.0, ,78.8,Y,37.7, ,55.2, ,95, ,38, ,67, ,44.5, ,2.3, ,54.5, ,54.7, 
103,2/11/2022,42,0.10, ,0, ,343, ,10.1, ,78.4,Y,36.3, ,54.3, ,98, ,38, ,70, ,44.7, ,1.8, ,42.1, ,55.4, 
103,2/12/2022,43,0.10, ,0, ,344, ,10.7, ,77.4, ,36.0, ,54.1, ,98, ,44, ,75, ,46.3, ,1.8, ,42.6, ,56.1, 
103,2/13/2022,44,0.10, ,0.00, ,345, ,10.3, ,76.0, ,37.1, ,54.7, ,98, ,38, ,70, ,45.3, ,1.9, ,44.8, ,56.2, 
103,2/14/2022,45,0.04, ,0.01, ,162, ,10.1, ,60.3, ,42.7, ,49.6, ,99, ,63, ,84, ,44.9, ,3.8, ,91.6, ,56.0, 
103,2/15/2022,46,0.11, ,0, ,364, ,6.7, ,66.5, ,38.9, ,51.7, ,75, ,32, ,51, ,34.2, ,5.0, ,119.6, ,53.4, 
103,2/16/2022,47,0.13, ,0, ,367, ,7.3, ,77.0, ,37.5, ,57.5, ,81, ,15, ,45, ,36.4, ,4.8, ,114.0, ,53.6, 
103,2/17/2022,48,0.11, ,0, ,375, ,7.2, ,73.7, ,37.0, ,53.2, ,89, ,21, ,52, ,36.0, ,2.7, ,64.2, ,54.5, 
103,2/18/2022,49,0.10, ,0, ,372, ,7.6, ,69.4, ,35.1, ,49.5, ,92, ,34, ,63, ,37.5, ,2.2, ,52.9, ,54.3, 
103,2/19/2022,50,0.11, ,0, ,377, ,7.9, ,73.8, ,32.6, ,51.7, ,96, ,25, ,61, ,38.6, ,2.2, ,53.4, ,54.4, 
103,2/20/2022,51,0.08, ,0.00, ,283, ,8.9, ,64.2, ,39.2, ,49.1, ,99, ,38, ,75, ,41.4, ,3.5, ,84.6, ,55.1, 
103,2/21/2022,52,0.11, ,0, ,344, ,6.3, ,58.0, ,37.8, ,47.3, ,84, ,37, ,57, ,32.7, ,5.3, ,127.6, ,52.7, 
103,2/22/2022,53,0.10, ,0.01, ,388, ,6.1, ,55.6, ,30.9, ,42.4, ,92, ,37, ,67, ,32.1, ,4.3, ,102.9, ,51.4, 
103,2/23/2022,54,0.10, ,0, ,398, ,4.9, ,60.8, ,24.8,Y,40.9, ,95, ,24, ,57, ,26.8, ,2.7, ,64.5, ,50.4, 
103,2/24/2022,55,0.09, ,0, ,383, ,5.2, ,57.4, ,23.5,Y,39.6, ,95, ,33, ,63, ,28.1, ,2.3, ,55.9, ,49.6, 
103,2/25/2022,56,0.10, ,0, ,395, ,5.3, ,62.9, ,24.3,Y,40.8, ,95, ,28, ,61, ,28.3, ,2.3, ,54.2, ,49.7, 
103,2/26/2022,57,0.05, ,0.00, ,215, ,6.7, ,59.1, ,27.9, ,43.5, ,91, ,40, ,70, ,34.4, ,1.8, ,43.1, ,49.4, 
103,2/27/2022,58,0.11, ,0, ,398, ,7.4, ,70.9, ,34.3, ,50.7, ,96, ,28, ,58, ,36.7, ,2.3, ,54.0, ,52.6, 
103,2/28/2022,59,0.12, ,0, ,394, ,7.8, ,75.2, ,32.7, ,51.8, ,93, ,27, ,59, ,38.0, ,2.2, ,52.8, ,54.1, 
