195,2/1/2022,32,0.09, ,0, ,327, ,5.0, ,59.7, ,32.9, ,46.5, ,94, ,19, ,46, ,26.9, ,4.0, ,95.8, ,50.8, 
195,2/2/2022,33,0.10, ,0, ,323, ,3.7,Y,57.3, ,31.8, ,45.0, ,58, ,22, ,36,Y,19.7,Y,4.5, ,109.1, ,50.1, 
195,2/3/2022,34,0.07, ,0, ,287, ,6.3, ,59.0, ,35.9, ,46.0, ,84, ,44, ,59, ,32.6, ,2.7, ,65.7, ,49.7, 
195,2/4/2022,35,0.08, ,0, ,328, ,6.3, ,64.3, ,39.9, ,49.6, ,83, ,30, ,52, ,32.8, ,3.4, ,81.5, ,49.8, 
195,2/5/2022,36,0.08, ,0, ,311, ,7.1, ,63.0, ,41.7, ,49.8, ,77, ,39, ,58, ,35.8, ,3.3, ,79.4, ,50.3, 
195,2/6/2022,37,0.08, ,0, ,339, ,7.4, ,65.7, ,38.5, ,49.9, ,77, ,39, ,60, ,36.6, ,3.2, ,76.2, ,50.7, 
195,2/7/2022,38,0.09, ,0, ,348, ,7.5, ,69.3, ,39.9, ,54.1, ,76, ,34, ,52, ,37.2, ,3.2, ,76.0, ,51.2, 
195,2/8/2022,39,0.10, ,0, ,347, ,7.4, ,70.3, ,46.2, ,55.4, ,74, ,34, ,49, ,36.7, ,3.2, ,77.9, ,51.9, 
195,2/9/2022,40,0.10, ,0, ,330, ,7.6, ,73.2, ,44.4, ,56.6, ,77, ,29, ,49, ,37.5, ,2.9, ,69.1, ,52.5, 
195,2/10/2022,41,0.10, ,0, ,348, ,9.3, ,73.0, ,43.6, ,57.4, ,76, ,36, ,58, ,42.7, ,2.8, ,66.3, ,53.2, 
195,2/11/2022,42,0.11, ,0.02, ,357, ,9.3, ,73.8, ,51.2, ,60.1, ,76, ,34, ,53, ,42.7, ,3.3, ,78.4, ,54.0, 
195,2/12/2022,43,0.12, ,0, ,361, ,7.8, ,77.1, ,51.3, ,61.9, ,61, ,25, ,41, ,38.2, ,3.4, ,82.3, ,54.8, 
195,2/13/2022,44,0.13, ,0, ,367, ,7.8, ,76.7, ,55.5,Y,62.8,Y,58, ,25, ,40,Y,38.0,Y,3.8, ,90.8, ,55.6, 
195,2/14/2022,45,0.11, ,0, ,335, ,9.0, ,68.5, ,46.0, ,56.7, ,87, ,41, ,57, ,41.7, ,3.7, ,88.5, ,56.2, 
195,2/15/2022,46,0.11, ,0, ,379, ,5.7, ,63.2, ,35.7, ,48.6, ,91, ,21, ,49, ,30.3, ,3.5, ,84.5, ,56.1, 
195,2/16/2022,47,0.12, ,0, ,384,R,5.0, ,71.4, ,40.9, ,54.2, ,49, ,17, ,35, ,27.0, ,3.9, ,93.4, ,55.4, 
195,2/17/2022,48,0.11, ,0, ,387, ,6.2, ,66.6, ,40.3, ,52.5, ,68, ,32, ,46, ,32.5, ,3.0, ,71.9, ,55.3, 
195,2/18/2022,49,0.11, ,0, ,388, ,6.8, ,67.3, ,44.4, ,54.0, ,63, ,30, ,48, ,34.6, ,3.7, ,89.9, ,55.4, 
195,2/19/2022,50,0.12, ,0, ,398,R,6.8, ,71.0, ,46.5, ,56.7, ,61, ,28, ,43, ,34.8, ,3.9, ,93.3, ,55.7, 
195,2/20/2022,51,0.11, ,0, ,346, ,7.0, ,65.0, ,44.5, ,54.2, ,80, ,33, ,49, ,35.5, ,3.5, ,83.7, ,56.1, 
195,2/21/2022,52,0.10, ,0, ,405,R,6.4, ,56.3, ,37.0, ,47.2, ,93, ,24, ,58, ,33.2, ,2.9, ,69.5, ,56.0, 
195,2/22/2022,53,0.04, ,0.12, ,207, ,6.8, ,49.0, ,32.0, ,39.5, ,95, ,55, ,82, ,34.5, ,3.0, ,72.9, ,55.7, 
195,2/23/2022,54,0.10, ,0, ,422,R,4.4, ,52.7, ,28.4,Y,39.5, ,90, ,29, ,53, ,24.0, ,3.8, ,92.3, ,53.6, 
195,2/24/2022,55,0.11, ,0, ,421,R,3.8, ,55.9, ,33.1, ,42.4, ,59, ,25, ,41, ,20.5, ,3.8, ,92.2, ,52.4, 
195,2/25/2022,56,0.11, ,0, ,434,R,4.5, ,59.1, ,33.6, ,44.8, ,60, ,28, ,44, ,24.5, ,3.7, ,88.5, ,52.3, 
195,2/26/2022,57,0.10, ,0, ,327, ,5.4, ,60.2, ,37.7, ,48.5, ,60, ,28, ,46, ,28.8, ,3.6, ,85.3, ,52.6, 
195,2/27/2022,58,0.13, ,0, ,426, ,6.9, ,69.7, ,41.3, ,55.5, ,66, ,25, ,46, ,35.1, ,3.2, ,77.6, ,53.2, 
195,2/28/2022,59,0.13, ,0, ,434, ,8.5, ,72.0, ,45.1, ,59.3, ,66, ,36, ,49, ,40.2, ,3.6, ,86.7, ,54.5, 
