222,7/1/2022,182,0.29, ,0, ,750,R,15.0, ,87.4, ,57.8, ,73.4, ,88, ,31, ,53, ,55.4, ,5.3, ,127.4, ,72.3, 
222,7/2/2022,183,0.29, ,0, ,719, ,14.1, ,81.7, ,56.9, ,70.3, ,79, ,41, ,56, ,53.8, ,8.8,Y,211.9,Y,71.9, 
222,7/3/2022,184,0.24, ,0, ,659, ,14.2, ,77.0,Y,54.9, ,66.1,Y,87, ,51, ,65,Y,54.0,Y,7.3, ,175.9, ,71.3, 
222,7/4/2022,185,0.22, ,0, ,594, ,15.0, ,80.3, ,57.8, ,69.6, ,80, ,44, ,60, ,55.3, ,6.3, ,151.7, ,71.5, 
222,7/5/2022,186,0.29, ,0, ,616, ,17.1, ,84.9, ,68.9, ,75.8, ,71, ,42, ,56, ,59.1, ,9.8,Y,234.8,Y,72.3, 
222,7/6/2022,187,0.28, ,0, ,729, ,15.8, ,82.4, ,59.2, ,72.3, ,89, ,43, ,58, ,56.9, ,7.3, ,176.0, ,70.9,Y
222,7/7/2022,188,0.27, ,0, ,746,R,15.1, ,86.0, ,56.7, ,71.8, ,92, ,29, ,57, ,55.6, ,4.6, ,110.3, ,71.4, 
222,7/8/2022,189,0.29, ,0, ,745,R,13.9, ,91.1, ,58.0, ,76.1, ,88, ,23, ,45, ,53.4, ,3.8, ,91.4, ,71.9, 
222,7/9/2022,190,0.28, ,0, ,741,R,15.4, ,89.9, ,60.4, ,76.0, ,77, ,29, ,50, ,56.2, ,4.9, ,118.7, ,72.5, 
222,7/10/2022,191,0.30, ,0, ,739, ,15.0, ,102.9, ,60.0, ,81.6, ,81, ,21, ,41, ,55.4, ,4.3, ,103.9, ,72.9, 
222,7/11/2022,192,0.31, ,0, ,725, ,16.7, ,100.2, ,64.5, ,83.3, ,69, ,27, ,43, ,58.3, ,4.5, ,107.0, ,74.0, 
222,7/12/2022,193,0.32, ,0, ,701, ,16.4, ,97.2, ,65.6, ,82.8, ,78, ,24, ,43, ,58.0, ,5.4, ,128.5, ,74.6, 
222,7/13/2022,194,0.29, ,0, ,991,R,15.9, ,91.0, ,61.8, ,81.0, ,83, ,29, ,44, ,57.1, ,5.8, ,140.1, ,74.5, 
222,7/14/2022,195,0.29,R,0, ,738,R,15.5, ,94.0, ,57.0, ,78.1, ,94, ,25, ,47, ,56.4, ,4.0, ,96.1, ,73.6, 
222,7/15/2022,196,0.29, ,0, ,742,R,15.6, ,95.3, ,62.4, ,79.4, ,84, ,21, ,45, ,56.5, ,3.7, ,87.6, ,74.1, 
222,7/16/2022,197,0.30, ,0, ,754,R,14.5, ,98.2, ,58.6, ,80.3, ,87, ,18, ,41, ,54.4, ,3.6, ,87.3, ,73.0, 
222,7/17/2022,198,0.34, ,0, ,735,R,13.2, ,98.0, ,59.6, ,82.9, ,78, ,19, ,34, ,52.0, ,6.1, ,146.0, ,74.2, 
222,7/18/2022,199,0.34, ,0, ,718, ,12.7, ,95.8, ,60.4, ,81.4, ,76, ,18, ,35, ,51.0, ,6.3, ,150.4, ,73.9, 
222,7/19/2022,200,0.30, ,0, ,735,R,12.4, ,96.3, ,57.3, ,79.2, ,76, ,19, ,36, ,50.2, ,4.3, ,103.2, ,73.5, 
222,7/20/2022,201,0.30, ,0, ,738,R,13.7, ,97.8, ,56.3, ,79.4, ,82, ,18, ,40, ,52.9, ,4.0, ,96.9, ,73.5, 
222,7/21/2022,202,0.31, ,0, ,728,R,14.9, ,97.1, ,59.6, ,80.2, ,88, ,22, ,42, ,55.3, ,4.7, ,111.7, ,73.8, 
222,7/22/2022,203,0.29, ,0, ,736,R,14.5, ,93.8, ,58.6, ,77.9, ,84, ,22, ,44, ,54.4, ,4.3, ,102.8, ,73.9, 
222,7/23/2022,204,0.28, ,0, ,736,R,14.7, ,97.5, ,56.7, ,77.6, ,89, ,23, ,45, ,54.8, ,3.5, ,85.0, ,73.7, 
222,7/24/2022,205,0.27, ,0, ,669, ,16.4, ,93.9, ,59.4, ,77.6, ,87, ,32, ,51, ,57.9, ,3.8, ,92.2, ,73.8, 
222,7/25/2022,206,0.26, ,0, ,671, ,16.6, ,98.5, ,60.9, ,79.0, ,89, ,24, ,49, ,58.2, ,3.8, ,91.5, ,74.0, 
222,7/26/2022,207,0.22, ,0, ,537, ,17.8, ,96.1, ,63.4, ,77.6, ,79, ,32, ,55, ,60.2, ,4.5, ,108.1, ,75.2, 
222,7/27/2022,208,0.26, ,0, ,672, ,18.1, ,96.5, ,64.5, ,80.1, ,81, ,31, ,51, ,60.6, ,3.9, ,93.4, ,75.2, 
222,7/28/2022,209,0.28,R,0, ,672, ,18.7, ,95.5, ,65.5, ,82.4, ,74, ,37, ,50, ,61.6, ,4.4, ,105.9, ,75.8, 
222,7/29/2022,210,0.27, ,0, ,672, ,20.6, ,97.5, ,65.6, ,81.6, ,85, ,39, ,56, ,64.3, ,4.3, ,102.3, ,76.1, 
222,7/30/2022,211,0.15, ,0, ,382, ,20.5, ,93.6, ,69.1, ,78.2, ,75, ,41, ,62, ,64.3, ,4.0, ,95.6, ,75.9, 
222,7/31/2022,212,0.26, ,0, ,594, ,21.1, ,91.0, ,69.2, ,80.0, ,79, ,46, ,60, ,65.0, ,5.8, ,138.9, ,76.4, 
