249,7/1/2022,182,0.29, ,0, ,771,R,12.7, ,87.8, ,53.3, ,68.9, ,90, ,26, ,52, ,50.8, ,7.5, ,181.1, ,76.0, 
249,7/2/2022,183,0.28, ,0, ,762,R,13.3, ,77.9, ,54.4, ,64.7, ,86, ,41, ,64, ,52.2, ,9.6,Y,230.6,Y,74.8, 
249,7/3/2022,184,0.26, ,0, ,750,R,13.0, ,75.2,Y,54.8, ,64.0, ,88, ,42, ,64, ,51.6, ,8.9,Y,213.4,Y,73.8, 
249,7/4/2022,185,0.27, ,0, ,731, ,16.8, ,87.5, ,56.4, ,71.5, ,91, ,45, ,64, ,58.6, ,6.4, ,152.9, ,74.4, 
249,7/5/2022,186,0.25, ,0, ,678, ,19.7, ,86.8, ,64.0, ,74.1, ,97, ,48, ,68, ,63.0, ,6.5, ,155.2, ,76.3, 
249,7/6/2022,187,0.27, ,0, ,732, ,16.4, ,81.3, ,61.6, ,70.0, ,90, ,45, ,66, ,57.9, ,8.5,Y,204.9,Y,75.7, 
249,7/7/2022,188,0.28, ,0, ,738, ,15.0, ,87.9, ,59.4, ,72.3, ,88, ,33, ,55, ,55.5, ,6.8, ,163.6, ,75.1, 
249,7/8/2022,189,0.30, ,0, ,736, ,15.0, ,93.5, ,58.6, ,76.0, ,85, ,28, ,49, ,55.5, ,6.1, ,146.2, ,75.5, 
249,7/9/2022,190,0.30, ,0, ,744,R,15.6, ,89.1, ,63.1, ,75.6, ,78, ,33, ,52, ,56.5, ,7.5, ,178.8, ,76.0, 
249,7/10/2022,191,0.29, ,0, ,755,R,15.7, ,98.5, ,54.1, ,78.2, ,100, ,21, ,48, ,56.8, ,4.4, ,106.5, ,76.1, 
249,7/11/2022,192,0.31, ,0, ,733, ,16.2, ,101.9, ,59.9, ,83.2, ,100, ,23, ,42, ,57.6, ,4.1, ,99.4, ,77.3, 
249,7/12/2022,193,0.29, ,0, ,716, ,18.2, ,96.5, ,62.3, ,78.5, ,92, ,34, ,55, ,60.8, ,5.6, ,135.1, ,77.8, 
249,7/13/2022,194,0.28, ,0, ,734, ,18.1, ,95.9, ,62.2, ,76.4, ,92, ,37, ,58, ,60.7, ,6.3, ,151.9, ,77.9, 
249,7/14/2022,195,0.29, ,0, ,732, ,16.2, ,97.4, ,55.3, ,76.3, ,100, ,28, ,52, ,57.6, ,5.1, ,122.4, ,77.6, 
249,7/15/2022,196,0.29, ,0, ,725, ,14.6, ,96.5, ,57.4, ,77.4, ,82, ,23, ,45, ,54.6, ,5.2, ,125.7, ,77.5, 
249,7/16/2022,197,0.30, ,0, ,724, ,15.5, ,101.8, ,59.4, ,81.6, ,95, ,23, ,42, ,56.4, ,4.1, ,98.7, ,77.9, 
249,7/17/2022,198,0.32, ,0, ,706, ,15.0, ,102.5, ,62.0, ,83.6, ,93, ,19, ,38, ,55.3, ,4.8, ,115.8, ,78.4, 
249,7/18/2022,199,0.30, ,0, ,723, ,14.0, ,104.4,Y,61.4, ,83.7, ,95, ,15, ,35, ,53.5, ,4.0, ,95.7, ,78.4, 
249,7/19/2022,200,0.32, ,0, ,709, ,12.5, ,99.8, ,69.1,Y,83.4, ,59, ,18, ,32, ,50.4, ,5.3, ,127.2, ,78.8, 
249,7/20/2022,201,0.31, ,0, ,731,R,12.5, ,99.2, ,58.8, ,79.1, ,83, ,15, ,37, ,50.5, ,5.4, ,130.6, ,78.2, 
249,7/21/2022,202,0.31, ,0, ,742,R,12.2, ,97.6, ,52.0, ,77.6, ,98, ,19, ,38, ,49.9, ,5.2, ,124.1, ,77.5, 
249,7/22/2022,203,0.32, ,0, ,731,R,10.3,Y,95.8, ,50.9, ,78.1, ,96, ,13, ,31,Y,45.2,Y,5.8, ,139.5, ,77.3, 
249,7/23/2022,204,0.29, ,0, ,740,R,12.6, ,96.5, ,56.9, ,76.2, ,72, ,25, ,41, ,50.8, ,5.0, ,120.0, ,77.3, 
249,7/24/2022,205,0.27, ,0, ,723,R,16.3, ,96.8, ,54.3, ,74.9, ,98, ,31, ,55, ,57.8, ,4.5, ,108.6, ,77.4, 
249,7/25/2022,206,0.27, ,0, ,702, ,16.0, ,93.8, ,58.8, ,75.1, ,92, ,33, ,54, ,57.3, ,5.6, ,133.7, ,78.0, 
249,7/26/2022,207,0.27, ,0.04, ,691, ,16.4, ,93.9, ,62.1, ,75.5, ,96, ,30, ,54, ,57.9, ,5.5, ,132.9, ,78.3, 
249,7/27/2022,208,0.28, ,0, ,691, ,14.6, ,96.3, ,58.5, ,76.0, ,93, ,23, ,47, ,54.6, ,5.5, ,132.8, ,77.8, 
249,7/28/2022,209,0.28, ,0, ,684, ,15.5, ,92.8, ,61.8, ,76.3, ,75, ,35, ,50, ,56.3, ,6.3, ,150.1, ,81.8, 
249,7/29/2022,210,0.24, ,0, ,642, ,18.3, ,93.7, ,62.0, ,74.6, ,87, ,41, ,63, ,61.0, ,6.5, ,155.9, ,84.6,Y
249,7/30/2022,211,0.25, ,0, ,659, ,18.4, ,92.2, ,63.8, ,74.5, ,84, ,42, ,63, ,61.2, ,6.8, ,162.8, ,83.1, 
249,7/31/2022,212,0.19, ,0, ,478, ,18.4, ,88.8, ,63.5, ,74.1, ,90, ,47, ,64, ,61.1, ,5.5, ,132.5, ,82.1, 
