221,7/1/2022,182,0.35, ,0, ,718, ,9.0, ,111.2, ,82.9, ,98.6, ,24, ,9, ,14, ,41.7, ,4.5, ,108.4, ,--,S
221,7/2/2022,183,0.37, ,0, ,731, ,9.4, ,110.7, ,82.6, ,97.9, ,25, ,10, ,15, ,42.8, ,5.6, ,133.5, ,--,S
221,7/3/2022,184,0.38, ,0, ,749,R,7.9, ,108.7, ,77.1, ,95.1, ,23, ,8, ,14, ,38.6, ,6.7, ,160.2, ,93.8,R
221,7/4/2022,185,0.36, ,0, ,752,R,8.7, ,121.3,Y,76.5, ,92.9, ,32, ,8, ,17, ,41.0, ,5.5, ,131.1, ,93.1,R
221,7/5/2022,186,0.35, ,0, ,726, ,10.5, ,125.6,R,76.9, ,93.1, ,31, ,13, ,20, ,45.8, ,5.2, ,124.6, ,92.3,Y
221,7/6/2022,187,0.37, ,0, ,726, ,11.2, ,108.8, ,80.9, ,94.3, ,35, ,10, ,20, ,47.5, ,5.8, ,138.5, ,92.3,Y
221,7/7/2022,188,0.37, ,0, ,724, ,9.7, ,117.2, ,80.2, ,95.9, ,30, ,8, ,17, ,43.6, ,5.4, ,130.3, ,92.5,Y
221,7/8/2022,189,0.35, ,0, ,740,R,9.0, ,111.7, ,77.9, ,98.0, ,24, ,8, ,15, ,41.9, ,4.4, ,105.9, ,92.7,Y
221,7/9/2022,190,0.34, ,0, ,713, ,8.7, ,112.4, ,79.8, ,99.2, ,30, ,7, ,14, ,40.8, ,4.2, ,100.1, ,93.1,Y
221,7/10/2022,191,0.34, ,0, ,701, ,9.5, ,113.0, ,85.1, ,100.2, ,25, ,8, ,14, ,43.1, ,3.8, ,90.3, ,93.8,Y
221,7/11/2022,192,0.34, ,0, ,709, ,8.3, ,114.4, ,86.5, ,101.8, ,23, ,6, ,12, ,39.8, ,3.9, ,94.8, ,94.3,R
221,7/12/2022,193,0.39, ,0, ,700, ,10.5, ,114.6, ,86.1, ,103.1, ,23, ,9, ,15, ,45.9, ,6.0, ,145.2, ,94.9,R
221,7/13/2022,194,0.38, ,0, ,655, ,11.8, ,114.0, ,87.3, ,101.7, ,31, ,10, ,17, ,48.9, ,6.0, ,143.7, ,95.5,R
221,7/14/2022,195,0.35, ,0, ,507, ,15.5, ,112.1, ,88.6, ,100.7, ,33, ,16, ,23, ,56.3, ,8.0, ,192.7, ,95.6,R
221,7/15/2022,196,0.39, ,0, ,645, ,15.6, ,112.6, ,94.3,Y,102.5, ,29, ,16, ,22, ,56.5, ,7.0, ,168.3, ,96.2,R
221,7/16/2022,197,0.35, ,0, ,661, ,14.0, ,116.2, ,88.4, ,104.5,Y,32, ,12, ,19,Y,53.5,Y,4.2, ,101.4, ,--,S
221,7/17/2022,198,0.39, ,0, ,638, ,15.1, ,114.6, ,92.7,Y,104.2,Y,32, ,12, ,20,Y,55.6,Y,6.7, ,159.8, ,--,S
221,7/18/2022,199,0.41, ,0, ,655, ,17.0, ,111.3, ,89.3, ,101.7, ,45, ,17, ,25, ,59.0, ,8.7, ,209.1, ,--,S
221,7/19/2022,200,0.39, ,0, ,665, ,13.2, ,114.7, ,89.6, ,103.0, ,30, ,12, ,18, ,51.9, ,6.7, ,160.1, ,--,S
221,7/20/2022,201,0.35, ,0, ,604, ,12.7, ,115.0, ,89.3, ,102.9, ,28, ,11, ,18, ,50.9, ,5.6, ,133.5, ,--,S
221,7/21/2022,202,0.35, ,0, ,621, ,11.0, ,114.6, ,83.3, ,102.0, ,24, ,9, ,16, ,47.1, ,5.1, ,123.6, ,--,S
221,7/22/2022,203,0.30, ,0, ,544, ,9.6, ,116.5, ,82.3, ,101.9, ,24, ,8, ,14, ,43.6, ,4.1, ,99.4, ,--,S
221,7/23/2022,204,0.22, ,0, ,371, ,14.4, ,110.8, ,88.9, ,98.4, ,37, ,11, ,23, ,54.2, ,4.5, ,108.5, ,--,S
221,7/24/2022,205,0.37, ,0, ,553, ,18.5, ,110.8, ,86.1, ,98.5, ,44, ,20, ,30, ,61.3, ,8.9, ,213.6, ,95.4,R
221,7/25/2022,206,0.36, ,0, ,592, ,20.3, ,106.9, ,87.3, ,95.6, ,50, ,22, ,35, ,63.9, ,9.6, ,231.2, ,96.3,R
221,7/26/2022,207,0.37, ,0, ,626, ,19.2, ,107.5, ,87.6, ,97.0, ,43, ,22, ,32, ,62.4, ,8.4, ,201.2, ,--,S
221,7/27/2022,208,0.31, ,0, ,539, ,18.4, ,109.4, ,87.5, ,96.9, ,47, ,19, ,31, ,61.1, ,7.5, ,179.6, ,--,S
221,7/28/2022,209,0.32, ,0, ,527, ,19.3, ,107.5, ,89.0, ,96.4, ,45, ,22, ,33, ,62.5, ,8.5, ,204.0, ,--,S
221,7/29/2022,210,0.33, ,0, ,603, ,21.3, ,103.1, ,83.6, ,93.5, ,55, ,29, ,40, ,65.3, ,8.9, ,213.4, ,--,S
221,7/30/2022,211,0.23, ,0, ,389, ,21.9, ,101.4, ,84.6, ,92.8, ,55, ,32, ,42, ,66.1, ,7.6, ,182.7, ,--,S
221,7/31/2022,212,0.32, ,0, ,568, ,23.0, ,105.8, ,82.6, ,92.6, ,67, ,26, ,44, ,67.5, ,8.5, ,204.4, ,--,S
