209,7/1/2022,182,0.15, ,0, ,814,R,13.8, ,66.9, ,54.4, ,59.5, ,95, ,66, ,79, ,53.1, ,6.2, ,149.7, ,73.7, 
209,7/2/2022,183,0.18, ,0, ,603, ,13.6, ,67.2, ,54.0, ,58.7, ,93, ,68, ,81, ,52.8, ,4.8, ,115.9, ,73.9, 
209,7/3/2022,184,0.18, ,0, ,604, ,13.0, ,63.8, ,52.7, ,57.9, ,89, ,70, ,79, ,51.5, ,6.4, ,153.9, ,74.2, 
209,7/4/2022,185,0.16, ,0, ,527, ,14.7, ,67.8, ,51.0, ,59.8, ,99, ,64, ,84, ,54.9, ,4.5, ,107.4, ,73.6, 
209,7/5/2022,186,0.20, ,0, ,654, ,17.5, ,68.9, ,58.9,Y,62.4, ,99, ,79, ,91, ,59.7, ,6.1, ,146.0, ,74.4, 
209,7/6/2022,187,0.16, ,0, ,536, ,16.4, ,67.6, ,57.1, ,60.7, ,98, ,75, ,90, ,57.9, ,6.3, ,151.0, ,75.2, 
209,7/7/2022,188,0.20, ,0, ,656, ,15.2, ,72.4, ,57.6,Y,61.8, ,91, ,62, ,81, ,55.8, ,5.1, ,122.1, ,75.3, 
209,7/8/2022,189,0.22, ,0, ,697, ,15.1, ,73.2, ,55.1, ,61.2, ,96, ,60, ,82, ,55.6, ,5.5, ,130.9, ,75.6, 
209,7/9/2022,190,0.19, ,0, ,638, ,15.4, ,73.2, ,55.0, ,60.7, ,99, ,66, ,85, ,56.2, ,4.4, ,105.7, ,76.0, 
209,7/10/2022,191,0.14, ,0, ,495, ,15.0, ,62.7, ,53.7, ,57.1, ,99, ,85, ,94, ,55.5, ,4.2, ,101.2, ,75.7, 
209,7/11/2022,192,0.13, ,0.00, ,481, ,15.0, ,62.4, ,52.4, ,56.7, ,100, ,85, ,96, ,55.5, ,4.8, ,114.8, ,75.0, 
209,7/12/2022,193,0.16, ,0.03,H,560, ,15.9, ,65.6, ,55.5, ,59.2, ,99, ,81, ,92, ,57.0, ,5.4, ,129.1, ,74.7, 
209,7/13/2022,194,0.16, ,0.02, ,566, ,16.0, ,65.9, ,56.5, ,59.8, ,99, ,76, ,91, ,57.2, ,6.0, ,143.4, ,74.6, 
209,7/14/2022,195,0.17, ,0.00, ,573, ,15.2, ,69.1, ,55.1, ,60.0, ,100, ,67, ,86, ,55.8, ,4.5, ,108.8, ,74.5, 
209,7/15/2022,196,0.19, ,0, ,634, ,14.5, ,70.5, ,52.7, ,59.6, ,99, ,61, ,83, ,54.4, ,4.4, ,105.8, ,74.9, 
209,7/16/2022,197,0.18, ,0, ,648, ,14.6, ,66.1, ,53.0, ,57.7, ,100, ,72, ,90, ,54.7, ,5.3, ,127.4, ,75.6, 
209,7/17/2022,198,0.16, ,0, ,560, ,14.5, ,65.3, ,53.9, ,56.9, ,100, ,75, ,92, ,54.5, ,4.8, ,115.3, ,75.7, 
209,7/18/2022,199,0.20, ,0, ,684, ,14.7, ,67.4, ,54.0, ,59.0, ,99, ,69, ,87, ,55.0, ,5.3, ,126.5, ,75.8, 
209,7/19/2022,200,0.19, ,0, ,657, ,14.5, ,68.4, ,53.3, ,58.1, ,99, ,66, ,88, ,54.6, ,4.9, ,118.6, ,76.1, 
209,7/20/2022,201,0.17, ,0, ,616, ,14.3, ,66.8, ,53.2, ,56.6, ,99, ,71, ,91, ,54.1, ,4.8, ,116.3, ,76.3, 
209,7/21/2022,202,0.18, ,0.00, ,636, ,14.1, ,67.6, ,51.9, ,57.0, ,99, ,69, ,89, ,53.8, ,4.8, ,116.3, ,76.5, 
209,7/22/2022,203,0.19, ,0.00, ,664, ,14.0, ,68.9, ,51.5, ,57.8, ,99, ,65, ,86, ,53.5, ,5.1, ,122.7, ,76.5, 
209,7/23/2022,204,0.17, ,0, ,596, ,13.6, ,64.1, ,51.6, ,55.5, ,99, ,73, ,90, ,52.8, ,5.3, ,127.6, ,76.5, 
209,7/24/2022,205,0.12, ,0.01, ,449, ,13.3, ,60.7, ,50.8, ,54.1, ,99, ,79, ,93, ,52.2, ,4.5, ,108.2, ,75.8, 
209,7/25/2022,206,0.15, ,0.01, ,526, ,14.0, ,62.0, ,52.1, ,56.3, ,99, ,79, ,91, ,53.6, ,5.1, ,122.8, ,75.2, 
209,7/26/2022,207,0.12, ,0, ,414, ,14.7, ,64.1, ,55.7, ,57.7, ,98, ,75, ,91, ,54.9, ,5.2, ,125.1, ,75.0, 
209,7/27/2022,208,0.15, ,0.01, ,547, ,14.9, ,63.2, ,54.1, ,57.4, ,99, ,81, ,92, ,55.2, ,5.5, ,132.5, ,74.8, 
209,7/28/2022,209,0.18, ,0, ,630, ,14.8, ,66.1, ,53.1, ,58.0, ,99, ,74, ,90, ,55.1, ,5.1, ,122.7, ,75.3, 
209,7/29/2022,210,0.17, ,0, ,584, ,15.5, ,66.1, ,55.0, ,58.7, ,99, ,77, ,92, ,56.3, ,5.1, ,122.9, ,76.0, 
209,7/30/2022,211,0.13, ,0, ,474, ,15.9, ,65.2, ,56.4, ,59.5, ,98, ,81, ,92, ,57.1, ,5.4, ,129.6, ,76.3, 
209,7/31/2022,212,0.12, ,0, ,416, ,16.3, ,68.3, ,56.9, ,61.0, ,99, ,73, ,89, ,57.7, ,4.4, ,106.8, ,75.7, 
