160,7/1/2022,182,0.21, ,0, ,692, ,12.9, ,68.3, ,52.3, ,58.2, ,93, ,60, ,78, ,51.3, ,5.4, ,129.8, ,75.1, 
160,7/2/2022,183,0.21, ,0, ,704, ,12.8, ,67.7, ,53.4, ,58.0, ,89, ,59, ,78, ,51.2, ,5.5, ,132.5, ,74.7, 
160,7/3/2022,184,0.23, ,0, ,745,R,12.5, ,68.8, ,50.5, ,58.4, ,91, ,57, ,75, ,50.5, ,5.9, ,140.4, ,74.6, 
160,7/4/2022,185,0.24, ,0, ,735, ,13.6, ,74.6, ,46.4, ,60.9, ,98, ,41, ,74, ,52.7, ,5.7, ,137.8, ,74.3, 
160,7/5/2022,186,0.23, ,0, ,712, ,16.6,Y,73.4, ,57.8,Y,63.5, ,99, ,64, ,83,Y,58.3,Y,5.4, ,130.2, ,74.9, 
160,7/6/2022,187,0.17, ,0, ,534, ,15.7, ,71.0, ,56.3, ,62.1, ,97, ,60, ,82, ,56.6, ,5.5, ,132.8, ,75.1, 
160,7/7/2022,188,0.21, ,0, ,700, ,14.6, ,69.5, ,52.0, ,60.1, ,98, ,64, ,82, ,54.7, ,4.8, ,114.3, ,74.9, 
160,7/8/2022,189,0.24, ,0, ,764,R,14.3, ,77.1, ,53.0, ,62.1, ,96, ,52, ,75, ,54.2, ,4.6, ,110.9, ,75.0, 
160,7/9/2022,190,0.22, ,0, ,733, ,14.3, ,72.0, ,52.9, ,60.1, ,96, ,57, ,81, ,54.1, ,5.5, ,132.9, ,75.6, 
160,7/10/2022,191,0.22, ,0, ,736, ,14.1, ,67.9, ,51.8, ,58.7, ,99, ,65, ,84, ,53.8, ,4.9, ,118.5, ,75.2, 
160,7/11/2022,192,0.22, ,0, ,718, ,14.3, ,73.4, ,53.4, ,60.3, ,99, ,55, ,80, ,54.2, ,4.3, ,102.7, ,75.4, 
160,7/12/2022,193,0.22, ,0, ,718, ,14.6, ,71.4, ,53.8, ,60.7, ,99, ,59, ,81, ,54.7, ,4.7, ,112.5, ,75.9, 
160,7/13/2022,194,0.22, ,0, ,726, ,14.7, ,72.9, ,55.3, ,61.0, ,95, ,60, ,80, ,54.9, ,4.8, ,114.2, ,76.3, 
160,7/14/2022,195,0.22, ,0, ,705, ,14.6, ,74.3, ,55.2, ,61.8, ,99, ,56, ,77, ,54.7, ,4.2, ,100.8, ,76.5, 
160,7/15/2022,196,0.23, ,0, ,729, ,13.9, ,76.0, ,53.5, ,62.5, ,92, ,51, ,72, ,53.4, ,4.5, ,107.4, ,76.6, 
160,7/16/2022,197,0.23, ,0, ,733,R,13.8, ,74.5, ,51.2, ,61.7, ,98, ,51, ,74, ,53.2, ,4.2, ,100.7, ,76.6, 
160,7/17/2022,198,0.24, ,0, ,720, ,13.7, ,76.4, ,50.2, ,62.7, ,96, ,48, ,70, ,52.9, ,4.0, ,96.5, ,76.7, 
160,7/18/2022,199,0.13,R,0, ,368, ,14.1, ,78.2, ,54.0, ,65.3, ,89, ,48, ,66, ,53.8, ,3.3, ,80.3, ,76.3, 
160,7/19/2022,200,0.25, ,0.01, ,735,R,13.7, ,79.1, ,52.2, ,63.4, ,97, ,44, ,69, ,53.0, ,4.4, ,105.8, ,75.3, 
160,7/20/2022,201,0.23, ,0, ,721, ,13.8, ,74.4, ,52.0, ,60.3, ,99, ,52, ,77, ,53.1, ,4.2, ,99.8, ,76.1, 
160,7/21/2022,202,0.22, ,0, ,730,R,13.7, ,71.8, ,51.8, ,59.1, ,99, ,55, ,80, ,52.9, ,4.6, ,110.5, ,76.5, 
160,7/22/2022,203,0.23, ,0, ,732,R,13.3, ,76.6, ,50.7, ,60.2, ,98, ,47, ,75, ,52.2, ,4.6, ,109.7, ,76.5, 
160,7/23/2022,204,0.21, ,0, ,702, ,13.3, ,69.4, ,48.4, ,58.0, ,97, ,58, ,81, ,52.1, ,5.1, ,122.1, ,76.1, 
160,7/24/2022,205,0.18, ,0, ,618, ,13.4, ,68.9, ,52.7, ,57.9, ,96, ,60, ,82, ,52.4, ,4.7, ,112.2, ,75.7, 
160,7/25/2022,206,0.20, ,0, ,677, ,13.5, ,70.2, ,53.0, ,58.8, ,96, ,57, ,80, ,52.6, ,4.7, ,112.9, ,75.6, 
160,7/26/2022,207,0.21, ,0, ,696, ,13.8, ,70.0, ,53.2, ,59.7, ,96, ,59, ,79, ,53.1, ,4.7, ,113.4, ,75.8, 
160,7/27/2022,208,0.20, ,0, ,671, ,14.3, ,68.3, ,53.3, ,59.5, ,98, ,64, ,82, ,54.0, ,5.3, ,127.5, ,76.0, 
160,7/28/2022,209,0.20, ,0, ,649, ,14.4, ,70.7, ,54.6, ,59.4, ,98, ,58, ,83, ,54.3, ,4.7, ,113.5, ,76.0, 
160,7/29/2022,210,0.21, ,0, ,643, ,14.8, ,80.4, ,55.4, ,62.8, ,97, ,47, ,76, ,55.1, ,4.8, ,114.8, ,76.1, 
160,7/30/2022,211,0.18, ,0, ,556, ,15.0, ,76.0, ,55.6, ,63.6, ,96, ,53, ,75, ,55.5, ,4.0, ,95.4, ,76.2, 
160,7/31/2022,212,0.16,R,0, ,452, ,15.8, ,77.8, ,58.4, ,67.9,H,87,H,55,H,68, ,56.9, ,3.7, ,88.4, ,76.0, 
