248,7/1/2022,182,0.27, ,0, ,742, ,13.3, ,86.2, ,53.5, ,68.1, ,88, ,27, ,57, ,52.1, ,6.6, ,158.5, ,77.1, 
248,7/2/2022,183,0.27, ,0, ,738, ,13.3, ,75.1,Y,55.3, ,63.1, ,84, ,46, ,67, ,52.2, ,11.8,R,282.6,R,76.3, 
248,7/3/2022,184,0.24, ,0, ,682, ,13.1, ,76.4, ,54.7, ,63.2, ,87, ,45, ,66, ,51.8, ,7.7, ,185.5, ,75.7, 
248,7/4/2022,185,0.26, ,0, ,708, ,16.5, ,83.9, ,54.0, ,69.9, ,90, ,48, ,66, ,58.1, ,6.0, ,143.7, ,76.4, 
248,7/5/2022,186,0.24, ,0, ,632, ,18.7, ,83.7, ,61.9, ,72.0, ,93, ,53, ,70, ,61.6, ,6.4, ,152.6, ,74.1, 
248,7/6/2022,187,0.25, ,0, ,710, ,15.9, ,80.1, ,57.0, ,68.1, ,96, ,50, ,67, ,57.0, ,5.5, ,132.7, ,74.8, 
248,7/7/2022,188,0.26, ,0, ,719, ,15.3, ,84.8, ,55.4, ,70.1, ,90, ,39, ,61, ,56.0, ,5.8, ,139.1, ,75.0, 
248,7/8/2022,189,0.29, ,0, ,714, ,15.1, ,90.3, ,55.4, ,72.9, ,91, ,33, ,55, ,55.6, ,5.9, ,142.4, ,75.3, 
248,7/9/2022,190,0.27, ,0, ,719, ,15.8, ,88.0, ,58.6, ,72.9, ,82, ,37, ,57, ,56.9, ,5.8, ,139.9, ,75.6, 
248,7/10/2022,191,0.28, ,0, ,727, ,15.7, ,97.6, ,54.8, ,76.2, ,91, ,24, ,51, ,56.7, ,4.3, ,103.6, ,75.9, 
248,7/11/2022,192,0.29, ,0, ,702, ,17.0, ,97.6, ,61.2, ,79.8, ,78, ,28, ,49, ,58.8, ,4.2, ,101.3, ,77.2, 
248,7/12/2022,193,0.28, ,0, ,694, ,16.7, ,89.0, ,60.0, ,73.1, ,93, ,37, ,60, ,58.4, ,7.0, ,167.0, ,76.8, 
248,7/13/2022,194,0.26, ,0, ,712, ,16.8, ,86.8, ,56.5, ,71.0, ,97, ,40, ,65, ,58.5, ,4.7, ,113.9, ,76.1, 
248,7/14/2022,195,0.29, ,0, ,708, ,16.2, ,93.3, ,55.6, ,73.5, ,98, ,33, ,58, ,57.6, ,5.7, ,135.9, ,76.0, 
248,7/15/2022,196,0.28, ,0, ,706, ,14.2, ,92.0, ,54.1, ,74.4, ,84, ,28, ,49, ,54.0, ,4.9, ,117.8, ,75.7, 
248,7/16/2022,197,0.29, ,0, ,701, ,15.9, ,98.0, ,59.5, ,78.4, ,86, ,21, ,48, ,57.1, ,4.8, ,115.0, ,76.7, 
248,7/17/2022,198,0.30, ,0, ,681, ,16.0, ,98.3, ,61.4, ,80.0, ,90, ,26, ,46, ,57.1, ,4.8, ,114.2, ,77.4, 
248,7/18/2022,199,0.29, ,0, ,681, ,15.4, ,97.3, ,63.2, ,79.7, ,77, ,22, ,44, ,56.1, ,4.3, ,103.5, ,77.7, 
248,7/19/2022,200,0.29, ,0, ,689, ,15.2, ,96.6, ,62.1, ,77.6, ,89, ,20, ,47, ,55.8, ,4.4, ,105.7, ,77.4, 
248,7/20/2022,201,0.29, ,0, ,705, ,14.7, ,94.4, ,57.2, ,75.3, ,93, ,21, ,49, ,54.8, ,5.5, ,133.0, ,77.6, 
248,7/21/2022,202,0.28, ,0, ,715, ,14.5, ,95.2, ,55.1, ,74.9, ,91, ,27, ,49, ,54.5, ,5.4, ,130.0, ,76.5, 
248,7/22/2022,203,0.30, ,0, ,704, ,12.6, ,93.9, ,55.7, ,76.3, ,80, ,24, ,41, ,50.7, ,5.4, ,128.4, ,75.5, 
248,7/23/2022,204,0.27, ,0, ,719,R,13.0, ,93.9, ,52.9, ,73.2, ,78, ,23, ,47, ,51.6, ,4.5, ,108.7, ,74.4, 
248,7/24/2022,205,0.27, ,0, ,701, ,15.9, ,92.1, ,56.4, ,72.5, ,95, ,34, ,58, ,57.0, ,5.4, ,129.1, ,74.2, 
248,7/25/2022,206,0.25, ,0, ,679, ,16.0, ,89.2, ,54.9, ,70.6, ,97, ,39, ,63, ,57.2, ,5.3, ,127.5, ,74.1, 
248,7/26/2022,207,0.26, ,0, ,650, ,15.9, ,87.9, ,61.5, ,72.2, ,88, ,36, ,59, ,57.0, ,6.5, ,155.6, ,74.6, 
248,7/27/2022,208,0.27, ,0, ,670, ,15.7, ,93.1, ,55.9, ,72.7, ,97, ,26, ,57, ,56.7, ,5.0, ,119.8, ,73.8, 
248,7/28/2022,209,0.24, ,0, ,615, ,17.0, ,91.0, ,57.1, ,73.2, ,94, ,41, ,61, ,58.9, ,5.0, ,119.6, ,73.6, 
248,7/29/2022,210,0.24, ,0, ,641, ,18.1, ,90.6, ,60.2, ,73.4, ,89, ,41, ,64, ,60.7, ,5.2, ,125.0, ,75.0, 
248,7/30/2022,211,0.23, ,0, ,622, ,18.6, ,89.0, ,62.2, ,72.7, ,89, ,47, ,68, ,61.4, ,4.6, ,109.5, ,76.0, 
248,7/31/2022,212,0.15, ,0, ,420, ,18.6, ,85.7, ,62.5, ,71.9, ,89, ,50, ,70, ,61.5, ,4.4, ,106.4, ,75.5, 
