78,7/1/2022,182,0.27, ,0, ,710, ,16.5, ,88.2, ,61.5, ,74.0, ,91, ,31, ,57, ,58.0, ,4.8, ,115.7, ,70.9, 
78,7/2/2022,183,0.26, ,0.01, ,737, ,15.6, ,85.1, ,59.7, ,71.7, ,90, ,34, ,59, ,56.5, ,4.8, ,115.5, ,71.1, 
78,7/3/2022,184,0.25, ,0, ,749,R,15.7, ,79.8, ,59.7, ,68.4, ,90, ,47, ,66, ,56.7, ,5.1, ,121.6, ,70.7, 
78,7/4/2022,185,0.24, ,0, ,726, ,15.6, ,81.6, ,56.7, ,68.5, ,92, ,44, ,66, ,56.5, ,4.4, ,106.3, ,70.7, 
78,7/5/2022,186,0.24, ,0.04, ,719, ,16.7, ,83.2, ,58.3, ,69.5, ,92, ,46, ,68, ,58.4, ,4.3, ,103.9, ,70.9, 
78,7/6/2022,187,0.25, ,0, ,743, ,17.4, ,84.0, ,62.0, ,71.0, ,90, ,46, ,67, ,59.5, ,4.7, ,111.6, ,71.2, 
78,7/7/2022,188,0.27, ,0.04, ,749,R,17.0, ,88.5, ,58.0, ,72.1, ,92, ,39, ,63, ,58.8, ,4.7, ,111.7, ,71.7, 
78,7/8/2022,189,0.26, ,0.00, ,746,R,17.3, ,87.5, ,59.9, ,71.9, ,93, ,38, ,65, ,59.4, ,4.8, ,114.0, ,71.7, 
78,7/9/2022,190,0.28, ,0.01, ,759,R,15.2, ,90.2, ,57.8, ,74.1, ,93, ,25, ,53, ,55.9, ,3.8, ,91.6, ,71.9, 
78,7/10/2022,191,0.28, ,0.00, ,741,R,15.4, ,90.6, ,57.3, ,75.1, ,90, ,33, ,52, ,56.2, ,3.9, ,94.5, ,71.7, 
78,7/11/2022,192,0.26, ,0, ,735, ,17.2, ,88.2, ,60.4, ,72.3, ,91, ,41, ,64, ,59.2, ,4.9, ,118.0, ,71.9, 
78,7/12/2022,193,0.24, ,0.03, ,708, ,16.7, ,83.6, ,59.3, ,69.1, ,91, ,44, ,69, ,58.3, ,5.0, ,121.1, ,72.1, 
78,7/13/2022,194,0.25, ,0, ,714, ,16.7, ,86.3, ,59.8, ,71.0, ,92, ,40, ,65, ,58.4, ,4.7, ,112.2, ,71.6, 
78,7/14/2022,195,0.25, ,0.02, ,696, ,17.6, ,83.9, ,61.7, ,71.9, ,86, ,49, ,66, ,59.8, ,5.1, ,122.3, ,71.9, 
78,7/15/2022,196,0.26, ,0, ,695, ,19.0, ,91.0, ,64.0, ,75.5, ,84, ,43, ,63, ,62.1, ,5.0, ,119.0, ,72.2, 
78,7/16/2022,197,0.27, ,0.04, ,696, ,19.3, ,92.4, ,64.7, ,76.8, ,85, ,42, ,61, ,62.5, ,4.7, ,113.0, ,72.8, 
78,7/17/2022,198,0.24, ,0, ,629, ,18.9, ,92.0, ,65.2, ,75.6, ,88, ,33, ,62, ,61.8, ,4.8, ,115.3, ,73.0, 
78,7/18/2022,199,0.28, ,0.02, ,690, ,18.0, ,91.8, ,67.7, ,78.4, ,80, ,32, ,54, ,60.5, ,5.1, ,121.5, ,73.2, 
78,7/19/2022,200,0.28, ,0.04, ,698, ,14.7, ,93.1, ,64.3, ,77.9, ,82, ,21, ,45, ,54.8, ,4.1, ,99.0, ,73.3, 
78,7/20/2022,201,0.26, ,0.00, ,671, ,14.7, ,92.0, ,65.1, ,76.7, ,84, ,27, ,47, ,55.0, ,4.3, ,104.3, ,72.8, 
78,7/21/2022,202,0.26, ,0.03, ,661, ,14.3, ,89.8, ,62.2, ,75.0, ,84, ,28, ,48, ,54.2, ,4.3, ,102.0, ,72.6, 
78,7/22/2022,203,0.24, ,0, ,682, ,18.2, ,89.5, ,62.0, ,73.4, ,91, ,39, ,65, ,60.8, ,4.8, ,116.3, ,72.3, 
78,7/23/2022,204,0.23, ,0.01, ,649, ,19.1, ,88.2, ,64.3, ,72.6, ,88, ,44, ,70, ,62.2, ,5.0, ,119.6, ,72.8, 
78,7/24/2022,205,0.23, ,0, ,670, ,19.7, ,87.0, ,64.5, ,72.6, ,89, ,49, ,72, ,63.0, ,5.1,Y,122.6,Y,72.9, 
78,7/25/2022,206,0.24, ,0, ,677, ,19.6, ,87.7, ,64.8, ,73.4, ,88, ,46, ,70, ,62.9, ,4.9, ,118.8, ,73.2, 
78,7/26/2022,207,0.25, ,0.05, ,690, ,18.4, ,87.3, ,63.4, ,73.4, ,89, ,41, ,66, ,61.2, ,4.6, ,110.4, ,73.5, 
78,7/27/2022,208,0.24, ,0.03, ,652, ,17.0, ,89.3, ,62.0, ,73.3, ,87, ,32, ,60, ,58.8, ,4.0, ,95.8, ,73.0, 
78,7/28/2022,209,0.21, ,0.04, ,555, ,16.0, ,87.1, ,62.1, ,73.4, ,86, ,31, ,57, ,57.3, ,4.0, ,97.1, ,72.8, 
78,7/29/2022,210,0.24, ,0, ,639, ,17.6, ,89.8, ,63.8, ,73.7, ,87, ,39, ,62, ,59.9, ,4.9, ,117.5, ,72.5, 
78,7/30/2022,211,0.19, ,0.00, ,489, ,17.9, ,89.5, ,65.3, ,74.3, ,83, ,40, ,62, ,60.4, ,4.5, ,107.2, ,72.7, 
78,7/31/2022,212,0.21, ,0, ,510, ,16.6, ,90.5, ,67.7, ,77.6, ,79, ,27, ,51, ,58.3, ,4.3, ,104.3, ,72.7, 
