247,7/1/2022,182,0.27, ,0, ,744, ,16.0, ,81.5, ,56.2, ,67.3, ,100, ,38, ,70, ,57.1, ,8.8, ,211.7, ,70.6, 
247,7/2/2022,183,0.25, ,0, ,731, ,15.2, ,75.4, ,49.1,Y,63.2, ,100, ,51, ,77, ,55.8, ,7.3, ,175.0, ,70.1, 
247,7/3/2022,184,0.21, ,0, ,607, ,15.2, ,72.5, ,54.2, ,62.7, ,99, ,53, ,78, ,55.8, ,11.5, ,277.1, ,69.5, 
247,7/4/2022,185,0.24, ,0, ,687, ,20.4,R,81.8, ,60.1, ,69.7, ,99, ,63, ,--,R,--,I,11.1, ,267.6, ,69.5, 
247,7/5/2022,186,0.24, ,0, ,659, ,22.3,R,79.8, ,64.6, ,71.6, ,100, ,66, ,--,R,--,I,10.7, ,256.6, ,70.6, 
247,7/6/2022,187,0.26, ,0, ,711, ,18.6,Y,77.3, ,62.5, ,68.7, ,93, ,62, ,77,Y,61.4,Y,12.2, ,291.6, ,70.6, 
247,7/7/2022,188,0.26, ,0, ,714, ,18.7,Y,81.3, ,59.9, ,69.6, ,100, ,47, ,76,Y,61.5,Y,9.9, ,237.1, ,70.4, 
247,7/8/2022,189,0.29, ,0, ,716, ,18.6,Y,87.9, ,60.0, ,74.3, ,97, ,46, ,64,Y,61.4,Y,8.9, ,214.0, ,70.6, 
247,7/9/2022,190,0.28, ,0, ,710, ,20.3,R,89.9, ,64.1, ,73.8, ,93, ,50, ,--,R,--,I,10.8, ,259.7, ,70.8, 
247,7/10/2022,191,0.28, ,0, ,713, ,20.0,R,95.5, ,61.4, ,77.5, ,99, ,28, ,--,R,--,I,7.2, ,172.8, ,71.5, 
247,7/11/2022,192,0.31, ,0, ,700, ,21.5,R,93.9, ,62.8, ,79.3, ,95, ,39, ,--,R,--,I,9.0, ,215.1, ,72.3, 
247,7/12/2022,193,0.28, ,0, ,694, ,21.6,R,98.3, ,61.8, ,72.7, ,100, ,46, ,--,R,--,I,14.8, ,354.3, ,72.0, 
247,7/13/2022,194,0.27, ,0, ,713, ,21.8,R,89.0, ,62.8, ,72.6, ,100, ,53, ,--,R,--,I,12.7, ,303.7, ,71.4, 
247,7/14/2022,195,0.28, ,0, ,704, ,21.2,R,91.3, ,63.0, ,75.3, ,100, ,37, ,--,R,--,I,8.9, ,213.3, ,71.5, 
247,7/15/2022,196,0.29, ,0, ,715, ,22.5,R,97.8, ,62.3, ,77.2, ,98, ,48, ,--,R,--,I,9.6, ,230.5, ,71.6, 
247,7/16/2022,197,0.29, ,0, ,699, ,21.6,R,94.4, ,63.1, ,79.1, ,100, ,32, ,--,R,--,I,9.5, ,227.2, ,71.9, 
247,7/17/2022,198,0.30, ,0, ,691, ,27.4,R,112.6,R,68.0, ,83.6, ,100, ,43, ,--,R,--,I,9.8, ,235.7, ,72.3, 
247,7/18/2022,199,0.31, ,0, ,687, ,21.5,R,99.7, ,69.3,Y,81.2, ,88, ,31, ,--,R,--,I,9.9, ,238.5, ,72.5, 
247,7/19/2022,200,0.29, ,0, ,704, ,22.1,R,95.9, ,66.1, ,77.9, ,99, ,37, ,--,R,--,I,10.6, ,254.8, ,72.4, 
247,7/20/2022,201,0.29, ,0, ,711, ,22.6,R,108.3,Y,50.2,Y,76.9, ,100, ,38, ,--,R,--,I,11.5, ,277.0, ,72.0, 
247,7/21/2022,202,0.30, ,0, ,718, ,22.0,R,101.5, ,64.7, ,78.3, ,100, ,42, ,--,R,--,I,11.1, ,265.7, ,71.8, 
247,7/22/2022,203,0.31, ,0, ,708, ,18.5,Y,95.3, ,65.6, ,77.4, ,89, ,32, ,58,Y,61.3,Y,11.2, ,269.0, ,71.6, 
247,7/23/2022,204,0.28, ,0, ,721,R,18.7,R,89.9, ,60.8, ,74.2, ,99, ,39, ,--,R,--,I,9.9, ,238.7, ,71.5, 
247,7/24/2022,205,0.27, ,0, ,704, ,22.3,R,92.1, ,61.3, ,73.8, ,100, ,52, ,--,R,--,I,12.6, ,301.3, ,71.5, 
247,7/25/2022,206,0.26, ,0, ,679, ,20.9,R,87.5, ,59.8, ,71.2, ,100, ,55, ,--,R,--,I,15.0, ,359.7, ,71.0, 
247,7/26/2022,207,0.27, ,0, ,656, ,21.7,R,90.0, ,64.6, ,73.1, ,100, ,49, ,--,R,--,I,14.9, ,358.1, ,70.8, 
247,7/27/2022,208,0.27, ,0, ,676, ,21.6,R,90.0, ,63.7, ,73.8, ,100, ,45, ,--,R,--,I,12.9, ,308.8, ,70.8, 
247,7/28/2022,209,0.19, ,0, ,479, ,21.4,R,90.9, ,62.5, ,72.6, ,97, ,56, ,--,R,--,I,11.3, ,270.8, ,70.6, 
247,7/29/2022,210,0.25, ,0, ,655, ,21.9,R,89.4, ,62.6, ,72.7, ,100, ,52, ,--,R,--,I,10.8, ,258.8, ,70.7, 
247,7/30/2022,211,0.24, ,0, ,642, ,21.6,R,83.6, ,63.6, ,71.2, ,100, ,60, ,--,R,--,I,11.3, ,271.8, ,70.8, 
247,7/31/2022,212,0.17, ,0, ,452, ,21.1,R,80.4, ,63.1, ,70.8, ,100, ,63, ,--,R,--,I,10.9, ,262.4, ,70.7, 
