88,7/1/2022,182,0.32, ,0, ,733, ,5.3, ,96.3, ,55.4, ,75.5, ,35, ,10, ,17, ,28.4, ,5.3, ,126.2, ,88.4, 
88,7/2/2022,183,0.31, ,0, ,747, ,6.0, ,92.8, ,53.4, ,72.6, ,49, ,8, ,22, ,31.6, ,5.4, ,130.6, ,88.1, 
88,7/3/2022,184,0.29, ,0, ,738, ,7.3, ,85.6, ,49.4, ,67.2, ,51, ,19, ,32, ,36.3, ,5.5, ,132.1, ,86.5, 
88,7/4/2022,185,0.28, ,0, ,728, ,8.6, ,84.3, ,53.1, ,68.9, ,63, ,18, ,36, ,40.6, ,5.6, ,133.5, ,85.7, 
88,7/5/2022,186,0.28, ,0, ,711, ,12.2, ,88.4, ,53.3, ,70.0, ,72, ,28, ,49, ,49.8, ,5.9, ,141.1, ,86.2, 
88,7/6/2022,187,0.27, ,0, ,714, ,12.8, ,88.8, ,53.3, ,70.3, ,79, ,29, ,51, ,51.2, ,4.8, ,115.8, ,86.8, 
88,7/7/2022,188,0.28, ,0, ,717, ,11.5, ,90.4, ,54.0, ,72.9, ,72, ,25, ,42, ,48.3, ,5.0, ,119.9, ,87.1, 
88,7/8/2022,189,0.30, ,0, ,719, ,10.1, ,95.6, ,58.4, ,76.2, ,65, ,16, ,33, ,44.7, ,5.2, ,124.0, ,87.8, 
88,7/9/2022,190,0.31, ,0, ,727, ,9.5, ,92.8, ,56.8, ,76.1, ,52, ,17, ,31, ,43.2, ,5.6, ,134.4, ,88.0, 
88,7/10/2022,191,0.30, ,0, ,730, ,9.3, ,95.1, ,56.2, ,77.5, ,68, ,13, ,29, ,42.7, ,5.1, ,123.5, ,88.5, 
88,7/11/2022,192,0.32, ,0, ,720, ,8.8, ,100.9, ,58.6, ,79.6, ,51, ,11, ,26, ,41.3, ,5.7, ,138.0, ,89.1, 
88,7/12/2022,193,0.31, ,0, ,712, ,9.5, ,98.5, ,60.2, ,78.4, ,48, ,14, ,29, ,43.1, ,5.2, ,125.8, ,89.9, 
88,7/13/2022,194,0.31, ,0, ,725, ,8.4, ,97.8, ,54.2, ,77.7, ,56, ,14, ,26, ,40.2, ,4.6, ,110.8, ,89.6, 
88,7/14/2022,195,0.31, ,0, ,678, ,10.6, ,100.2, ,61.8, ,81.8, ,53, ,16, ,29, ,46.2, ,4.8, ,115.9, ,90.4, 
88,7/15/2022,196,0.33, ,0, ,698, ,10.8, ,101.8, ,67.0, ,84.8, ,53, ,13, ,26, ,46.5, ,5.7, ,135.6, ,91.9, 
88,7/16/2022,197,0.34, ,0, ,695, ,9.2, ,105.6, ,64.3, ,86.1, ,47, ,12, ,22, ,42.3, ,5.4, ,130.1, ,92.6, 
88,7/17/2022,198,0.32, ,0, ,651, ,9.3, ,106.4, ,67.8, ,86.6,Y,41, ,11, ,21,Y,42.6,Y,5.3, ,127.1, ,93.4, 
88,7/18/2022,199,0.29, ,0.01, ,590, ,9.9, ,100.0, ,67.6, ,83.0, ,38, ,16, ,26, ,44.4, ,4.7, ,112.1, ,92.4, 
88,7/19/2022,200,0.33, ,0, ,702, ,8.5, ,101.2, ,63.3, ,83.1, ,44, ,13, ,22, ,40.4, ,5.1, ,122.9, ,92.5, 
88,7/20/2022,201,0.32, ,0, ,712, ,7.7, ,102.0, ,63.5, ,83.0, ,43, ,10, ,20, ,37.8, ,5.8, ,138.6, ,92.9, 
88,7/21/2022,202,0.33, ,0, ,710, ,7.2, ,101.9, ,62.9, ,83.4, ,43, ,9, ,18, ,36.0, ,5.6, ,135.4, ,92.9, 
88,7/22/2022,203,0.33, ,0, ,719, ,5.2,Y,99.4, ,61.3, ,83.1, ,38, ,6, ,14,Y,28.2,Y,5.9, ,140.7, ,92.5, 
88,7/23/2022,204,0.32, ,0, ,718, ,4.5,Y,101.9, ,62.9, ,82.2, ,27, ,5, ,12,Y,24.5,Y,5.3, ,126.9, ,92.3, 
88,7/24/2022,205,0.32, ,0, ,721, ,5.0,Y,102.2, ,57.6, ,79.6, ,30, ,5, ,15,Y,27.3,Y,5.2, ,125.3, ,91.9, 
88,7/25/2022,206,0.31, ,0, ,709, ,7.2, ,100.4, ,55.4, ,78.6, ,41, ,11, ,22, ,36.1, ,4.7, ,113.3, ,91.3, 
88,7/26/2022,207,0.31, ,0, ,706, ,7.8, ,100.1, ,57.1, ,78.6, ,43, ,11, ,23, ,38.2, ,4.8, ,115.4, ,91.4, 
88,7/27/2022,208,0.31, ,0, ,689, ,8.4, ,98.0, ,61.1, ,80.1, ,42, ,12, ,24, ,40.1, ,4.8, ,115.6, ,91.4, 
88,7/28/2022,209,0.30, ,0, ,599, ,8.4, ,100.0, ,66.0, ,82.6, ,41, ,11, ,22, ,40.2, ,4.8, ,114.9, ,91.9, 
88,7/29/2022,210,0.32, ,0, ,658, ,7.2, ,103.5, ,64.5, ,82.1, ,36, ,8, ,19, ,36.2, ,5.0, ,119.7, ,92.1, 
88,7/30/2022,211,0.30, ,0, ,627, ,9.8, ,101.7, ,67.1, ,82.0, ,42, ,13, ,26, ,43.9, ,4.5, ,108.9, ,92.2, 
88,7/31/2022,212,0.24, ,0, ,477, ,12.2, ,99.6, ,70.3,Y,82.3, ,47, ,18, ,32, ,49.9, ,4.5, ,107.1, ,--,S
