64,7/1/2022,182,0.23, ,0, ,702, ,13.8, ,84.6, ,52.3, ,63.5, ,100, ,36, ,69, ,53.1, ,3.0,Y,72.5,Y,80.1, 
64,7/2/2022,183,0.21, ,0, ,677, ,13.8, ,76.8, ,53.9, ,62.1, ,94, ,44, ,72, ,53.1, ,3.2,Y,76.8,Y,80.0, 
64,7/3/2022,184,0.22, ,0, ,711, ,13.1, ,75.5, ,54.6, ,62.3, ,92, ,45, ,69, ,51.8, ,3.4, ,82.0, ,79.7, 
64,7/4/2022,185,0.24, ,0, ,723, ,14.4, ,83.4, ,54.2, ,65.8, ,91, ,37, ,66, ,54.3, ,3.4, ,82.5, ,79.6, 
64,7/5/2022,186,0.24, ,0, ,719, ,17.1, ,83.3, ,58.1, ,69.4, ,98, ,49, ,70, ,59.0, ,3.2,Y,76.1,Y,79.6, 
64,7/6/2022,187,0.19, ,0, ,597, ,16.3, ,81.7, ,58.3, ,66.1, ,99, ,46, ,74, ,57.8, ,3.0,Y,71.6,Y,79.9, 
64,7/7/2022,188,0.23, ,0, ,693, ,15.9, ,86.2, ,53.7, ,66.8, ,98, ,40, ,71, ,57.0, ,3.1,Y,73.8,Y,79.9, 
64,7/8/2022,189,0.25, ,0, ,725, ,15.6, ,90.3, ,53.5, ,67.9, ,100, ,1, ,67, ,56.5, ,3.2,Y,76.1,Y,80.1, 
64,7/9/2022,190,0.24, ,0, ,692, ,14.4, ,87.2, ,55.1, ,66.4, ,100, ,1, ,65, ,54.3, ,3.2,Y,75.7,Y,80.3, 
64,7/10/2022,191,0.24, ,0, ,712, ,15.5, ,84.6, ,54.3, ,65.6, ,100, ,42, ,72, ,56.4, ,3.1,Y,74.7,Y,80.4, 
64,7/11/2022,192,0.24, ,0, ,700, ,15.9, ,92.0, ,54.8, ,68.2, ,100, ,35, ,67, ,57.0, ,3.1,Y,73.8,Y,80.4, 
64,7/12/2022,193,0.24, ,0, ,707, ,15.8, ,86.5, ,54.0, ,66.7, ,100, ,39, ,70, ,56.8, ,3.0,Y,71.6,Y,80.6, 
64,7/13/2022,194,0.23, ,0, ,692, ,15.8, ,86.3, ,56.7, ,67.0, ,100, ,38, ,70, ,56.9, ,2.9,Y,68.5,Y,80.8, 
64,7/14/2022,195,0.23, ,0, ,672, ,15.8, ,88.6, ,56.0, ,68.1, ,100, ,37, ,68, ,56.9, ,3.0, ,71.9, ,80.9, 
64,7/15/2022,196,0.25, ,0, ,709, ,15.1, ,92.0, ,54.2, ,69.7, ,100, ,32, ,61, ,55.6, ,3.0, ,71.4, ,81.0, 
64,7/16/2022,197,0.26, ,0, ,694, ,15.3, ,99.0,Y,55.0, ,72.2, ,100, ,25, ,57, ,56.0, ,2.9, ,70.1, ,81.1, 
64,7/17/2022,198,0.26, ,0, ,696, ,15.1, ,100.5,Y,54.6, ,74.1, ,98, ,23, ,53, ,55.7, ,2.8,Y,67.8,Y,81.5, 
64,7/18/2022,199,0.17, ,0.00, ,458, ,15.2, ,98.5, ,57.7, ,73.1, ,88, ,20, ,55, ,55.9, ,2.4,Y,57.5,Y,81.8, 
64,7/19/2022,200,0.27, ,0, ,713, ,14.9, ,98.6,Y,55.9, ,74.9,Y,94, ,26, ,50,Y,55.3,Y,2.9, ,68.7, ,81.7, 
64,7/20/2022,201,0.25, ,0, ,699, ,14.9, ,94.4, ,53.9, ,70.6, ,100, ,30, ,58, ,55.2, ,3.1, ,74.9, ,82.0,Y
64,7/21/2022,202,0.25, ,0, ,713, ,14.7, ,91.5, ,54.2, ,67.6, ,100, ,32, ,64, ,54.9, ,3.0, ,72.1, ,82.1,Y
64,7/22/2022,203,0.24, ,0, ,698, ,14.5, ,87.6, ,52.7, ,65.5, ,100, ,35, ,67, ,54.5, ,3.0, ,72.3, ,82.1,Y
64,7/23/2022,204,0.23, ,0, ,692, ,14.1, ,83.4, ,50.5, ,63.4, ,100, ,39, ,71, ,53.8, ,3.0, ,71.5, ,81.9,Y
64,7/24/2022,205,0.22, ,0, ,673, ,14.4, ,85.9, ,53.1, ,64.8, ,97, ,37, ,69, ,54.4, ,2.9, ,69.5, ,81.6, 
64,7/25/2022,206,0.23, ,0, ,700, ,14.9, ,86.3, ,52.8, ,65.7, ,98, ,40, ,69, ,55.3, ,3.0, ,71.1, ,81.5, 
64,7/26/2022,207,0.23, ,0, ,696, ,15.1, ,87.8, ,51.3, ,65.7, ,100, ,40, ,70, ,55.7, ,2.9, ,69.0, ,81.5, 
64,7/27/2022,208,0.22, ,0, ,666, ,14.9, ,86.8, ,53.4, ,65.4, ,100, ,35, ,70, ,55.3, ,2.9, ,69.0, ,81.6, 
64,7/28/2022,209,0.23, ,0, ,657, ,15.6, ,88.2, ,53.6, ,66.8, ,100, ,37, ,69, ,56.5, ,2.9, ,69.4, ,81.5, 
64,7/29/2022,210,0.24, ,0, ,662, ,15.4, ,93.2, ,56.4, ,69.6, ,100, ,25, ,62, ,56.2, ,3.0, ,70.9, ,81.5, 
64,7/30/2022,211,0.24, ,0, ,638, ,16.2, ,94.1, ,56.8, ,71.6, ,100, ,31, ,61, ,57.5, ,2.8,Y,68.3,Y,81.7, 
64,7/31/2022,212,0.23, ,0, ,600, ,16.6, ,99.7,Y,62.5,Y,76.3,Y,85,H,26,H,53,Y,58.2,Y,2.7,Y,65.7,Y,82.0, 
