151,7/1/2022,182,0.34, ,0, ,621, ,20.4, ,116.9,Y,77.5, ,94.8,Y,56, ,26, ,36,Y,64.0,Y,6.9, ,166.4, ,87.9, 
151,7/2/2022,183,0.35, ,0, ,629, ,17.8, ,114.1,Y,73.0, ,93.3, ,46, ,26, ,33, ,60.2, ,6.9, ,166.7, ,88.0, 
151,7/3/2022,184,0.34, ,0, ,636, ,16.8, ,113.9,Y,68.9, ,91.9, ,50, ,24, ,33, ,58.6, ,5.9, ,141.7, ,88.4, 
151,7/4/2022,185,0.32, ,0, ,637, ,15.5, ,101.4, ,66.0, ,85.8, ,59, ,24, ,37, ,56.3, ,6.0, ,145.0, ,82.0, 
151,7/5/2022,186,0.31, ,0, ,624, ,17.5, ,103.9, ,69.0, ,86.7, ,77, ,24, ,40, ,59.8, ,5.6, ,134.8, ,81.9, 
151,7/6/2022,187,0.28, ,0, ,629, ,17.5, ,101.1, ,63.6, ,86.3, ,71, ,27, ,41, ,59.8, ,4.0, ,94.8, ,82.0, 
151,7/7/2022,188,0.30,R,0, ,627, ,18.4, ,116.8,Y,69.4, ,89.9, ,68, ,22, ,38, ,61.2, ,4.0, ,95.2, ,82.5, 
151,7/8/2022,189,0.27,R,0, ,621, ,19.9, ,114.5,Y,69.6, ,91.5, ,71, ,19, ,40, ,63.4, ,2.2, ,53.9, ,83.5, 
151,7/9/2022,190,0.29, ,0, ,610, ,18.4, ,113.7,Y,74.9, ,94.4, ,57, ,15, ,33, ,61.1, ,3.2, ,76.4, ,84.7, 
151,7/10/2022,191,0.27,R,0, ,587, ,24.5, ,--,S,73.9, ,95.4, ,63, ,27, ,43, ,69.4, ,2.6, ,61.8, ,86.4, 
151,7/11/2022,192,0.27,R,0, ,592, ,26.3, ,117.6,Y,77.8, ,95.4, ,73, ,30, ,46, ,71.5, ,3.1, ,73.3, ,84.3, 
151,7/12/2022,193,0.31, ,0, ,596, ,23.6, ,110.5, ,82.5, ,96.2, ,57, ,30, ,40, ,68.2, ,5.7, ,137.2, ,85.2, 
151,7/13/2022,194,0.27,R,0, ,573, ,25.2, ,107.4, ,76.4, ,94.4, ,68, ,32, ,46, ,70.2, ,3.8, ,91.6, ,85.6, 
151,7/14/2022,195,0.22, ,0, ,478, ,26.0, ,105.4, ,82.8, ,94.3, ,63, ,36, ,47, ,71.0, ,3.6, ,86.0, ,86.4, 
151,7/15/2022,196,0.23,R,0, ,577, ,30.2, ,109.4, ,82.3, ,96.7, ,74, ,33, ,51, ,75.5, ,1.3,Y,32.3,Y,88.3, 
151,7/16/2022,197,0.32, ,0, ,596, ,26.3, ,114.0,Y,84.6, ,98.3,Y,66, ,25, ,42,Y,71.5,Y,6.0, ,143.9, ,88.0, 
151,7/17/2022,198,0.34,R,0, ,596, ,27.6, ,--,S,80.9, ,99.1,Y,74, ,28, ,43,Y,72.9,Y,7.1, ,171.1, ,87.4, 
151,7/18/2022,199,0.28,R,0, ,542, ,31.0, ,--,S,80.3, ,99.7,Y,72,H,29,H,48,Y,76.3,Y,4.9, ,117.1, ,87.6, 
151,7/19/2022,200,0.33,R,0, ,574, ,25.9, ,--,S,84.6, ,99.8,Y,71,H,21,H,40,Y,71.0,Y,6.9, ,166.3, ,88.5, 
151,7/20/2022,201,0.34, ,0, ,575, ,24.1, ,116.9,Y,88.3,Y,100.3,Y,51, ,22, ,37,Y,68.9,Y,8.0, ,192.2, ,89.8,Y
151,7/21/2022,202,0.25, ,0, ,436, ,25.8, ,119.3,R,82.7, ,98.0,Y,59, ,24, ,42,Y,70.9,Y,6.7, ,161.0, ,89.3,Y
151,7/22/2022,203,0.32,H,0, ,537, ,20.6, ,--,S,80.1, ,99.5,Y,54,H,15,H,32,Y,64.3,Y,6.1, ,145.4, ,89.9,Y
151,7/23/2022,204,0.26, ,0, ,493, ,22.2, ,108.7, ,86.8,Y,96.9, ,51, ,21, ,37, ,66.5, ,4.9, ,118.1, ,91.0,Y
151,7/24/2022,205,0.22, ,0, ,379, ,26.5, ,109.2, ,82.3, ,93.9, ,76, ,33, ,49, ,71.7, ,7.7, ,185.1, ,90.4,Y
151,7/25/2022,206,0.26,R,0, ,535, ,29.2, ,112.4, ,80.0, ,94.9, ,81, ,36, ,52, ,74.5, ,4.2, ,99.8, ,91.0,Y
151,7/26/2022,207,0.22, ,0, ,465, ,27.3, ,111.5, ,84.5, ,95.0, ,70, ,33, ,48, ,72.5, ,3.7, ,87.7, ,91.4,Y
151,7/27/2022,208,0.19, ,0, ,390, ,26.3, ,99.3, ,85.0,Y,91.7, ,64, ,39, ,52, ,71.5, ,4.5, ,109.1, ,87.6, 
151,7/28/2022,209,0.22,R,0, ,465, ,24.3, ,102.3, ,82.2, ,90.8, ,70, ,33, ,49, ,69.2, ,3.8, ,91.0, ,87.9, 
151,7/29/2022,210,0.15,R,0, ,382, ,27.4, ,98.3, ,80.2, ,88.6, ,79, ,38, ,60, ,72.7, ,2.5, ,58.9, ,86.6, 
151,7/30/2022,211,0.18, ,0, ,437, ,27.5, ,101.2, ,81.9, ,88.5, ,75, ,39, ,60, ,72.8, ,3.6, ,86.5, ,87.2, 
151,7/31/2022,212,0.26,R,0, ,560, ,26.9, ,102.4, ,80.9, ,91.3, ,83, ,28, ,54, ,72.1, ,4.3, ,102.4, ,87.6, 
