163,7/1/2022,182,0.22, ,0.05, ,623, ,10.3, ,85.1, ,46.3, ,64.2, ,90, ,24, ,50, ,45.2, ,2.9, ,70.0, ,--,S
163,7/2/2022,183,0.21, ,0.05, ,642, ,11.0, ,79.2, ,45.4, ,61.0, ,96, ,31, ,60, ,47.0, ,2.8, ,66.8, ,--,S
163,7/3/2022,184,0.21, ,0, ,631, ,11.0, ,76.6, ,46.5, ,60.6, ,91, ,39, ,61, ,47.0, ,2.9, ,69.6, ,--,S
163,7/4/2022,185,0.21, ,0.02, ,606, ,12.0, ,81.6, ,46.7, ,63.4, ,90, ,30, ,60, ,49.4, ,3.1, ,75.0, ,--,S
163,7/5/2022,186,0.21, ,0.03, ,607, ,15.3, ,81.1, ,52.7, ,65.8, ,96, ,48, ,71, ,56.1, ,3.0, ,71.9, ,--,S
163,7/6/2022,187,0.21, ,0.02, ,637, ,14.9, ,75.9, ,55.6, ,63.6, ,94, ,52, ,74, ,55.2, ,3.0, ,72.7, ,--,S
163,7/7/2022,188,0.22, ,0.01, ,615, ,13.7, ,87.1, ,51.2, ,66.9, ,95, ,35, ,61, ,53.0, ,3.1, ,73.5, ,--,S
163,7/8/2022,189,0.23, ,0.03, ,625, ,13.3, ,87.8, ,52.1, ,69.0, ,88, ,31, ,55, ,52.2, ,2.7, ,65.0, ,--,S
163,7/9/2022,190,0.24, ,0.02, ,620, ,12.7, ,90.5, ,51.3, ,70.9, ,90, ,27, ,49, ,50.9, ,3.0, ,73.1, ,--,S
163,7/10/2022,191,0.24, ,0.03, ,622, ,12.4, ,93.8, ,54.7, ,73.0, ,83, ,24, ,45, ,50.3, ,2.8, ,66.3, ,--,S
163,7/11/2022,192,0.25, ,0, ,622, ,11.3, ,95.7, ,51.8, ,72.7, ,74, ,18, ,41, ,47.9, ,2.8, ,66.4, ,--,S
163,7/12/2022,193,0.22, ,0.02, ,615, ,13.2, ,81.7, ,54.1, ,67.1, ,87, ,37, ,58, ,51.9, ,3.2, ,77.4, ,--,S
163,7/13/2022,194,0.22, ,0.01, ,621, ,12.8, ,84.1, ,48.4, ,65.6, ,96, ,33, ,60, ,51.2, ,2.8, ,67.0, ,--,S
163,7/14/2022,195,0.24, ,0.01, ,592, ,12.8, ,96.3, ,51.0, ,73.1, ,89, ,24, ,46, ,51.2, ,2.7, ,64.6, ,--,S
163,7/15/2022,196,0.24, ,0.04, ,587, ,12.1, ,97.6, ,59.2, ,75.7, ,66, ,19, ,40, ,49.5, ,2.8, ,68.0, ,--,S
163,7/16/2022,197,0.24, ,0.02, ,589, ,12.8, ,99.1, ,57.0, ,77.1, ,79, ,21, ,40, ,51.0, ,2.6, ,62.5, ,--,S
163,7/17/2022,198,0.24, ,0.02, ,568, ,12.3, ,96.2, ,58.6, ,76.8, ,71, ,20, ,39, ,49.9, ,2.7, ,63.9, ,--,S
163,7/18/2022,199,0.11, ,0.00, ,271, ,12.9, ,87.9, ,59.3, ,73.5, ,74, ,24, ,46, ,51.3, ,2.3, ,54.1, ,--,S
163,7/19/2022,200,0.24, ,0.03, ,578, ,10.3, ,96.2, ,54.4, ,74.3, ,77, ,12, ,36, ,45.3, ,2.6, ,61.7, ,--,S
163,7/20/2022,201,0.24, ,0.02, ,572, ,9.4, ,94.9, ,54.2, ,74.7, ,65, ,13, ,32, ,43.0, ,2.7, ,64.5, ,--,S
163,7/21/2022,202,0.25, ,0.02, ,588, ,9.3, ,99.5, ,53.5, ,77.3, ,74, ,12, ,29, ,42.7, ,2.7, ,63.9, ,--,S
163,7/22/2022,203,0.26, ,0.02, ,588, ,8.1,Y,101.8, ,54.1, ,77.9, ,73, ,7, ,25,Y,39.0,Y,3.3, ,79.8, ,--,S
163,7/23/2022,204,0.24, ,0.02, ,586, ,8.8,Y,95.3, ,53.5, ,71.6, ,73, ,12, ,33,Y,41.1,Y,2.9, ,69.0, ,--,S
163,7/24/2022,205,0.21, ,0.02, ,588, ,11.4, ,84.6, ,47.5, ,64.5, ,92, ,24, ,55, ,48.0, ,2.8, ,67.4, ,--,S
163,7/25/2022,206,0.21, ,0.04, ,579, ,12.7, ,85.8, ,47.5, ,64.9, ,94, ,32, ,61, ,50.9, ,2.9, ,69.1, ,--,S
163,7/26/2022,207,0.21, ,0.03, ,585, ,12.6, ,85.5, ,48.4, ,65.0, ,94, ,27, ,60, ,50.7, ,2.8, ,66.3, ,--,S
163,7/27/2022,208,0.21, ,0.03, ,569, ,12.3, ,91.9, ,48.4, ,67.2, ,92, ,26, ,54, ,50.1, ,2.5, ,59.9, ,--,S
163,7/28/2022,209,0.21, ,0.02, ,512, ,11.1, ,95.0, ,54.1, ,72.9, ,81, ,14, ,40, ,47.4, ,2.6, ,62.7, ,--,S
163,7/29/2022,210,0.23, ,0.02, ,570, ,13.1, ,94.7, ,58.9, ,73.3, ,82, ,19, ,47, ,51.8, ,2.6, ,63.5, ,--,S
163,7/30/2022,211,0.17, ,0.01, ,444, ,13.0, ,86.6, ,60.8, ,72.1, ,77, ,26, ,48, ,51.5, ,2.6, ,63.5, ,--,S
163,7/31/2022,212,0.18, ,0.01, ,450, ,14.0, ,90.0, ,64.2,Y,74.7, ,69, ,28, ,48, ,53.5, ,2.6, ,62.9, ,--,S
