236,7/1/2022,182,0.28, ,0, ,766, ,9.6, ,84.4, ,36.1, ,62.9, ,86, ,26, ,49, ,43.6, ,4.3, ,102.4, ,64.2, 
236,7/2/2022,183,0.26, ,0, ,685, ,9.3, ,79.6, ,36.8, ,60.0, ,89, ,24, ,52, ,42.5, ,5.0, ,120.4, ,64.9, 
236,7/3/2022,184,0.18, ,0.03, ,530, ,9.5, ,71.7, ,35.7, ,55.9, ,96, ,36, ,62, ,43.1, ,4.0, ,95.0, ,64.1, 
236,7/4/2022,185,0.09, ,0.13, ,321, ,11.7, ,66.4, ,43.0, ,55.1, ,94, ,61, ,79, ,48.7, ,3.1, ,74.5, ,63.0, 
236,7/5/2022,186,0.19, ,0.00, ,514, ,11.3, ,71.0, ,42.1, ,58.5, ,96, ,47, ,68, ,47.9, ,5.5, ,131.1, ,62.5, 
236,7/6/2022,187,0.24, ,0, ,698, ,10.5, ,78.0, ,37.3, ,59.5, ,96, ,31, ,60, ,45.7, ,4.1, ,99.5, ,62.9, 
236,7/7/2022,188,0.26, ,0, ,739, ,10.4, ,79.7, ,35.8, ,60.8, ,98, ,28, ,57, ,45.6, ,4.0, ,94.8, ,64.3, 
236,7/8/2022,189,0.27, ,0, ,739, ,10.2, ,86.2, ,37.4, ,63.2, ,93, ,28, ,52, ,45.1, ,3.9, ,94.2, ,65.4, 
236,7/9/2022,190,0.27, ,0, ,707, ,10.9, ,85.5, ,38.5, ,64.2, ,90, ,28, ,53, ,46.9, ,4.6, ,110.1, ,66.1, 
236,7/10/2022,191,0.28, ,0, ,754, ,10.5, ,85.2, ,39.5, ,65.9, ,94, ,23, ,48, ,45.9, ,3.7, ,88.4, ,67.0, 
236,7/11/2022,192,0.29,R,0, ,740, ,10.2, ,96.0, ,39.1, ,69.7, ,85, ,20, ,41, ,45.0, ,3.2, ,77.8, ,68.0, 
236,7/12/2022,193,0.27, ,0, ,616, ,10.8, ,95.0, ,45.7, ,72.1, ,73, ,13, ,40, ,46.6, ,4.4, ,104.6, ,69.0, 
236,7/13/2022,194,0.30,R,0, ,733, ,11.7, ,90.2, ,50.5, ,71.5, ,84, ,18, ,45, ,48.8, ,4.5, ,108.7, ,70.4, 
236,7/14/2022,195,0.29,R,0, ,738, ,10.5, ,92.5, ,44.1, ,70.2, ,86, ,16, ,42, ,45.8, ,3.9, ,92.5, ,70.8, 
236,7/15/2022,196,0.29, ,0, ,732, ,10.7, ,92.6, ,42.8, ,69.4, ,89, ,17, ,44, ,46.4, ,4.2, ,100.0, ,71.4, 
236,7/16/2022,197,0.29, ,0, ,742, ,9.6, ,93.4, ,40.4, ,69.0, ,83, ,16, ,39, ,43.4, ,4.0, ,95.4, ,71.6, 
236,7/17/2022,198,0.31,R,0, ,742, ,9.7, ,91.5, ,41.5, ,68.3, ,87, ,10, ,41, ,43.8, ,5.6, ,133.9, ,71.9, 
236,7/18/2022,199,0.29,R,0, ,736, ,9.2, ,94.3, ,39.4, ,68.9, ,89, ,13, ,38, ,42.5, ,3.7, ,88.3, ,72.0, 
236,7/19/2022,200,0.29,R,0, ,745, ,8.1, ,92.5, ,41.8, ,69.7, ,76, ,13, ,33, ,39.1, ,3.8, ,91.2, ,72.2, 
236,7/20/2022,201,0.29,R,0, ,738, ,8.8, ,90.9, ,42.3, ,69.6, ,75, ,15, ,36, ,41.3, ,3.7, ,90.0, ,70.8, 
236,7/21/2022,202,0.31,R,0, ,737, ,8.2, ,91.5, ,40.8, ,69.2, ,70, ,13, ,34, ,39.3, ,5.3, ,127.7, ,70.3, 
236,7/22/2022,203,0.29,R,0, ,738, ,8.3, ,87.9, ,38.1, ,65.0, ,82, ,17, ,39, ,39.7, ,4.5, ,108.5, ,70.4, 
236,7/23/2022,204,0.29,R,0, ,729, ,8.0, ,89.9, ,36.6, ,65.7, ,79, ,19, ,37, ,38.6, ,4.2, ,101.5, ,70.6, 
236,7/24/2022,205,0.28,R,0, ,722, ,8.7, ,93.6, ,39.5, ,68.9, ,76, ,17, ,36, ,40.8, ,3.5, ,83.4, ,71.3, 
236,7/25/2022,206,0.27,R,0, ,667, ,9.0, ,100.3, ,43.5, ,72.9, ,70, ,14, ,33, ,41.9, ,3.2, ,77.7, ,72.3, 
236,7/26/2022,207,0.22,R,0, ,517, ,10.4, ,99.8, ,47.2, ,74.9, ,76, ,17, ,35, ,45.6, ,3.3, ,80.0, ,73.2, 
236,7/27/2022,208,0.21, ,0, ,459, ,12.2, ,98.3, ,53.9, ,74.7, ,80, ,16, ,42, ,49.8, ,3.9, ,93.2, ,73.5, 
236,7/28/2022,209,0.29, ,0, ,690, ,10.1, ,102.1,Y,48.2, ,76.1, ,78, ,14, ,33, ,44.7, ,3.7, ,89.0, ,74.0, 
236,7/29/2022,210,0.27,R,0, ,14, ,9.9, ,92.5, ,66.1,R,77.3,Y,71, ,13, ,31,Y,44.2,Y,3.1, ,73.8, ,77.8,Y
236,7/30/2022,211,0.21,R,0, ,434, ,11.3, ,100.1, ,55.9, ,76.1, ,67, ,19, ,37, ,47.9, ,4.1, ,99.5, ,75.8,Y
236,7/31/2022,212,0.18, ,0.02, ,406, ,13.4, ,97.5, ,51.3, ,73.9, ,81, ,23, ,47, ,52.4, ,4.0, ,95.5, ,74.4, 
