191,7/1/2022,182,0.26, ,0.01, ,774,R,12.5, ,78.2, ,51.1, ,62.6, ,94, ,37, ,64, ,50.4, ,5.0, ,120.7, ,71.2, 
191,7/2/2022,183,0.16, ,0.00, ,543, ,13.2, ,65.9,Y,53.8, ,58.2, ,91, ,66, ,79, ,51.9, ,5.5, ,131.3, ,70.6, 
191,7/3/2022,184,0.15, ,0.00, ,494, ,12.6, ,68.6,Y,53.6, ,58.7, ,90, ,54, ,75, ,50.7, ,5.2, ,123.8, ,69.9,Y
191,7/4/2022,185,0.23, ,0, ,641, ,15.6, ,78.2, ,53.2, ,66.9, ,87, ,52, ,69, ,56.5, ,4.9, ,116.9, ,70.0,Y
191,7/5/2022,186,0.24, ,0, ,683, ,17.2,Y,79.9, ,63.2,Y,69.7, ,90, ,54, ,70,Y,59.2,Y,4.9, ,117.6, ,71.6, 
191,7/6/2022,187,0.24, ,0, ,690, ,14.7, ,74.1, ,60.3, ,65.8, ,82, ,53, ,68, ,54.9, ,6.1, ,146.5, ,72.1, 
191,7/7/2022,188,0.25, ,0, ,719, ,13.9, ,78.8, ,57.6, ,66.3, ,89, ,37, ,63, ,53.3, ,4.7, ,112.8, ,71.6, 
191,7/8/2022,189,0.27, ,0.02,H,760,R,13.9, ,85.6, ,51.9, ,67.7, ,98, ,31, ,60, ,53.4, ,3.9, ,92.5, ,72.0, 
191,7/9/2022,190,0.26, ,0, ,752,R,14.6, ,81.9, ,53.2, ,67.3, ,97, ,37, ,64, ,54.8, ,4.2, ,101.3, ,72.3, 
191,7/10/2022,191,0.29, ,0.01, ,761,R,13.2, ,95.4, ,51.9, ,74.8, ,99, ,20, ,45, ,51.9, ,3.4, ,81.8, ,73.1, 
191,7/11/2022,192,0.30, ,0.02, ,757,R,12.7, ,94.9, ,56.1, ,77.4, ,88, ,19, ,39, ,50.9, ,3.7, ,88.3, ,74.2, 
191,7/12/2022,193,0.26, ,0, ,730, ,15.7, ,86.7, ,57.5, ,68.8, ,97, ,39, ,65, ,56.7, ,5.3, ,126.4, ,74.3, 
191,7/13/2022,194,0.27, ,0.02, ,748,R,15.1, ,86.3, ,56.4, ,68.7, ,94, ,40, ,63, ,55.7, ,4.8, ,115.3, ,73.9, 
191,7/14/2022,195,0.27, ,0.02, ,752,R,14.0, ,88.1, ,53.9, ,67.9, ,98, ,30, ,60, ,53.6, ,3.9, ,92.6, ,73.9, 
191,7/15/2022,196,0.26, ,0.00,H,755,R,13.2, ,87.7, ,50.6, ,67.9, ,98, ,25, ,57, ,52.0, ,3.5, ,85.0, ,73.1, 
191,7/16/2022,197,0.28, ,0.02, ,740,R,13.2, ,97.9, ,54.0, ,74.2, ,95, ,17, ,46, ,51.8, ,3.3, ,79.0, ,73.8, 
191,7/17/2022,198,0.28, ,0.00, ,728, ,12.8, ,95.8, ,57.5, ,75.7, ,90, ,14, ,42, ,51.1, ,3.4, ,81.7, ,74.7, 
191,7/18/2022,199,0.29, ,0, ,723, ,11.2, ,95.4, ,57.8, ,76.2, ,90, ,11, ,36, ,47.6, ,3.7, ,88.6, ,74.8, 
191,7/19/2022,200,0.28, ,0, ,741,R,11.8, ,93.2, ,54.5, ,72.5, ,93, ,14, ,43, ,48.9, ,3.5, ,84.6, ,74.7, 
191,7/20/2022,201,0.27, ,0, ,747,R,12.5, ,92.6, ,54.0, ,69.5, ,95, ,15, ,51, ,50.5, ,3.6, ,86.8, ,74.5, 
191,7/21/2022,202,0.27, ,0.00, ,757,R,12.1, ,92.6, ,52.9, ,69.6, ,98, ,15, ,49, ,49.6, ,3.7, ,89.7, ,73.9, 
191,7/22/2022,203,0.27, ,0, ,747,R,10.8, ,89.7, ,52.8, ,69.9, ,95, ,12, ,43, ,46.6, ,3.9, ,93.1, ,73.7, 
191,7/23/2022,204,0.26, ,0, ,757,R,12.6, ,90.6, ,51.1, ,68.7, ,93, ,23, ,53, ,50.7, ,3.5, ,82.9, ,73.3, 
191,7/24/2022,205,0.26, ,0, ,741,R,13.5, ,90.1, ,52.2, ,69.2, ,95, ,29, ,55, ,52.5, ,3.3, ,79.5, ,73.7, 
191,7/25/2022,206,0.24, ,0, ,687, ,14.2, ,86.8, ,53.0, ,66.8, ,96, ,31, ,63, ,54.0, ,3.8, ,90.9, ,73.9, 
191,7/26/2022,207,0.25, ,0.00, ,703, ,14.5, ,88.1, ,56.6, ,68.8, ,95, ,31, ,60, ,54.5, ,4.4, ,105.7, ,74.1, 
191,7/27/2022,208,0.25, ,0.00, ,704, ,13.0, ,86.8, ,55.2, ,69.1, ,98, ,18, ,54, ,51.6, ,3.9, ,92.5, ,73.8, 
191,7/28/2022,209,0.23, ,0.04, ,661, ,14.9, ,86.2, ,54.6, ,66.5, ,95, ,39, ,67, ,55.2, ,4.0, ,95.3, ,73.4, 
191,7/29/2022,210,0.24, ,0, ,685, ,16.0, ,83.8, ,57.0, ,67.5, ,97, ,46, ,69, ,57.2, ,4.7, ,111.7, ,73.5, 
191,7/30/2022,211,0.22, ,0.01, ,644, ,16.1, ,83.7, ,59.2, ,67.3, ,91, ,46, ,71, ,57.5, ,5.0, ,119.8, ,73.7, 
191,7/31/2022,212,0.13, ,0, ,361, ,16.1, ,82.2, ,59.5, ,67.3, ,93, ,50, ,71, ,57.4, ,4.2, ,100.1, ,73.3, 
