131,7/1/2022,182,0.27, ,0.02, ,727, ,11.6, ,89.6, ,51.8, ,69.6, ,96, ,16, ,47, ,48.4, ,4.4, ,106.5, ,75.0, 
131,7/2/2022,183,0.25, ,0, ,716, ,12.4, ,80.2, ,53.8, ,65.3, ,83, ,35, ,58, ,50.3, ,5.8, ,138.8, ,74.0, 
131,7/3/2022,184,0.22, ,0, ,610, ,12.2, ,77.4,Y,54.3, ,64.2, ,85, ,35, ,60, ,49.8, ,5.4, ,128.5, ,73.9, 
131,7/4/2022,185,0.24, ,0.02, ,645, ,14.2, ,85.9, ,51.9, ,70.3, ,95, ,34, ,56, ,53.9, ,4.3, ,103.4, ,73.7, 
131,7/5/2022,186,0.25, ,0, ,644, ,16.2, ,86.1, ,63.4, ,74.1, ,78, ,38, ,56, ,57.6, ,4.5, ,108.6, ,76.1, 
131,7/6/2022,187,0.25, ,0.04, ,688, ,14.3, ,81.4, ,58.3, ,69.1, ,94, ,37, ,59, ,54.1, ,5.3, ,127.2, ,75.1, 
131,7/7/2022,188,0.26, ,0, ,684, ,12.9, ,89.7, ,57.9, ,72.2, ,87, ,22, ,48, ,51.3, ,4.3, ,103.1, ,75.2, 
131,7/8/2022,189,0.28, ,0.01, ,697, ,12.6, ,94.7, ,56.2, ,76.1, ,91, ,18, ,41, ,50.6, ,3.5, ,84.5, ,75.9, 
131,7/9/2022,190,0.27, ,0, ,708, ,13.0, ,92.2, ,60.4, ,75.0, ,74, ,20, ,44, ,51.5, ,4.3, ,102.0, ,76.3, 
131,7/10/2022,191,0.28, ,0, ,718, ,11.5, ,101.6, ,57.1, ,80.9, ,78, ,7, ,32, ,48.2, ,2.7, ,64.2, ,77.6, 
131,7/11/2022,192,0.30, ,0, ,683, ,12.2, ,102.5, ,65.2, ,85.2, ,66, ,14, ,29, ,49.8, ,2.9, ,70.2, ,79.8, 
131,7/12/2022,193,0.29, ,0.02, ,692, ,12.2, ,96.4, ,60.5, ,79.3, ,74, ,18, ,36, ,49.8, ,4.7, ,112.4, ,78.7, 
131,7/13/2022,194,0.27, ,0, ,702, ,13.0, ,92.3, ,58.8, ,74.2, ,85, ,18, ,45, ,51.6, ,4.7, ,113.0, ,77.8, 
131,7/14/2022,195,0.28, ,0.01, ,704, ,13.6, ,98.7, ,57.2, ,77.5, ,96, ,17, ,42, ,52.7, ,3.5, ,83.1, ,77.8, 
131,7/15/2022,196,0.28, ,0, ,704, ,11.3, ,99.5, ,59.8, ,78.7, ,69, ,13, ,34, ,47.8, ,3.7, ,89.3, ,78.0, 
131,7/16/2022,197,0.28, ,0, ,694, ,10.7, ,104.7, ,62.8, ,83.9, ,62, ,10, ,27, ,46.3, ,2.7, ,65.3, ,79.8, 
131,7/17/2022,198,0.31, ,0, ,681, ,9.7,Y,103.8, ,68.2, ,85.6, ,50, ,9, ,23,Y,43.6,Y,3.9, ,92.6, ,81.3, 
131,7/18/2022,199,0.31, ,0, ,680, ,8.5,R,101.2, ,69.5, ,85.5, ,44, ,8, ,--,R,--,I,3.9, ,94.1, ,82.2, 
131,7/19/2022,200,0.30, ,0.01, ,682, ,8.6,R,100.5, ,59.1, ,82.3, ,80, ,7, ,--,R,--,I,4.2, ,99.6, ,80.2, 
131,7/20/2022,201,0.29, ,0, ,697, ,9.2,Y,101.9, ,62.3, ,81.2, ,50, ,11, ,25,Y,42.3,Y,3.7, ,88.4, ,79.5, 
131,7/21/2022,202,0.29, ,0.03, ,707, ,10.1,Y,100.6, ,58.9, ,79.1, ,62, ,12, ,30,Y,44.8,Y,3.9, ,94.7, ,80.3, 
131,7/22/2022,203,0.29, ,0, ,696, ,8.4,R,99.5, ,56.4, ,79.1, ,61, ,7, ,--,R,--,I,4.1, ,98.4, ,78.7, 
131,7/23/2022,204,0.27, ,0, ,714, ,9.6,Y,98.9, ,57.5, ,77.5, ,58, ,9, ,30,Y,43.4,Y,3.4, ,80.9, ,78.2, 
131,7/24/2022,205,0.27, ,0, ,699, ,10.7,Y,100.9, ,56.9, ,79.3, ,68, ,9, ,31,Y,46.2,Y,3.2, ,77.1, ,79.7, 
131,7/25/2022,206,0.26, ,0.03, ,661, ,12.6, ,94.8, ,58.2, ,75.3, ,75, ,23, ,42, ,50.8, ,4.4, ,106.7, ,80.7, 
131,7/26/2022,207,0.21, ,0, ,515, ,12.9, ,96.5, ,58.5, ,74.4, ,90, ,22, ,44, ,51.4, ,4.2, ,100.6, ,78.4, 
131,7/27/2022,208,0.25, ,0.03, ,613, ,13.1, ,96.4, ,59.8, ,76.0, ,75, ,21, ,43, ,51.7, ,4.4, ,106.5, ,77.9, 
131,7/28/2022,209,0.24, ,0, ,600, ,14.3, ,97.6, ,59.2, ,75.7, ,80, ,24, ,47, ,54.1, ,4.5, ,107.1, ,77.4, 
131,7/29/2022,210,0.24, ,0, ,612, ,15.5, ,96.5, ,60.4, ,75.5, ,82, ,29, ,52, ,56.4, ,4.3, ,103.8, ,78.2, 
131,7/30/2022,211,0.25, ,0, ,629, ,16.0, ,93.8, ,60.9, ,75.1, ,82, ,32, ,54, ,57.2, ,4.5, ,109.1, ,79.6, 
131,7/31/2022,212,0.12, ,0.03, ,304, ,16.3, ,87.4, ,61.8, ,73.0, ,77, ,39, ,59, ,57.7, ,3.7, ,87.7, ,78.4, 
