129,7/1/2022,182,0.16, ,0, ,549, ,13.3, ,66.4, ,51.9, ,57.1, ,93, ,66, ,84, ,52.2, ,4.1, ,99.1, ,71.4, 
129,7/2/2022,183,0.17, ,0, ,578, ,13.3, ,68.4, ,51.7, ,58.9, ,91, ,66, ,78, ,52.2, ,4.0, ,97.2, ,71.6, 
129,7/3/2022,184,0.18, ,0, ,579, ,12.8, ,65.3, ,53.2, ,58.5, ,90, ,63, ,76, ,51.1, ,4.4, ,105.4, ,71.4, 
129,7/4/2022,185,0.17, ,0, ,534, ,14.6, ,69.9, ,49.0, ,60.5, ,97, ,60, ,81, ,54.8, ,3.7, ,89.3, ,70.7, 
129,7/5/2022,186,0.21,R,0, ,660, ,17.6,Y,70.4, ,60.4,Y,64.5, ,97, ,73, ,85,Y,59.9,Y,5.0, ,119.0, ,72.1, 
129,7/6/2022,187,0.18, ,0, ,577, ,16.1, ,69.5, ,56.6, ,62.3, ,95, ,67, ,84, ,57.5, ,5.3, ,127.1, ,72.7, 
129,7/7/2022,188,0.22, ,0, ,678, ,14.9, ,71.5, ,55.4, ,63.2, ,90, ,61, ,75, ,55.3, ,3.8, ,91.0, ,72.9, 
129,7/8/2022,189,0.21, ,0, ,679, ,14.6, ,72.2, ,51.4, ,61.3, ,92, ,60, ,79, ,54.6, ,4.0, ,95.5, ,72.6, 
129,7/9/2022,190,0.20, ,0, ,640, ,15.2, ,69.7, ,55.2, ,61.6, ,95, ,65, ,81, ,55.8, ,3.6, ,87.6, ,73.1, 
129,7/10/2022,191,0.18, ,0, ,613, ,14.7, ,65.8, ,50.5, ,58.3, ,97, ,77, ,89, ,54.9, ,3.7, ,88.0, ,72.7, 
129,7/11/2022,192,0.17, ,0, ,580, ,15.1, ,64.8, ,52.7, ,58.1, ,99, ,78, ,92, ,55.7, ,4.3, ,103.5, ,72.7, 
129,7/12/2022,193,0.16, ,0, ,537, ,15.6, ,66.5, ,56.1, ,60.5, ,97, ,75, ,87, ,56.5, ,4.9, ,117.4, ,72.5, 
129,7/13/2022,194,0.17, ,0, ,576, ,15.8, ,68.8, ,57.9, ,61.4, ,97, ,71, ,85, ,56.8, ,4.7, ,112.6, ,72.7, 
129,7/14/2022,195,0.18, ,0, ,582, ,15.0, ,70.4, ,54.5, ,61.2, ,97, ,62, ,81, ,55.4, ,3.8, ,90.7, ,73.3, 
129,7/15/2022,196,0.21, ,0, ,657, ,14.1, ,71.3, ,51.2, ,60.7, ,94, ,59, ,78, ,53.8, ,3.6, ,85.7, ,73.1, 
129,7/16/2022,197,0.19, ,0, ,652, ,14.4, ,68.2, ,53.5, ,59.4, ,96, ,66, ,83, ,54.3, ,4.0, ,96.2, ,73.1, 
129,7/17/2022,198,0.17, ,0, ,574, ,14.3, ,67.0, ,54.2, ,58.3, ,96, ,70, ,86, ,54.0, ,3.4, ,82.8, ,72.8, 
129,7/18/2022,199,0.21, ,0, ,677, ,14.6, ,70.2, ,53.9, ,60.8, ,96, ,63, ,80, ,54.7, ,4.0, ,96.5, ,72.6, 
129,7/19/2022,200,0.20, ,0, ,672, ,14.2, ,69.1, ,50.9, ,59.2, ,96, ,63, ,83, ,54.0, ,4.1, ,98.0, ,72.6, 
129,7/20/2022,201,0.18, ,0,R,474, ,13.6, ,67.3, ,53.6, ,57.7, ,97, ,61, ,83, ,52.7, ,4.9, ,116.9, ,73.9, 
129,7/21/2022,202,0.21, ,0, ,652, ,13.7, ,75.4, ,47.3,Y,59.8, ,99, ,52, ,78, ,52.9, ,4.2, ,101.9, ,73.1, 
129,7/22/2022,203,0.22, ,0, ,659, ,13.3, ,77.9,Y,44.6,R,60.7, ,100, ,46, ,74, ,52.2, ,4.1, ,98.4, ,72.6, 
129,7/23/2022,204,0.19, ,0, ,606, ,13.4, ,73.1, ,50.5, ,58.8, ,97, ,60, ,79, ,52.3, ,4.5, ,108.4, ,72.6, 
129,7/24/2022,205,0.15, ,0.00, ,490, ,13.2, ,70.3, ,50.7, ,57.4, ,98, ,61, ,82, ,52.0, ,4.5, ,108.5, ,71.8, 
129,7/25/2022,206,0.18, ,0.00, ,573, ,13.9, ,71.4, ,52.7, ,59.9, ,99, ,61, ,79, ,53.4, ,5.1, ,122.8, ,71.6, 
129,7/26/2022,207,0.16, ,0, ,748,R,14.8, ,71.9, ,56.6, ,62.9, ,94, ,61, ,76, ,55.1, ,6.4, ,152.7, ,72.2, 
129,7/27/2022,208,0.19, ,0.00, ,578, ,14.8, ,72.6, ,54.8, ,61.4, ,98, ,64, ,80, ,55.1, ,4.5, ,108.9, ,72.1, 
129,7/28/2022,209,0.21, ,0, ,629, ,14.6, ,74.1, ,53.3, ,61.6, ,98, ,57, ,78, ,54.7, ,4.4, ,105.3, ,72.5, 
129,7/29/2022,210,0.19, ,0, ,565, ,15.4, ,74.7, ,55.8, ,62.4, ,95, ,62, ,80, ,56.2, ,4.5, ,108.1, ,73.0, 
129,7/30/2022,211,0.14, ,0, ,443, ,15.8, ,77.1,Y,56.5, ,63.1, ,95, ,65, ,80, ,56.9, ,4.7, ,111.6, ,73.0, 
129,7/31/2022,212,0.16,R,0, ,474, ,16.3, ,81.1,R,55.4, ,64.8, ,98, ,56, ,78, ,57.7, ,4.1, ,97.3, ,72.7, 
