175,7/1/2022,182,0.46, ,0, ,697, ,9.8, ,111.5, ,80.1, ,98.0,Y,36, ,8, ,16,Y,44.0,Y,10.4,Y,249.9,Y,--,S
175,7/2/2022,183,0.47, ,0, ,711, ,8.7, ,110.1, ,81.4, ,97.0, ,24, ,9, ,15, ,41.0, ,10.6,Y,254.5,Y,--,S
175,7/3/2022,184,0.42, ,0, ,723, ,6.8,Y,107.0, ,78.3, ,94.0, ,22, ,7, ,12,Y,34.6,Y,8.7, ,208.1, ,--,S
175,7/4/2022,185,0.41, ,0, ,725, ,7.4,Y,105.4, ,69.9, ,90.2, ,35, ,8, ,15,Y,36.8,Y,8.6, ,206.1, ,--,S
175,7/5/2022,186,0.40, ,0, ,709, ,10.8, ,106.2, ,74.1, ,90.2, ,53, ,10, ,22, ,46.5, ,8.9, ,213.4, ,--,S
175,7/6/2022,187,0.37, ,0, ,707, ,10.6, ,105.2, ,66.6, ,89.1, ,45, ,13, ,23, ,46.0, ,7.3, ,175.9, ,--,S
175,7/7/2022,188,0.42, ,0, ,708, ,8.4,Y,109.5, ,71.4, ,93.9, ,46, ,8, ,15,Y,40.1,Y,8.4, ,202.5, ,--,S
175,7/8/2022,189,0.37, ,0, ,705, ,7.0,Y,113.0, ,67.5, ,94.4, ,37, ,3, ,13,Y,35.3,Y,5.6, ,134.5, ,--,S
175,7/9/2022,190,0.40, ,0, ,691, ,7.1,Y,115.1,Y,76.4, ,97.6, ,32, ,5, ,12,Y,35.6,Y,6.5, ,156.4, ,--,S
175,7/10/2022,191,0.36, ,0, ,645, ,10.2, ,114.8,Y,75.9, ,97.2, ,36, ,8, ,17, ,45.1, ,5.3, ,127.3, ,--,S
175,7/11/2022,192,0.41, ,0, ,672, ,11.2, ,117.6,Y,76.3, ,100.4,Y,45, ,9, ,17,Y,47.5,Y,6.9, ,166.8, ,--,S
175,7/12/2022,193,0.47, ,0, ,648, ,10.4, ,115.7,Y,85.1, ,100.9,Y,28, ,8, ,16,Y,45.7,Y,11.0,Y,263.3,Y,--,S
175,7/13/2022,194,0.42, ,0, ,665, ,12.9, ,114.0,Y,81.9, ,100.3,Y,36, ,12, ,20,Y,51.3,Y,7.8, ,186.6, ,--,S
175,7/14/2022,195,0.36, ,0, ,544, ,13.5, ,113.3, ,88.2,Y,100.3,Y,33, ,11, ,20,Y,52.5,Y,7.7, ,185.3, ,--,S
175,7/15/2022,196,0.34, ,0, ,644, ,16.9, ,113.7, ,82.4, ,100.2,Y,51, ,13, ,26,Y,58.7,Y,5.0, ,119.4, ,--,S
175,7/16/2022,197,0.45, ,0, ,649, ,14.9, ,116.3,Y,87.7, ,103.6,Y,34, ,14, ,20,Y,55.3,Y,10.2,Y,243.9,Y,--,S
175,7/17/2022,198,0.44, ,0, ,634, ,17.1, ,113.4, ,85.7, ,101.0,Y,45, ,15, ,25,Y,59.0,Y,10.7,Y,257.8,Y,--,S
175,7/18/2022,199,0.41, ,0, ,646, ,17.7, ,112.0, ,83.4, ,100.0,Y,49, ,19, ,27,Y,60.1,Y,9.0, ,214.9, ,--,S
175,7/19/2022,200,0.41, ,0, ,628, ,16.7, ,113.1, ,85.7, ,101.0,Y,41, ,16, ,25,Y,58.4,Y,9.3,Y,222.3,Y,--,S
175,7/20/2022,201,0.41, ,0, ,640, ,17.9, ,113.1, ,89.3,Y,100.0,Y,45, ,17, ,27,Y,60.4,Y,10.2,Y,243.9,Y,--,S
175,7/21/2022,202,0.33, ,0, ,467, ,16.3, ,112.1, ,87.4, ,98.9,Y,41, ,15, ,26,Y,57.8,Y,9.0, ,215.3, ,--,S
175,7/22/2022,203,0.42, ,0, ,597, ,12.7, ,116.2,Y,86.2, ,102.1,Y,28, ,9, ,18,Y,50.9,Y,8.9, ,214.0, ,--,S
175,7/23/2022,204,0.38, ,0.02, ,564, ,17.4, ,111.3, ,83.7, ,98.9,Y,57, ,17, ,28,Y,59.6,Y,9.0, ,215.1, ,--,S
175,7/24/2022,205,0.31, ,0, ,436, ,21.8, ,107.2, ,87.0, ,95.0, ,56, ,24, ,39, ,65.9, ,11.2,R,269.6,R,--,S
175,7/25/2022,206,0.34, ,0, ,606, ,21.0, ,105.2, ,81.7, ,94.4, ,70, ,23, ,38, ,64.8, ,7.6, ,182.0, ,--,S
175,7/26/2022,207,0.33, ,0, ,594, ,20.2, ,106.8, ,83.0, ,94.7, ,55, ,24, ,36, ,63.8, ,7.3, ,174.0, ,--,S
175,7/27/2022,208,0.28, ,0, ,394, ,18.3, ,103.5, ,85.5, ,94.8, ,45, ,27, ,33, ,61.0, ,8.1, ,195.1, ,--,S
175,7/28/2022,209,0.32, ,0, ,476, ,17.8, ,104.8, ,86.3, ,94.2, ,59, ,21, ,32, ,60.2, ,8.5, ,204.3, ,--,S
175,7/29/2022,210,0.20, ,0, ,367, ,23.5, ,100.1, ,81.3, ,90.2, ,69, ,30, ,48, ,68.1, ,6.5, ,156.7, ,--,S
175,7/30/2022,211,0.24, ,0, ,477, ,23.4, ,107.9, ,82.7, ,90.7, ,63, ,26, ,48, ,68.0, ,6.4, ,153.4, ,--,S
175,7/31/2022,212,0.35, ,0, ,625, ,20.8, ,107.4, ,79.8, ,94.1, ,74, ,17, ,38, ,64.6, ,8.5, ,205.0, ,--,S
