256,7/1/2022,182,0.39, ,0, ,761,R,7.6, ,91.8, ,63.2, ,78.8, ,36, ,13, ,22, ,37.3, ,10.4, ,250.5, ,72.2, 
256,7/2/2022,183,0.38, ,0, ,769,R,6.8, ,89.1, ,60.8, ,76.1, ,41, ,11, ,22, ,34.5, ,10.1, ,242.6, ,70.2, 
256,7/3/2022,184,0.36, ,0, ,774,R,9.8, ,84.3, ,60.2, ,73.1, ,48, ,22, ,35, ,44.0, ,11.7, ,280.6, ,69.2, 
256,7/4/2022,185,0.33, ,0, ,756,R,10.8, ,84.1, ,60.1, ,72.1, ,58, ,29, ,40, ,46.6, ,10.4, ,249.3, ,68.7, 
256,7/5/2022,186,0.31, ,0, ,754, ,12.7, ,85.5, ,59.0, ,73.4, ,59, ,34, ,45, ,51.0, ,8.9, ,214.5, ,69.3, 
256,7/6/2022,187,0.32, ,0, ,767,R,12.2, ,85.8, ,61.7, ,74.2, ,73, ,23, ,42, ,49.7, ,9.4, ,225.0, ,69.8, 
256,7/7/2022,188,0.31, ,0, ,761,R,10.9, ,92.0, ,53.7, ,75.5, ,71, ,19, ,36, ,46.8, ,6.4, ,153.3, ,70.2, 
256,7/8/2022,189,0.32, ,0, ,748, ,11.0, ,91.4, ,55.5, ,76.0, ,66, ,25, ,36, ,47.1, ,6.6, ,158.3, ,71.1, 
256,7/9/2022,190,0.31, ,0, ,761,R,11.7, ,92.3, ,57.9, ,76.6, ,61, ,25, ,37, ,48.6, ,6.6, ,158.2, ,71.3, 
256,7/10/2022,191,0.30, ,0, ,752,R,11.8, ,94.8, ,57.5, ,77.3, ,68, ,23, ,37, ,49.0, ,5.5, ,132.8, ,71.9, 
256,7/11/2022,192,0.31, ,0, ,754,R,10, ,100.0, ,57.1, ,79.4, ,58, ,14, ,29, ,44.6, ,5.0, ,120.7, ,72.5, 
256,7/12/2022,193,0.32, ,0, ,734, ,10.3, ,96.6, ,57.7, ,79.0, ,61, ,19, ,30, ,45.4, ,6.0, ,143.1, ,72.8, 
256,7/13/2022,194,0.31, ,0, ,732, ,9.4, ,99.0, ,56.9, ,79.4, ,55, ,14, ,27, ,43.0, ,5.2, ,124.0, ,72.6, 
256,7/14/2022,195,0.28, ,0, ,664, ,15.2, ,100.2, ,64.2, ,83.0, ,53, ,32, ,40, ,55.9, ,5.3, ,128.0, ,73.3, 
256,7/15/2022,196,0.30, ,0, ,687, ,16.8, ,98.7, ,67.7, ,84.8, ,65, ,28, ,41, ,58.6, ,5.7, ,137.0, ,74.6, 
256,7/16/2022,197,0.31, ,0, ,706, ,15.7, ,101.8, ,67.8, ,84.9, ,62, ,27, ,38, ,56.7, ,5.2, ,124.7, ,75.3, 
256,7/17/2022,198,0.30, ,0, ,650, ,15.4, ,99.4, ,67.1, ,83.7, ,53, ,28, ,39, ,56.1, ,6.0, ,143.4, ,75.6, 
256,7/18/2022,199,0.32, ,0, ,670, ,15.1, ,95.3, ,68.7, ,82.3, ,49, ,33, ,40, ,55.6, ,7.1, ,169.9, ,75.4, 
256,7/19/2022,200,0.32, ,0, ,718, ,13.9, ,94.4, ,65.0, ,81.6, ,54, ,23, ,38, ,53.3, ,6.4, ,154.7, ,75.3, 
256,7/20/2022,201,0.33, ,0, ,684, ,12.6, ,92.9, ,65.6, ,80.8, ,56, ,26, ,35, ,50.8, ,7.9, ,188.8, ,74.6, 
256,7/21/2022,202,0.34, ,0, ,699, ,11.6, ,95.7, ,65.4, ,82.1, ,50, ,19, ,31, ,48.5, ,7.7, ,184.6, ,74.2, 
256,7/22/2022,203,0.34, ,0, ,705, ,8.9, ,94.0, ,67.7, ,80.2, ,36, ,16, ,25, ,41.6, ,7.2, ,172.2, ,73.7, 
256,7/23/2022,204,0.31, ,0, ,687, ,10.4, ,96.5, ,64.3, ,80.0, ,54, ,13, ,30, ,45.6, ,6.3, ,151.3, ,73.4, 
256,7/24/2022,205,0.30, ,0, ,723, ,13.2, ,97.5, ,60.4, ,80.0, ,67, ,22, ,38, ,51.9, ,5.5, ,132.2, ,73.7, 
256,7/25/2022,206,0.21, ,0, ,535, ,13.4, ,95.6, ,60.3, ,78.9, ,71, ,26, ,40, ,52.4, ,4.2, ,100.7, ,74.3, 
256,7/26/2022,207,0.30, ,0, ,701, ,11.9, ,96.7, ,62.0, ,79.6, ,60, ,24, ,34, ,49.1, ,5.8, ,138.7, ,74.2, 
256,7/27/2022,208,0.33, ,0, ,681, ,11.8, ,95.4, ,65.6, ,81.0, ,59, ,21, ,33, ,48.9, ,7.0, ,168.2, ,74.0, 
256,7/28/2022,209,0.26, ,0, ,541, ,13.1, ,97.9, ,66.1, ,82.1, ,48, ,25, ,35, ,51.7, ,5.8, ,138.9, ,73.8, 
256,7/29/2022,210,0.31, ,0, ,683, ,12.0, ,101.9, ,65.5, ,84.1, ,54, ,16, ,30, ,49.4, ,5.9, ,141.5, ,74.1, 
256,7/30/2022,211,0.28, ,0, ,628, ,15.2, ,100.2, ,67.5, ,84.4, ,57, ,24, ,38, ,55.7, ,5.3, ,126.7, ,74.7, 
256,7/31/2022,212,0.27, ,0, ,535, ,16.5, ,98.8, ,72.5, ,84.9, ,65, ,24, ,40, ,58.1, ,6.2, ,148.8, ,75.3, 
