179,7/1/2022,182,0.31, ,0, ,760,R,14.6, ,90.4, ,62.4, ,75.5, ,83, ,30, ,48, ,54.7, ,6.0, ,143.6, ,67.3, 
179,7/2/2022,183,0.31, ,0, ,767,R,12.8, ,85.6, ,57.4, ,70.5, ,85, ,25, ,50, ,51.2, ,7.1, ,170.5, ,65.7, 
179,7/3/2022,184,0.28, ,0, ,771,R,14.4, ,80.9, ,55.3, ,66.4, ,95, ,38, ,65, ,54.3, ,7.9, ,189.4, ,64.4, 
179,7/4/2022,185,0.26, ,0, ,739, ,14.2, ,79.4, ,53.7, ,65.5, ,94, ,41, ,66, ,54.0, ,6.7, ,161.2, ,63.3, 
179,7/5/2022,186,0.26, ,0, ,751,R,16.0, ,85.6, ,54.7, ,68.0, ,92, ,41, ,68, ,57.2, ,5.3, ,127.4, ,63.1, 
179,7/6/2022,187,0.25, ,0, ,738, ,17.7, ,85.4, ,56.2, ,69.2, ,99, ,46, ,73, ,60.1, ,5.2, ,125.3, ,64.1, 
179,7/7/2022,188,0.28, ,0, ,752,R,17.4, ,88.7, ,57.0, ,72.0, ,93, ,37, ,65, ,59.6, ,6.2, ,148.9, ,64.2, 
179,7/8/2022,189,0.29, ,0, ,767,R,16.5, ,88.0, ,58.7, ,72.4, ,93, ,41, ,61, ,58.1, ,5.6, ,135.5, ,65.1, 
179,7/9/2022,190,0.30, ,0, ,767,R,13.4, ,96.6, ,54.5, ,74.8, ,81, ,15, ,45, ,52.3, ,4.9, ,118.3, ,64.2, 
179,7/10/2022,191,0.30, ,0, ,767,R,14.8, ,93.9, ,60.0, ,76.7, ,70, ,21, ,47, ,55.0, ,4.8, ,115.2, ,64.8, 
179,7/11/2022,192,0.29, ,0, ,740, ,16.5, ,91.9, ,58.7, ,74.1, ,82, ,26, ,58, ,58.1, ,5.5, ,131.8, ,65.4, 
179,7/12/2022,193,0.27, ,0, ,738, ,17.0, ,84.5, ,58.0, ,70.5, ,91, ,48, ,67, ,58.8, ,5.8, ,140.3, ,65.4, 
179,7/13/2022,194,0.27, ,0, ,720, ,16.9, ,91.5, ,57.5, ,73.0, ,85, ,37, ,61, ,58.8, ,5.3, ,126.9, ,65.6, 
179,7/14/2022,195,0.25, ,0, ,660, ,18.1, ,85.6, ,61.0, ,72.5, ,89, ,51, ,67, ,60.7, ,6.5, ,156.3, ,66.5, 
179,7/15/2022,196,0.29, ,0, ,716, ,18.6, ,93.7, ,63.5, ,78.7, ,79, ,39, ,55, ,61.4, ,5.4, ,129.8, ,67.3, 
179,7/16/2022,197,0.29, ,0, ,706, ,19.3, ,93.8, ,65.4, ,79.1, ,78, ,37, ,57, ,62.5, ,5.6, ,135.4, ,68.6, 
179,7/17/2022,198,0.29, ,0, ,679, ,17.5, ,100.9, ,66.8, ,78.9, ,72, ,25, ,52, ,59.7, ,6.2, ,149.0, ,68.6, 
179,7/18/2022,199,0.30, ,0, ,687, ,16.7, ,94.2, ,65.0, ,78.4, ,69, ,27, ,50, ,58.4, ,6.1, ,146.7, ,69.0, 
179,7/19/2022,200,0.29, ,0, ,693, ,16.0, ,92.9, ,63.5, ,78.3, ,85, ,31, ,48, ,57.2, ,5.3, ,126.3, ,67.8, 
179,7/20/2022,201,0.26, ,0, ,634, ,14.4, ,98.0, ,66.1, ,78.3, ,67, ,22, ,44, ,54.3, ,4.2, ,100.7, ,67.5, 
179,7/21/2022,202,0.30, ,0, ,729, ,14.1, ,91.8, ,63.3, ,76.4, ,73, ,27, ,45, ,53.7, ,6.1, ,146.2, ,67.5, 
179,7/22/2022,203,0.26, ,0, ,670, ,15.7, ,88.8, ,60.1, ,73.2, ,83, ,34, ,56, ,56.8, ,5.7, ,136.0, ,67.2, 
179,7/23/2022,204,0.24, ,0, ,614, ,18.3, ,91.6, ,59.8, ,71.9, ,93, ,41, ,69, ,61.0, ,5.9, ,142.7, ,65.4, 
179,7/24/2022,205,0.26, ,0, ,711, ,18.7, ,90.5, ,59.4, ,71.6, ,93, ,44, ,71, ,61.6, ,6.0, ,144.0, ,65.8, 
179,7/25/2022,206,0.26, ,0, ,666, ,18.3, ,89.5, ,60.7, ,73.1, ,98, ,42, ,66, ,60.9, ,6.0, ,143.0, ,65.1, 
179,7/26/2022,207,0.28, ,0, ,709, ,16.5, ,89.6, ,60.2, ,73.5, ,91, ,32, ,58, ,58.0, ,6.2, ,148.1, ,65.5, 
179,7/27/2022,208,0.25, ,0, ,646, ,17.0, ,95.3, ,59.5, ,73.1, ,95, ,26, ,61, ,59.0, ,5.3, ,126.8, ,64.2,Y
179,7/28/2022,209,0.26, ,0, ,621, ,14.9, ,91.2, ,61.3, ,74.5, ,85, ,25, ,51, ,55.3, ,5.7, ,137.9, ,64.1,Y
179,7/29/2022,210,0.27, ,0, ,668, ,15.2, ,89.7, ,58.9, ,72.3, ,96, ,35, ,56, ,55.8, ,5.9, ,141.7, ,64.0,Y
179,7/30/2022,211,0.26, ,0, ,603, ,16.9, ,92.8, ,65.4, ,76.5, ,75, ,40, ,54, ,58.7, ,6.1, ,146.9, ,64.4,Y
179,7/31/2022,212,0.25, ,0, ,570, ,16.2, ,94.9, ,68.2, ,78.9, ,63, ,31, ,48, ,57.6, ,5.4, ,129.2, ,66.9, 
