171,7/1/2022,182,0.21, ,0, ,690, ,13.5, ,67.2, ,56.0, ,59.8, ,87, ,64, ,77, ,52.5, ,5.0, ,119.1, ,71.3, 
171,7/2/2022,183,0.07, ,0, ,244, ,13.5, ,63.4, ,56.2, ,58.6, ,85, ,74, ,80, ,52.5, ,4.1, ,99.5, ,70.5, 
171,7/3/2022,184,0.13, ,0, ,442, ,13.3, ,66.7, ,56.2, ,59.2, ,90, ,62, ,77, ,52.2, ,4.3, ,102.7, ,69.3, 
171,7/4/2022,185,0.17, ,0, ,523, ,16.3, ,76.7, ,57.1, ,66.3, ,84, ,58, ,74, ,57.8, ,3.7, ,87.7, ,69.5, 
171,7/5/2022,186,0.20, ,0, ,585, ,18.0,Y,76.2, ,64.0,Y,68.4, ,87, ,66, ,76,Y,60.5,Y,4.5, ,107.9, ,71.0, 
171,7/6/2022,187,0.18, ,0, ,555, ,15.5, ,72.6, ,61.0, ,66.1, ,82, ,58, ,71, ,56.4, ,4.5, ,107.2, ,71.7, 
171,7/7/2022,188,0.18, ,0, ,598, ,15.2, ,72.7, ,58.1, ,63.1, ,87, ,62, ,77, ,55.8, ,3.9, ,93.8, ,71.9, 
171,7/8/2022,189,0.21, ,0, ,671, ,15.2, ,75.5, ,54.2, ,63.4, ,94, ,57, ,76, ,55.8, ,3.2, ,77.8, ,71.2, 
171,7/9/2022,190,0.21, ,0, ,676, ,15.5, ,72.1, ,56.0, ,63.3, ,91, ,63, ,78, ,56.3, ,3.7, ,89.0, ,71.4, 
171,7/10/2022,191,0.24, ,0, ,680, ,16.2, ,88.2, ,56.1, ,69.8, ,92, ,38, ,65, ,57.5, ,3.1, ,74.0, ,71.5, 
171,7/11/2022,192,0.24,R,0, ,673, ,16.6, ,82.7, ,57.6, ,68.8, ,90, ,49, ,69, ,58.2, ,3.6, ,86.6, ,71.9, 
171,7/12/2022,193,0.21, ,0, ,629, ,16.2, ,76.6, ,58.5, ,65.6, ,92, ,56, ,75, ,57.6, ,4.6, ,109.3, ,72.2, 
171,7/13/2022,194,0.22, ,0.02,H,661, ,15.8, ,75.8, ,58.8, ,65.9, ,87, ,59, ,73, ,56.9, ,4.8, ,115.4, ,72.7, 
171,7/14/2022,195,0.22, ,0, ,689, ,15.0, ,75.3, ,56.9, ,63.6, ,89, ,59, ,75, ,55.5, ,4.1, ,97.9, ,72.6, 
171,7/15/2022,196,0.21, ,0, ,686, ,14.6, ,70.9, ,55.1, ,62.1, ,90, ,62, ,76, ,54.6, ,4.0, ,96.9, ,71.9, 
171,7/16/2022,197,0.23, ,0, ,679, ,15.4, ,83.1, ,54.9, ,66.3, ,93, ,44, ,70, ,56.2, ,3.3, ,78.5, ,71.8, 
171,7/17/2022,198,0.22, ,0, ,655, ,15.2, ,78.0, ,55.1, ,66.1, ,89, ,50, ,69, ,55.7, ,3.4, ,81.9, ,71.9, 
171,7/18/2022,199,0.23, ,0, ,657, ,14.7, ,82.3, ,57.1, ,67.7, ,83, ,44, ,64, ,54.9, ,3.8, ,90.4, ,71.9, 
171,7/19/2022,200,0.22, ,0, ,680, ,14.6, ,75.0, ,55.4, ,63.1, ,89, ,54, ,74, ,54.8, ,4.4, ,104.6, ,71.8, 
171,7/20/2022,201,0.22, ,0, ,684, ,14.5, ,75.3, ,55.9, ,62.7, ,90, ,52, ,74, ,54.5, ,4.3, ,104.3, ,72.1, 
171,7/21/2022,202,0.21, ,0, ,669, ,14.5, ,76.8, ,55.1, ,62.4, ,91, ,54, ,75, ,54.5, ,3.6, ,86.6, ,72.1, 
171,7/22/2022,203,0.22, ,0, ,662, ,13.9, ,77.6, ,53.2, ,63.5, ,92, ,43, ,70, ,53.4, ,3.8, ,91.1, ,71.4, 
171,7/23/2022,204,0.21, ,0, ,680, ,13.9, ,74.6, ,54.3, ,62.0, ,90, ,52, ,73, ,53.3, ,4.4, ,106.7, ,71.3, 
171,7/24/2022,205,0.21, ,0, ,663, ,14.1, ,77.4, ,53.9, ,62.9, ,93, ,53, ,72, ,53.8, ,4.1, ,98.8, ,71.2, 
171,7/25/2022,206,0.18, ,0, ,591, ,14.8, ,74.7, ,56.5, ,62.8, ,89, ,56, ,76, ,55.1, ,4.5, ,107.8, ,71.6, 
171,7/26/2022,207,0.21, ,0, ,649, ,15.4, ,75.9, ,59.1, ,65.0, ,86, ,56, ,73, ,56.1, ,4.7, ,113.6, ,72.0, 
171,7/27/2022,208,0.20, ,0, ,621, ,15.2, ,73.3, ,58.0, ,64.4, ,88, ,54, ,74, ,55.8, ,4.5, ,108.6, ,72.5, 
171,7/28/2022,209,0.17, ,0, ,544, ,15.4, ,70.1, ,57.8, ,62.2, ,90, ,66, ,80, ,56.1, ,4.8, ,115.2, ,72.4, 
171,7/29/2022,210,0.18, ,0, ,584, ,15.9, ,71.1, ,59.8, ,63.7, ,86, ,68, ,79, ,57.1, ,5.3, ,126.1, ,72.5, 
171,7/30/2022,211,0.18, ,0, ,572, ,16.3, ,70.8, ,60.5, ,64.4, ,87, ,68, ,79, ,57.8, ,4.9, ,116.7, ,72.8, 
171,7/31/2022,212,0.11, ,0, ,354, ,16.6, ,72.6, ,61.1, ,64.9, ,88, ,68, ,79, ,58.3, ,4.4, ,104.5, ,72.5, 
