241,7/1/2022,182,0.23, ,0, ,727, ,19.5, ,73.8, ,62.3, ,67.4, ,98, ,73, ,85, ,62.7, ,4.4, ,106.5, ,74.1, 
241,7/2/2022,183,0.23, ,0, ,750,R,18.3, ,73.8, ,60.4, ,66.6, ,96, ,69, ,82, ,61.0, ,4.4, ,106.4, ,74.2, 
241,7/3/2022,184,0.23, ,0.00, ,756,R,16.5, ,70.8, ,59.1, ,65.3, ,91, ,66, ,77, ,58.0, ,5.2,Y,123.7,Y,73.9, 
241,7/4/2022,185,0.22, ,0.01, ,718, ,16.5, ,70.8, ,57.1, ,64.8, ,95, ,69, ,79, ,58.0, ,5.1,Y,121.7,Y,73.3, 
241,7/5/2022,186,0.22, ,0.00, ,713, ,17.6, ,72.4, ,57.0, ,65.4, ,98, ,71, ,82, ,59.9, ,5.1,Y,122.0,Y,73.1, 
241,7/6/2022,187,0.19, ,0.00, ,638, ,18.6, ,72.2, ,58.7, ,65.6, ,98, ,74, ,87, ,61.5, ,4.6, ,110.9, ,73.4, 
241,7/7/2022,188,0.21, ,0.01,H,706, ,19.1, ,71.8, ,58.6, ,65.5, ,99, ,78, ,89, ,62.2, ,4.5, ,109.1, ,73.7, 
241,7/8/2022,189,0.22, ,0.00,H,728, ,19.3, ,72.0, ,62.6, ,67.0, ,96, ,75, ,85, ,62.4, ,4.4, ,106.6, ,74.7, 
241,7/9/2022,190,0.24, ,0.00,H,770,R,18.7, ,74.6, ,60.5, ,67.0, ,99, ,69, ,83, ,61.5, ,4.7, ,113.2, ,75.1, 
241,7/10/2022,191,0.22, ,0.00, ,738,R,18.8, ,74.3, ,56.2, ,65.2, ,100, ,70, ,88, ,61.7, ,4.4, ,106.2, ,74.7, 
241,7/11/2022,192,0.21, ,0, ,703, ,18.9, ,71.4, ,61.0, ,65.1, ,98, ,78, ,89, ,61.8, ,4.7, ,113.3, ,75.2, 
241,7/12/2022,193,0.16, ,0.01,H,570, ,18.1, ,69.7,Y,61.7, ,64.4, ,96, ,75, ,88, ,60.7, ,4.5, ,107.8, ,75.0, 
241,7/13/2022,194,0.21, ,0, ,695, ,17.7, ,71.1, ,61.1, ,65.2, ,96, ,71, ,83, ,60.0, ,5.0,Y,120.4,Y,74.5, 
241,7/14/2022,195,0.20, ,0, ,671, ,18.3, ,70.5,Y,61.6, ,65.2, ,95, ,77, ,86, ,61.0, ,4.8, ,114.5, ,73.6, 
241,7/15/2022,196,0.21, ,0, ,710, ,19.1, ,71.4, ,60.0, ,65.7, ,97, ,79, ,88, ,62.2, ,4.5, ,108.4, ,73.0, 
241,7/16/2022,197,0.20, ,0, ,654, ,20.0, ,72.7, ,61.4, ,66.1, ,99, ,80, ,91, ,63.5, ,4.3, ,102.9, ,73.3, 
241,7/17/2022,198,0.20, ,0, ,649, ,20.4, ,76.1, ,61.1, ,66.9, ,99, ,75, ,90, ,64.0, ,4.6, ,111.0, ,73.2, 
241,7/18/2022,199,0.23, ,0.00,H,711, ,20.1, ,76.2, ,62.9, ,69.4, ,96, ,58, ,82, ,63.7, ,4.4, ,106.4, ,73.5, 
241,7/19/2022,200,0.23, ,0.01, ,730,R,19.8, ,77.6, ,61.3, ,68.7, ,99, ,67, ,83, ,63.2, ,4.6, ,109.9, ,73.4, 
241,7/20/2022,201,0.22, ,0, ,676, ,19.8, ,77.6, ,62.0, ,69.1, ,96, ,61, ,82, ,63.2, ,4.5, ,108.5, ,73.4, 
241,7/21/2022,202,0.22, ,0, ,721, ,19.6, ,75.3, ,60.8, ,67.3, ,99, ,72, ,86, ,62.9, ,4.6, ,109.3, ,73.9, 
241,7/22/2022,203,0.21, ,0, ,680, ,19.0, ,72.6, ,60.6, ,66.7, ,98, ,73, ,85, ,62.0, ,4.8, ,115.6, ,74.0, 
241,7/23/2022,204,0.19, ,0, ,625, ,19.1, ,73.0, ,63.2, ,67.0, ,93, ,75, ,85, ,62.2, ,4.4, ,104.6, ,74.4, 
241,7/24/2022,205,0.18, ,0, ,596, ,19.7, ,73.3, ,63.2, ,67.0, ,94, ,77, ,87, ,63.1, ,4.5, ,107.4, ,74.3, 
241,7/25/2022,206,0.19, ,0.00,H,644, ,19.7, ,72.7, ,64.5, ,67.1, ,94, ,79, ,87, ,63.1, ,4.6, ,109.3, ,74.9, 
241,7/26/2022,207,0.21, ,0.01, ,665, ,19.5, ,73.5, ,64.0, ,67.6, ,94, ,75, ,84, ,62.7, ,4.5, ,107.3, ,75.0, 
241,7/27/2022,208,0.21, ,0.01, ,661, ,19.0, ,74.1, ,62.6, ,67.5, ,96, ,72, ,83, ,62.1, ,4.4, ,106.0, ,75.0, 
241,7/28/2022,209,0.19, ,0.02,H,633, ,19.1, ,74.0, ,61.8, ,66.7, ,95, ,74, ,85, ,62.1, ,4.3, ,102.9, ,74.7, 
241,7/29/2022,210,0.20, ,0, ,638, ,19.3, ,74.5, ,59.9, ,67.2, ,96, ,73, ,85, ,62.5, ,4.8, ,114.0, ,74.4, 
241,7/30/2022,211,0.21, ,0, ,645, ,20.3, ,76.5, ,63.8, ,69.2, ,93, ,73, ,84, ,64.0, ,4.3, ,103.8, ,74.7, 
241,7/31/2022,212,0.15, ,0.00, ,461, ,21.8, ,80.0, ,67.4, ,71.6, ,93, ,60, ,82, ,65.9, ,4.0, ,96.2, ,75.3, 
