243,7/1/2022,182,0.25, ,0, ,580, ,12.5, ,84.3, ,53.2, ,66.5, ,90, ,30, ,56, ,50.5, ,9.0, ,216.4, ,74.9, 
243,7/2/2022,183,0.23, ,0, ,573, ,13.4, ,75.2, ,53.5, ,63.1, ,89, ,49, ,68, ,52.3, ,11.1, ,265.8, ,74.1, 
243,7/3/2022,184,0.19, ,0, ,468, ,13.1, ,74.2, ,56.4, ,62.7, ,83, ,45, ,68, ,51.8, ,11.0, ,264.5, ,72.6, 
243,7/4/2022,185,0.23, ,0, ,538, ,16.1, ,84.2, ,57.2, ,69.6, ,90, ,44, ,65, ,57.4, ,9.4, ,226.2, ,72.8, 
243,7/5/2022,186,0.24, ,0, ,537, ,17.3,Y,83.9, ,62.3, ,71.7, ,87, ,45, ,65,Y,59.5,Y,9.9, ,237.7, ,74.9, 
243,7/6/2022,187,0.23, ,0, ,552, ,15.0, ,78.7, ,58.4, ,67.4, ,84, ,47, ,66, ,55.4, ,10.2, ,244.2, ,75.2, 
243,7/7/2022,188,0.23, ,0, ,558, ,14.1, ,85.6, ,56.8, ,69.0, ,90, ,33, ,58, ,53.8, ,7.5, ,181.0, ,74.7, 
243,7/8/2022,189,0.26, ,0, ,564, ,13.6, ,91.9, ,49.4,Y,71.0, ,95, ,25, ,53, ,52.8, ,6.8, ,164.0, ,75.0, 
243,7/9/2022,190,0.24, ,0, ,562, ,14.8, ,87.2, ,57.6, ,71.3, ,87, ,33, ,57, ,55.0, ,7.2, ,172.7, ,75.5, 
243,7/10/2022,191,0.25, ,0, ,563, ,14.5, ,97.5, ,49.1,Y,75.2, ,98, ,21, ,49, ,54.6, ,4.8, ,115.9, ,75.9, 
243,7/11/2022,192,0.27, ,0, ,546, ,14.7, ,98.9, ,58.0, ,79.1, ,89, ,24, ,43, ,54.8, ,6.0, ,144.2, ,77.0, 
243,7/12/2022,193,0.28, ,0, ,546, ,14.4, ,87.9, ,60.0, ,71.9, ,84, ,29, ,54, ,54.2, ,11.4, ,274.5, ,77.1, 
243,7/13/2022,194,0.24, ,0, ,556, ,15.0, ,87.2, ,59.3, ,70.3, ,88, ,30, ,59, ,55.4, ,10.5, ,252.8, ,76.1, 
243,7/14/2022,195,0.25, ,0, ,552, ,14.2, ,93.5, ,51.6, ,72.0, ,97, ,27, ,53, ,53.9, ,5.9, ,142.4, ,76.1, 
243,7/15/2022,196,0.25, ,0, ,558, ,13.0, ,93.1, ,51.4, ,73.0, ,84, ,21, ,47, ,51.6, ,6.1, ,146.4, ,76.2, 
243,7/16/2022,197,0.25, ,0, ,544, ,13.4, ,100.6, ,54.5, ,76.7, ,86, ,11, ,43, ,52.4, ,5.1, ,121.6, ,76.5, 
243,7/17/2022,198,0.26, ,0, ,534, ,13.5, ,98.5, ,56.2, ,78.0, ,82, ,18, ,41, ,52.5, ,5.4, ,128.9, ,77.4, 
243,7/18/2022,199,0.27, ,0, ,528, ,12.1, ,97.0, ,58.4, ,77.6, ,85, ,14, ,37, ,49.6, ,5.9, ,142.6, ,77.7, 
243,7/19/2022,200,0.29, ,0, ,545, ,10.8,Y,95.1, ,58.4, ,76.3, ,75, ,13, ,35,Y,46.5,Y,7.2, ,172.8, ,77.5, 
243,7/20/2022,201,0.26, ,0, ,546, ,11.4, ,96.7, ,51.0, ,74.1, ,80, ,17, ,40, ,48.1, ,6.6, ,158.0, ,76.9, 
243,7/21/2022,202,0.27, ,0, ,553, ,11.4, ,93.5, ,50.6, ,72.8, ,85, ,23, ,41, ,47.9, ,7.2, ,173.0, ,76.5, 
243,7/22/2022,203,0.29, ,0, ,547, ,10.2,Y,93.6, ,50.5,Y,74.0, ,80, ,17, ,35,Y,44.9,Y,7.5, ,178.8, ,76.1, 
243,7/23/2022,204,0.24, ,0, ,555, ,12.2, ,93.6, ,49.5,Y,71.2, ,83, ,20, ,47, ,49.8, ,6.4, ,153.9, ,75.7, 
243,7/24/2022,205,0.24, ,0, ,546, ,13.2, ,93.6, ,46.4,R,70.5, ,94, ,23, ,52, ,51.9, ,7.1, ,170.6, ,75.6, 
243,7/25/2022,206,0.25, ,0, ,519, ,13.5, ,87.2, ,55.7, ,68.9, ,87, ,30, ,56, ,52.6, ,11.0, ,265.0, ,75.5, 
243,7/26/2022,207,0.24, ,0.00, ,504, ,14.2, ,89.6, ,59.8, ,70.5, ,82, ,25, ,56, ,53.9, ,10.6, ,253.2, ,75.3, 
243,7/27/2022,208,0.24, ,0, ,518, ,14.1, ,89.9, ,57.9, ,71.2, ,89, ,28, ,54, ,53.7, ,9.6, ,231.1, ,75.4, 
243,7/28/2022,209,0.21, ,0, ,462, ,15.1, ,89.2, ,57.8, ,70.4, ,87, ,36, ,59, ,55.6, ,9.0, ,216.8, ,75.8, 
243,7/29/2022,210,0.23, ,0, ,515, ,16.3, ,90.1, ,59.2, ,71.1, ,89, ,37, ,63, ,57.7, ,10.4, ,249.9, ,76.2, 
243,7/30/2022,211,0.22, ,0, ,498, ,16.6, ,86.0, ,60.2, ,70.2, ,87, ,43, ,66, ,58.2, ,10.4, ,249.7, ,76.6, 
243,7/31/2022,212,0.13, ,0, ,311, ,16.7, ,82.4, ,61.3, ,70.1, ,87, ,49, ,66, ,58.4, ,7.7, ,184.5, ,76.6, 
