213,7/1/2022,182,0.14, ,0.02, ,535, ,13.1, ,60.2, ,50.4, ,53.4, ,100, ,80, ,94, ,51.7, ,8.5, ,204.1, ,65.1, 
213,7/2/2022,183,0.11, ,0.02, ,437, ,13.5, ,61.8, ,50.8, ,54.8, ,100, ,80, ,92, ,52.6, ,7.5, ,180.3, ,64.6, 
213,7/3/2022,184,0.13, ,0.02, ,488, ,13.3, ,61.3, ,52.6, ,55.7, ,100, ,72, ,88, ,52.1, ,6.6, ,157.3, ,65.0, 
213,7/4/2022,185,0.15, ,0.01, ,520, ,16.5,Y,66.7, ,54.3, ,60.2, ,100, ,80, ,92,Y,58.0,Y,5.5, ,131.6, ,65.6, 
213,7/5/2022,186,0.16, ,0.02, ,531, ,17.7,R,67.9, ,--,S,62.3, ,100, ,76, ,--,R,--,I,5.5, ,131.9, ,67.4, 
213,7/6/2022,187,0.16, ,0.02, ,523, ,15.8, ,66.3, ,56.9,Y,61.2, ,100, ,71, ,86, ,56.9, ,6.2, ,148.1, ,67.9, 
213,7/7/2022,188,0.19, ,0.02, ,641, ,14.9, ,67.5, ,53.9, ,59.5, ,100, ,68, ,86, ,55.2, ,5.9, ,142.6, ,67.7, 
213,7/8/2022,189,0.20, ,0, ,711, ,14.7, ,64.2, ,53.8, ,58.1, ,100, ,76, ,89, ,54.9, ,7.2, ,173.0, ,67.6, 
213,7/9/2022,190,0.16, ,0.00, ,560, ,14.9, ,63.8, ,52.8, ,57.8, ,100, ,77, ,91, ,55.2, ,7.4, ,178.2, ,67.1, 
213,7/10/2022,191,0.22, ,0, ,700, ,15.4, ,75.5, ,54.6, ,61.9, ,100, ,57, ,82, ,56.2, ,5.5, ,131.8, ,67.6, 
213,7/11/2022,192,0.18, ,0, ,641, ,15.5, ,67.8, ,55.5, ,58.6, ,100, ,71, ,93, ,56.4, ,6.7, ,159.7, ,68.2, 
213,7/12/2022,193,0.15, ,0.04, ,539, ,15.7, ,63.7, ,54.9, ,58.1, ,100, ,82, ,95, ,56.6, ,7.8, ,188.0, ,67.6, 
213,7/13/2022,194,0.16, ,0.03,H,572, ,15.4, ,65.1, ,54.4, ,58.2, ,100, ,75, ,93, ,56.1, ,7.6, ,182.0, ,67.2, 
213,7/14/2022,195,0.20, ,0, ,670, ,14.2, ,69.3, ,53.8, ,59.1, ,100, ,58, ,83, ,54.0, ,6.6, ,158.7, ,66.9, 
213,7/15/2022,196,0.20, ,0, ,691, ,14.0, ,64.8, ,52.3, ,57.2, ,100, ,72, ,88, ,53.5, ,7.0, ,168.0, ,66.7, 
213,7/16/2022,197,0.20, ,0, ,694, ,14.2, ,67.5, ,51.4, ,57.8, ,100, ,69, ,87, ,53.9, ,6.0, ,144.5, ,66.8, 
213,7/17/2022,198,0.19, ,0.02, ,686, ,13.9, ,62.4, ,52.5, ,56.9, ,100, ,75, ,88, ,53.4, ,6.5, ,156.4, ,66.8, 
213,7/18/2022,199,0.20, ,0, ,688, ,13.8, ,64.8, ,52.6, ,57.6, ,100, ,66, ,85, ,53.2, ,6.3, ,151.3, ,66.6, 
213,7/19/2022,200,0.17, ,0, ,652, ,13.9, ,61.6, ,51.1, ,55.3, ,100, ,78, ,93, ,53.3, ,6.9, ,165.0, ,66.5, 
213,7/20/2022,201,0.18, ,0, ,654, ,13.7, ,61.0, ,51.1, ,54.8, ,100, ,80, ,93, ,52.9, ,7.0, ,168.7, ,66.6, 
213,7/21/2022,202,0.18, ,0, ,659, ,13.4, ,60.4, ,50.1, ,54.3, ,100, ,81, ,93, ,52.3, ,7.6, ,181.5, ,66.5, 
213,7/22/2022,203,0.19, ,0, ,681, ,13.6, ,65.4, ,50.9, ,56.8, ,100, ,69, ,86, ,52.7, ,7.5, ,179.1, ,66.3, 
213,7/23/2022,204,0.16, ,0.01, ,619, ,13.2, ,59.4, ,50.1, ,53.6, ,100, ,82, ,94, ,51.9, ,7.3, ,175.9, ,66.3, 
213,7/24/2022,205,0.13, ,0.02, ,506, ,13.4, ,59.3, ,50.5, ,53.7, ,100, ,83, ,95, ,52.4, ,7.3, ,175.9, ,66.1, 
213,7/25/2022,206,0.14, ,0.01, ,508, ,14.3, ,61.4, ,51.2, ,55.3, ,100, ,83, ,96, ,54.1, ,7.8, ,187.5, ,65.6, 
213,7/26/2022,207,0.14, ,0.03, ,518, ,15.1, ,63.1, ,54.5, ,56.9, ,100, ,81, ,96, ,55.6, ,7.3, ,175.8, ,66.1, 
213,7/27/2022,208,0.16, ,0.03, ,572, ,14.6, ,62.0, ,53.3, ,56.2, ,100, ,83, ,95, ,54.8, ,7.2, ,173.6, ,66.3, 
213,7/28/2022,209,0.11, ,0.01, ,427, ,15.2, ,61.0, ,52.7, ,56.0, ,100, ,94, ,99, ,55.8, ,7.9, ,188.5, ,65.8, 
213,7/29/2022,210,0.12, ,0.03,H,444, ,15.8, ,62.4, ,54.8, ,57.3, ,100, ,89, ,98, ,56.8, ,7.9, ,190.7, ,65.6, 
213,7/30/2022,211,0.08, ,0.02, ,313, ,15.9, ,62.4, ,55.5, ,57.6, ,100, ,87, ,98, ,57.1, ,7.1, ,169.3, ,65.6, 
213,7/31/2022,212,0.07, ,0.02, ,303, ,16.2, ,63.4, ,56.2, ,58.4, ,100, ,84, ,97, ,57.5, ,6.5, ,156.4, ,65.5, 
