107,7/1/2022,182,0.23, ,0.01, ,723, ,20.8,Y,80.9, ,62.2, ,70.3, ,100, ,57, ,82,Y,64.7,Y,3.7, ,88.3, ,76.9, 
107,7/2/2022,183,0.24, ,0.02, ,737, ,19.1, ,81.6, ,59.1, ,69.5, ,97, ,54, ,77, ,62.2, ,3.3, ,79.2, ,76.6, 
107,7/3/2022,184,0.23, ,0.02, ,736, ,17.9, ,78.6, ,59.1, ,68.5, ,93, ,52, ,75, ,60.3, ,3.2, ,76.5, ,76.5, 
107,7/4/2022,185,0.23, ,0.02, ,721, ,17.9, ,85.7,Y,58.2, ,68.3, ,94, ,62, ,76, ,60.4, ,3.0, ,71.2, ,76.6, 
107,7/5/2022,186,0.21, ,0.03, ,679, ,19.3, ,79.3, ,59.8, ,68.2, ,98, ,69, ,82, ,62.5, ,3.2, ,75.8, ,76.7, 
107,7/6/2022,187,0.21, ,0.05, ,680, ,20.0, ,77.6, ,61.1, ,68.4, ,100, ,62, ,84, ,63.5, ,3.0, ,71.2, ,76.8, 
107,7/7/2022,188,0.24, ,0.03, ,743,R,19.4, ,78.7, ,60.7, ,69.6, ,100, ,58, ,78, ,62.6, ,3.2, ,76.5, ,77.1, 
107,7/8/2022,189,0.20, ,0, ,644, ,21.6,Y,83.2, ,59.2, ,67.9, ,100, ,75, ,93,Y,65.7,Y,2.9, ,70.2, ,76.9, 
107,7/9/2022,190,0.21, ,0, ,669, ,20.7, ,79.1, ,60.9, ,68.6,H,100,H,62,H,86, ,64.4, ,2.3, ,54.4, ,76.9, 
107,7/10/2022,191,0.23, ,0.01, ,731, ,20.1, ,80.5, ,63.1, ,70.5, ,100, ,53, ,79, ,63.6, ,2.2, ,51.8, ,77.3, 
107,7/11/2022,192,0.19, ,0.02, ,634, ,20.7, ,77.0, ,61.1, ,66.4, ,100, ,74, ,93, ,64.5, ,2.3, ,54.7, ,76.9, 
107,7/12/2022,193,0.16,R,0.02, ,544, ,19.5, ,76.1, ,59.8, ,64.9, ,100, ,76, ,93, ,62.8, ,1.9, ,45.0, ,76.0, 
107,7/13/2022,194,0.19,R,0.01, ,658, ,19.2, ,73.9, ,60.4, ,65.0, ,100, ,77, ,91, ,62.3, ,2.5, ,60.6, ,75.7, 
107,7/14/2022,195,0.20, ,0.04, ,665, ,18.3, ,72.6, ,59.2, ,64.8, ,100, ,68, ,88, ,61.0, ,2.0, ,47.5, ,75.9, 
107,7/15/2022,196,0.21, ,0.03, ,700, ,18.6, ,78.0, ,59.3, ,67.2, ,100, ,55, ,82, ,61.4, ,2.1, ,50.9, ,76.1, 
107,7/16/2022,197,0.22, ,0.00, ,699, ,18.9, ,78.2, ,60.6, ,68.9, ,100, ,55, ,78, ,61.9, ,1.9, ,46.6, ,76.9, 
107,7/17/2022,198,0.20, ,0, ,639, ,19.5, ,81.4, ,62.1, ,69.0, ,100, ,58, ,81, ,62.7, ,1.9, ,46.5, ,77.4, 
107,7/18/2022,199,0.18, ,0.03, ,571, ,20.4, ,80.9, ,63.1, ,70.4, ,100, ,60, ,80, ,64.1, ,2.1, ,50.5, ,77.5, 
107,7/19/2022,200,0.21,R,0.01, ,675, ,20.0, ,79.9, ,61.8, ,69.1, ,100, ,58, ,83, ,63.5, ,1.9,Y,45.3,Y,77.9, 
107,7/20/2022,201,0.20, ,0.02, ,631, ,19.6, ,80.9, ,62.1, ,68.5, ,100, ,50, ,82, ,62.9, ,2.1, ,49.9, ,78.1, 
107,7/21/2022,202,0.22, ,0.01, ,699, ,18.9, ,77.8, ,61.7, ,68.2, ,100, ,48, ,80, ,61.9, ,2.4, ,56.9, ,78.2, 
107,7/22/2022,203,0.21, ,0.02, ,706, ,19.5, ,75.1, ,61.0, ,68.1, ,100, ,61, ,83, ,62.8, ,2.4, ,58.5, ,78.0, 
107,7/23/2022,204,0.19,R,0.02, ,632, ,19.7, ,78.0, ,61.4, ,67.7, ,99, ,66, ,85, ,63.1, ,2.6, ,62.7, ,77.6, 
107,7/24/2022,205,0.19, ,0.01, ,654, ,19.3, ,74.9, ,61.4, ,66.1, ,100, ,68, ,88, ,62.4, ,2.3, ,54.2, ,77.2, 
107,7/25/2022,206,0.16,R,0, ,558, ,18.4, ,70.9, ,58.9, ,63.6, ,100, ,78, ,92, ,61.2, ,2.4, ,58.8, ,76.9, 
107,7/26/2022,207,0.14, ,0.02, ,502, ,18.0, ,70.5, ,58.4, ,62.7, ,100, ,77, ,92, ,60.4, ,2.6, ,61.4, ,76.0, 
107,7/27/2022,208,0.18, ,0, ,618, ,18.5, ,72.1, ,59.5, ,64.7, ,100, ,68, ,89, ,61.3, ,2.9, ,68.6, ,75.9, 
107,7/28/2022,209,0.20, ,0, ,658, ,18.8, ,76.1, ,59.2, ,66.7, ,100, ,65, ,84, ,61.8, ,2.6, ,62.7, ,76.4, 
107,7/29/2022,210,0.21,R,0.02, ,670, ,19.2, ,79.6, ,59.8, ,68.0, ,100, ,60, ,82, ,62.4, ,2.3, ,55.7, ,77.0, 
107,7/30/2022,211,0.20,R,0, ,633, ,20.1, ,78.5, ,61.6, ,69.4, ,100, ,61, ,82, ,63.6, ,2.4, ,58.1, ,77.9, 
107,7/31/2022,212,0.18, ,0.00,H,567, ,21.2, ,81.5, ,65.0, ,70.4, ,100, ,60, ,84, ,65.2, ,2.2, ,53.0, ,78.5, 
