220,7/1/2022,182,0.34, ,0, ,735, ,6.5, ,100.4, ,70.5, ,85.9, ,24, ,8, ,15, ,33.5, ,6.3, ,151.8, ,80.7, 
220,7/2/2022,183,0.34, ,0, ,741, ,5.1, ,94.6, ,71.1, ,82.2, ,33, ,8, ,14, ,27.5, ,7.1, ,169.6, ,81.1, 
220,7/3/2022,184,0.30, ,0, ,749, ,9.2, ,90.3, ,60.6, ,75.4, ,43, ,18, ,31, ,42.3, ,5.6, ,134.1, ,80.6, 
220,7/4/2022,185,0.29, ,0, ,723, ,11.0, ,88.8, ,61.2, ,74.7, ,56, ,25, ,38, ,47.1, ,5.7, ,136.2, ,80.3, 
220,7/5/2022,186,0.30, ,0, ,723, ,12.5, ,93.9, ,64.0, ,77.7, ,52, ,27, ,39, ,50.5, ,6.4, ,153.4, ,80.7, 
220,7/6/2022,187,0.31, ,0, ,739, ,11.3, ,94.0, ,64.3, ,78.9, ,61, ,18, ,34, ,47.8, ,6.2, ,148.6, ,81.0, 
220,7/7/2022,188,0.31, ,0, ,736, ,11.0, ,97.4, ,62.8, ,83.0, ,64, ,13, ,29, ,47.1, ,5.0, ,120.4, ,80.7, 
220,7/8/2022,189,0.32, ,0, ,732, ,9.6, ,99.9, ,68.9, ,84.8, ,39, ,16, ,23, ,43.4, ,5.5, ,132.3, ,80.8, 
220,7/9/2022,190,0.32, ,0, ,741, ,9.2, ,97.4, ,73.0, ,84.2, ,40, ,12, ,23, ,42.5, ,5.9, ,140.9, ,81.7, 
220,7/10/2022,191,0.31,R,0, ,729, ,10.3, ,109.0, ,63.1, ,86.0, ,49, ,13, ,24, ,45.3, ,4.3, ,102.9, ,82.4, 
220,7/11/2022,192,0.31, ,0.01, ,729, ,8.6, ,113.2,Y,67.7, ,88.5, ,52, ,8, ,19, ,40.6, ,4.1, ,99.1, ,82.4, 
220,7/12/2022,193,0.33, ,0, ,721, ,7.5, ,106.5, ,74.7, ,89.3, ,28, ,10, ,16, ,37.2, ,5.2, ,124.2, ,81.5, 
220,7/13/2022,194,0.33, ,0, ,711, ,5.6, ,103.9, ,77.3, ,90.5, ,23, ,7, ,11, ,29.8, ,4.8, ,116.3, ,81.8, 
220,7/14/2022,195,0.31, ,0, ,672, ,12.9, ,106.6, ,71.2, ,90.4, ,40, ,11, ,26, ,51.2, ,4.1, ,99.4, ,82.7, 
220,7/15/2022,196,0.31, ,0.00, ,679, ,15.8, ,106.9, ,75.7, ,92.0, ,67, ,20, ,31, ,56.8, ,4.3, ,103.9, ,83.0, 
220,7/16/2022,197,0.33, ,0, ,686, ,12.1, ,106.3, ,76.1, ,92.0, ,44, ,16, ,24, ,49.5, ,4.6, ,109.8, ,84.1,Y
220,7/17/2022,198,0.34, ,0, ,687, ,12.1, ,105.2, ,77.5, ,91.8, ,33, ,16, ,24, ,49.5, ,5.9, ,140.8, ,85.2,Y
220,7/18/2022,199,0.33, ,0, ,654, ,12.3, ,99.8, ,81.6,Y,89.5, ,32, ,20, ,26, ,50.0, ,6.6, ,157.4, ,85.0,Y
220,7/19/2022,200,0.34, ,0.00, ,698, ,12.5, ,105.7, ,76.3, ,90.5, ,46, ,17, ,25, ,50.4, ,5.8, ,139.3, ,84.0,Y
220,7/20/2022,201,0.34, ,0, ,669, ,11.0, ,100.9, ,78.2,Y,89.1, ,34, ,17, ,23, ,46.9, ,6.0, ,145.1, ,83.6, 
220,7/21/2022,202,0.32, ,0, ,674, ,10.3, ,102.8, ,71.9, ,89.9, ,37, ,14, ,21, ,45.3, ,5.0, ,119.0, ,83.5, 
220,7/22/2022,203,0.35, ,0, ,698, ,5.5, ,102.3, ,79.6,Y,91.4, ,32, ,6, ,11, ,29.2, ,6.3, ,150.3, ,82.1, 
220,7/23/2022,204,0.31, ,0, ,650, ,9.0, ,104.2, ,73.4, ,89.9, ,33, ,11, ,19, ,41.8, ,4.3, ,104.2, ,82.4, 
220,7/24/2022,205,0.33, ,0, ,703, ,10.5, ,106.0, ,76.6, ,89.3, ,41, ,15, ,22, ,45.9, ,5.2, ,126.0, ,83.5, 
220,7/25/2022,206,0.32, ,0, ,678, ,8.3, ,101.0, ,77.8, ,89.7, ,28, ,9, ,17, ,39.7, ,5.3, ,126.8, ,84.2,Y
220,7/26/2022,207,0.32, ,0, ,686, ,9.5, ,101.6, ,68.1, ,87.1, ,45, ,15, ,22, ,43.2, ,5.3, ,126.3, ,83.4, 
220,7/27/2022,208,0.33, ,0, ,668, ,9.5, ,104.9, ,78.7,Y,88.5, ,27, ,14, ,21, ,43.2, ,5.7, ,137.6, ,83.0, 
220,7/28/2022,209,0.27, ,0, ,542, ,12.5, ,106.4, ,69.8, ,89.3, ,41, ,20, ,26, ,50.4, ,4.0, ,97.1, ,83.0, 
220,7/29/2022,210,0.32, ,0, ,659, ,12.3, ,103.7, ,76.4, ,89.0, ,48, ,18, ,26, ,50.1, ,5.5, ,132.3, ,81.8, 
220,7/30/2022,211,0.24,R,0, ,515, ,14.8, ,99.8, ,75.5, ,86.1, ,44, ,23, ,35, ,55.0, ,4.2, ,100.1, ,82.5, 
220,7/31/2022,212,0.27, ,0, ,556, ,16.5,Y,97.3, ,76.4, ,85.6, ,64, ,25, ,39,Y,58.1,Y,5.3, ,126.9, ,84.2, 
