6,7/1/2022,182,0.26, ,0, ,702, ,13.5, ,86.2, ,52.2, ,67.5, ,95, ,28, ,59, ,52.6, ,5.5, ,131.9, ,68.4, 
6,7/2/2022,183,0.27, ,0, ,698, ,13.3, ,81.4, ,54.4, ,64.9, ,86, ,41, ,63, ,52.1, ,9.8,Y,235.6,Y,66.6, 
6,7/3/2022,184,0.22, ,0, ,587, ,12.8, ,78.2, ,53.5, ,64.2, ,92, ,41, ,62, ,51.1, ,7.2, ,172.0, ,65.4,Y
6,7/4/2022,185,0.26, ,0, ,666, ,15.0, ,85.5, ,52.9, ,70.0, ,91, ,41, ,60, ,55.5, ,5.9, ,141.7, ,66.5, 
6,7/5/2022,186,0.28, ,0, ,655, ,16.9, ,85.2, ,62.7, ,73.4, ,90, ,42, ,60, ,58.7, ,7.7, ,183.8, ,69.3, 
6,7/6/2022,187,0.27, ,0, ,687, ,14.7, ,82.7, ,56.9, ,69.2, ,90, ,40, ,60, ,54.8, ,7.3, ,174.8, ,68.7, 
6,7/7/2022,188,0.26, ,0, ,693, ,14.2, ,87.3, ,54.7, ,70.1, ,93, ,29, ,56, ,53.8, ,4.4, ,106.2, ,68.5, 
6,7/8/2022,189,0.28, ,0, ,692, ,14.4, ,92.6, ,54.8, ,72.8, ,96, ,24, ,52, ,54.4, ,4.6, ,111.5, ,69.0, 
6,7/9/2022,190,0.27, ,0, ,691, ,14.9, ,91.0, ,56.1, ,72.7, ,91, ,29, ,54, ,55.2, ,4.7, ,112.6, ,69.4, 
6,7/10/2022,191,0.29, ,0, ,693, ,14.9, ,98.6, ,55.4, ,77.6, ,95, ,19, ,46, ,55.3, ,4.1, ,97.7, ,69.6, 
6,7/11/2022,192,0.30, ,0.00, ,670, ,15.3, ,99.2, ,60.1, ,80.1, ,89, ,23, ,44, ,56.0, ,4.6, ,111.1, ,70.7, 
6,7/12/2022,193,0.30, ,0, ,678, ,14.6, ,94.8, ,58.0, ,74.8, ,86, ,24, ,50, ,54.7, ,6.6, ,157.3, ,70.2, 
6,7/13/2022,194,0.27, ,0, ,693, ,14.5, ,88.9, ,59.6, ,72.2, ,79, ,30, ,54, ,54.5, ,6.2, ,148.1, ,69.7, 
6,7/14/2022,195,0.28, ,0, ,679, ,14.9, ,93.8, ,54.4, ,73.5, ,95, ,28, ,53, ,55.3, ,4.4, ,106.5, ,69.5, 
6,7/15/2022,196,0.27, ,0, ,689, ,14.9, ,93.3, ,55.1, ,73.4, ,95, ,25, ,53, ,55.2, ,4.0, ,97.1, ,69.4, 
6,7/16/2022,197,0.28, ,0.01, ,670, ,13.8, ,99.2, ,55.0, ,77.2, ,93, ,14, ,43, ,53.2, ,4.1, ,97.4, ,69.4, 
6,7/17/2022,198,0.30, ,0, ,672, ,14.0, ,100.9, ,57.9, ,78.3, ,88, ,15, ,42, ,53.6, ,5.2, ,124.9, ,69.9, 
6,7/18/2022,199,0.29, ,0, ,667, ,13.4, ,98.1, ,59.3, ,77.7, ,84, ,20, ,41, ,52.4, ,5.2, ,124.0, ,69.9, 
6,7/19/2022,200,0.29, ,0, ,674, ,12.8, ,97.3, ,56.7, ,75.1, ,91, ,13, ,43, ,51.0, ,5.1, ,123.3, ,69.2, 
6,7/20/2022,201,0.28, ,0, ,678, ,13.2, ,98.5, ,53.3, ,74.8, ,94, ,18, ,45, ,52.0, ,4.5, ,108.2, ,68.4, 
6,7/21/2022,202,0.27, ,0, ,682, ,13.7, ,95.4, ,53.8, ,73.8, ,93, ,25, ,48, ,52.9, ,4.6, ,110.4, ,68.2, 
6,7/22/2022,203,0.28, ,0, ,680, ,12.6, ,96.7, ,53.9, ,74.1, ,93, ,19, ,44, ,50.6, ,4.5, ,108.1, ,68.2, 
6,7/23/2022,204,0.26, ,0, ,688, ,13.3, ,93.9, ,51.5, ,71.9, ,94, ,23, ,50, ,52.2, ,4.1, ,97.4, ,67.5,Y
6,7/24/2022,205,0.26, ,0, ,682, ,13.9, ,94.1, ,53.6, ,72.7, ,93, ,23, ,51, ,53.3, ,4.0, ,96.6, ,67.6,Y
6,7/25/2022,206,0.25, ,0, ,642, ,14.8, ,90.2, ,54.6, ,71.0, ,93, ,34, ,57, ,55.0, ,4.5, ,107.2, ,67.9,Y
6,7/26/2022,207,0.24, ,0, ,586, ,14.8, ,91.8, ,58.0, ,73.0, ,85, ,32, ,53, ,55.0, ,5.6, ,134.9, ,68.0,Y
6,7/27/2022,208,0.26, ,0, ,624, ,14.9, ,93.8, ,56.4, ,73.3, ,90, ,31, ,53, ,55.3, ,4.9, ,116.8, ,68.0,Y
6,7/28/2022,209,0.24, ,0, ,619, ,15.7, ,92.9, ,56.9, ,72.0, ,91, ,34, ,58, ,56.6, ,5.0, ,120.3, ,67.9,Y
6,7/29/2022,210,0.24, ,0, ,630, ,16.8, ,91.7, ,58.0, ,72.5, ,94, ,37, ,62, ,58.6, ,5.1, ,121.4, ,68.2, 
6,7/30/2022,211,0.24, ,0, ,629, ,16.9, ,86.3, ,60.1, ,72.1, ,90, ,43, ,63, ,58.7, ,6.0, ,144.9, ,68.4, 
6,7/31/2022,212,0.17, ,0, ,400, ,17.0, ,86.2, ,61.6, ,71.2, ,88, ,47, ,65, ,58.9, ,6.5, ,155.1, ,68.4, 
