139,7/1/2022,182,--,N,0, ,743, ,12.4, ,89.7, ,51.4, ,70.1, ,100, ,18, ,49, ,50.3, ,3.2, ,76.6, ,71.5, 
139,7/2/2022,183,--,N,0, ,742, ,12.2, ,85.7, ,54.4, ,67.9, ,86, ,25, ,52, ,49.8, ,3.7, ,89.4, ,71.4, 
139,7/3/2022,184,--,N,0, ,617, ,12.0, ,80.5, ,54.5, ,67.2, ,86, ,34, ,53, ,49.3, ,5.7,Y,135.8,Y,70.5, 
139,7/4/2022,185,--,N,0, ,629, ,14.1, ,84.8, ,58.6, ,72.0, ,70, ,38, ,53, ,53.8, ,4.5, ,107.4, ,69.9,Y
139,7/5/2022,186,--,N,0, ,661, ,16.0, ,83.4, ,63.7, ,73.8, ,77, ,41, ,56, ,57.2, ,5.1, ,123.5, ,71.0, 
139,7/6/2022,187,--,N,0, ,727, ,13.8, ,83.3, ,55.7, ,70.7, ,99, ,35, ,54, ,53.2, ,4.6, ,111.0, ,71.1, 
139,7/7/2022,188,--,N,0, ,727, ,13.6, ,89.3, ,56.3, ,73.7, ,85, ,25, ,48, ,52.7, ,4.0, ,96.4, ,71.3, 
139,7/8/2022,189,--,N,0, ,725, ,13.2, ,94.0, ,54.3, ,75.4, ,100, ,21, ,44, ,51.9, ,3.4, ,81.9, ,72.1, 
139,7/9/2022,190,--,N,0, ,727, ,13.0, ,93.5, ,59.6, ,77.8, ,67, ,20, ,40, ,51.5, ,4.2, ,101.8, ,72.5, 
139,7/10/2022,191,--,N,0, ,731, ,13.6, ,99.9, ,55.9, ,80.0, ,99, ,15, ,39, ,52.7, ,3.2, ,77.8, ,73.2, 
139,7/11/2022,192,--,N,0, ,707, ,13.4, ,101.4, ,62.0, ,83.5, ,81, ,18, ,34, ,52.4, ,4.0, ,94.9, ,74.1, 
139,7/12/2022,193,--,N,0, ,717, ,12.2, ,98.5, ,59.0, ,78.8, ,85, ,14, ,36, ,49.8, ,3.5, ,83.0, ,74.2, 
139,7/13/2022,194,--,N,0, ,732, ,13.1, ,93.6, ,61.0, ,76.4, ,71, ,20, ,42, ,51.7, ,4.1, ,98.6, ,74.0, 
139,7/14/2022,195,--,N,0, ,714, ,13.9, ,98.0, ,56.3, ,76.8, ,98, ,19, ,44, ,53.3, ,3.1, ,73.8, ,74.4, 
139,7/15/2022,196,--,N,0.08, ,728, ,13.6, ,99.3, ,53.5, ,76.0, ,100, ,12, ,44, ,52.7, ,2.6, ,63.1, ,74.7, 
139,7/16/2022,197,--,N,0.11, ,715, ,13.0, ,101.0, ,54.2, ,78.0, ,100, ,13, ,40, ,51.5, ,2.7, ,65.8, ,74.1, 
139,7/17/2022,198,--,N,0.06, ,714, ,11.9, ,102.0, ,58.0, ,80.0, ,95, ,8, ,34, ,49.1, ,3.1, ,73.4, ,74.0, 
139,7/18/2022,199,--,N,0.06, ,709, ,11.0, ,100.1, ,58.4, ,78.9, ,91, ,7, ,33, ,47.1, ,3.3, ,79.8, ,73.7, 
139,7/19/2022,200,--,N,0.00, ,720, ,9.8,Y,100.5, ,57.3, ,78.2, ,74, ,9, ,30,Y,44.0,Y,3.1, ,75.6, ,73.8, 
139,7/20/2022,201,--,N,0, ,720, ,10.5, ,102.8, ,54.4, ,78.3, ,83, ,9, ,32, ,45.9, ,2.9, ,70.2, ,74.6, 
139,7/21/2022,202,--,N,0, ,721, ,11.6, ,100.2, ,54.0, ,78.0, ,93, ,12, ,35, ,48.4, ,3.2, ,76.7, ,75.3, 
139,7/22/2022,203,--,N,0.02, ,719, ,9.1,Y,99.6, ,58.8, ,80.4, ,66, ,10, ,26,Y,42.1,Y,4.0, ,97.1, ,74.9, 
139,7/23/2022,204,--,N,0.07, ,728,R,11.8, ,96.4, ,51.9, ,74.9, ,99, ,15, ,40, ,48.8, ,3.0, ,71.3, ,74.4, 
139,7/24/2022,205,--,N,0.07, ,717, ,13.5, ,96.2, ,54.3, ,74.8, ,100, ,18, ,46, ,52.5, ,2.7, ,64.9, ,74.7, 
139,7/25/2022,206,--,N,0.07, ,675, ,13.8, ,95.6, ,55.3, ,74.8, ,100, ,22, ,47, ,53.2, ,2.9, ,68.9, ,75.0, 
139,7/26/2022,207,--,N,0, ,623, ,12.9, ,95.4, ,62.2, ,77.6, ,70, ,20, ,40, ,51.3, ,3.9, ,93.8, ,75.3, 
139,7/27/2022,208,--,N,0, ,679, ,12.4, ,98.3, ,59.1, ,78.4, ,73, ,12, ,38, ,50.3, ,3.5, ,83.1, ,75.7, 
139,7/28/2022,209,--,N,0, ,646, ,15.2, ,96.6, ,59.5, ,77.0, ,84, ,26, ,48, ,55.7, ,2.9, ,69.0, ,76.1, 
139,7/29/2022,210,--,N,0.02, ,663, ,16.6, ,95.2, ,60.6, ,76.2, ,91, ,30, ,54, ,58.3, ,2.5, ,60.2, ,76.7, 
139,7/30/2022,211,--,N,0.08, ,632, ,17.1, ,89.9, ,61.3, ,75.2, ,99, ,35, ,57, ,59.0, ,2.9, ,69.5, ,77.0, 
139,7/31/2022,212,--,N,0.03, ,513, ,17.5, ,89.7, ,62.3, ,74.6, ,99, ,37, ,60, ,59.8, ,2.8, ,67.4, ,76.9, 
