71,7/1/2022,182,0.28, ,0, ,732, ,13.1, ,85.9, ,50.0, ,67.0, ,94, ,30, ,58, ,51.7, ,6.0, ,143.5, ,63.1, 
71,7/2/2022,183,0.26, ,0, ,720, ,13.3, ,80.8, ,48.3, ,64.0, ,95, ,43, ,65, ,52.2, ,6.6, ,157.4, ,65.7, 
71,7/3/2022,184,0.24, ,0, ,679, ,12.5, ,75.1,Y,47.5, ,61.9,Y,95, ,46, ,66,Y,50.5,Y,6.7, ,160.9, ,65.5, 
71,7/4/2022,185,0.22, ,0, ,614, ,16.2, ,83.8, ,50.8, ,69.1, ,91, ,51, ,67, ,57.6, ,5.8, ,138.6, ,65.4, 
71,7/5/2022,186,0.24, ,0, ,651, ,18.8, ,84.7, ,61.5, ,72.2, ,90, ,54, ,70, ,61.7, ,6.3, ,150.7, ,66.7, 
71,7/6/2022,187,0.26, ,0, ,695, ,16.1, ,81.3, ,56.9, ,68.4, ,92, ,49, ,68, ,57.4, ,7.2, ,172.4, ,66.9, 
71,7/7/2022,188,0.27, ,0, ,700, ,14.8, ,85.8, ,52.6, ,69.5, ,94, ,40, ,60, ,55.1, ,6.0, ,143.0, ,66.6, 
71,7/8/2022,189,0.29, ,0, ,699, ,15.1, ,90.1, ,53.8, ,73.0, ,91, ,36, ,54, ,55.6, ,6.1, ,145.9, ,66.6, 
71,7/9/2022,190,0.28, ,0, ,706, ,16.1, ,86.7, ,54.0, ,72.1, ,91, ,41, ,60, ,57.4, ,6.3, ,151.2, ,66.8, 
71,7/10/2022,191,0.27, ,0, ,717, ,17.5, ,93.2, ,51.8, ,73.6, ,95, ,35, ,62, ,59.7, ,4.3, ,103.5, ,67.0, 
71,7/11/2022,192,0.28, ,0, ,698, ,18.3, ,96.3, ,58.7, ,78.2, ,93, ,35, ,55, ,61.0, ,3.8, ,91.8, ,68.0, 
71,7/12/2022,193,0.27, ,0, ,682, ,17.8, ,90.7, ,59.0, ,73.7, ,87, ,41, ,63, ,60.2, ,5.4, ,129.8, ,68.5, 
71,7/13/2022,194,0.25, ,0, ,698, ,17.5, ,87.7, ,56.9, ,71.5, ,94, ,46, ,66, ,59.6, ,5.0, ,119.7, ,68.5, 
71,7/14/2022,195,0.27, ,0, ,697, ,16.2, ,92.2, ,53.5, ,72.0, ,96, ,34, ,60, ,57.6, ,4.9, ,116.6, ,68.3, 
71,7/15/2022,196,0.27, ,0, ,688, ,15.1, ,91.9, ,51.0, ,71.7, ,89, ,32, ,57, ,55.6, ,4.7, ,113.9, ,67.8, 
71,7/16/2022,197,0.27, ,0, ,687, ,17.7, ,96.2, ,56.1, ,76.0, ,88, ,37, ,58, ,60.0, ,4.2, ,101.5, ,68.1, 
71,7/17/2022,198,0.29, ,0, ,670, ,16.5, ,97.8, ,59.5, ,78.1, ,87, ,29, ,50, ,58.1, ,4.6, ,110.0, ,68.7, 
71,7/18/2022,199,0.27, ,0, ,662, ,15.8, ,98.5, ,59.4, ,78.9, ,86, ,27, ,47, ,56.8, ,3.6, ,85.6, ,68.8, 
71,7/19/2022,200,0.29, ,0, ,672, ,15.0, ,96.5, ,63.6, ,77.9, ,81, ,23, ,46, ,55.5, ,4.6, ,110.4, ,68.2, 
71,7/20/2022,201,0.29, ,0, ,695, ,14.4, ,94.9, ,56.4, ,75.2, ,87, ,25, ,48, ,54.3, ,5.6, ,133.9, ,69.9, 
71,7/21/2022,202,0.29, ,0, ,706, ,13.9, ,96.0, ,51.0, ,73.6, ,92, ,21, ,49, ,53.4, ,5.6, ,133.4, ,69.4, 
71,7/22/2022,203,0.30, ,0, ,698, ,12.3, ,94.4, ,51.1, ,74.2, ,91, ,21, ,42, ,49.9, ,5.3, ,126.2, ,69.1, 
71,7/23/2022,204,0.26, ,0, ,704, ,14.5, ,91.3, ,48.4, ,70.7, ,90, ,36, ,56, ,54.5, ,4.4, ,106.7, ,68.6, 
71,7/24/2022,205,0.26, ,0, ,688, ,16.7, ,92.6, ,51.5, ,71.7, ,94, ,39, ,63, ,58.3, ,4.4, ,105.0, ,68.8, 
71,7/25/2022,206,0.26, ,0, ,671, ,16.2, ,91.1, ,54.9, ,72.2, ,92, ,32, ,60, ,57.5, ,5.1, ,123.3, ,69.0, 
71,7/26/2022,207,0.25, ,0, ,651, ,16.8, ,89.6, ,59.7, ,73.4, ,90, ,37, ,60, ,58.5, ,5.4, ,128.4, ,69.2, 
71,7/27/2022,208,0.26, ,0, ,652, ,14.9, ,93.2, ,54.4, ,72.8, ,94, ,27, ,54, ,55.2, ,4.6, ,111.4, ,69.0, 
71,7/28/2022,209,0.25, ,0, ,640, ,16.5, ,92.1, ,57.3, ,73.5, ,81, ,39, ,59, ,58.1, ,4.3, ,104.3, ,68.9, 
71,7/29/2022,210,0.24, ,0, ,638, ,18.4, ,91.3, ,59.7, ,73.5, ,86, ,43, ,65, ,61.1, ,5.6, ,133.7, ,69.1, 
71,7/30/2022,211,0.24, ,0, ,624, ,18.4, ,90.2, ,62.0, ,73.6, ,84, ,47, ,65, ,61.1, ,5.9, ,140.6, ,69.2, 
71,7/31/2022,212,0.17, ,0, ,453, ,18.4, ,85.9, ,63.0, ,72.7, ,87, ,51, ,67, ,61.1, ,4.8, ,115.9, ,69.3, 
