135,7/1/2022,182,--,N,0, ,719, ,12.1, ,110.7, ,77.8, ,94.6, ,48, ,10, ,22, ,49.6, ,4.4, ,105.8, ,101.5, 
135,7/2/2022,183,--,N,0, ,733, ,11.1, ,109.0, ,71.9, ,92.8, ,43, ,10, ,21, ,47.2, ,3.1, ,73.7, ,100.9, 
135,7/3/2022,184,--,N,0, ,739, ,9.1, ,106.1, ,70.1, ,89.8, ,43, ,8, ,19, ,42.1, ,3.9, ,93.3, ,100.4, 
135,7/4/2022,185,--,N,0, ,738, ,9.9, ,105.0, ,66.1, ,87.6, ,53, ,8, ,22, ,44.3, ,3.1, ,74.5, ,99.6, 
135,7/5/2022,186,--,N,0, ,724, ,12.2, ,105.3, ,68.1, ,86.9, ,67, ,11, ,28, ,49.7, ,4.6, ,110.8, ,99.2, 
135,7/6/2022,187,--,N,0, ,731, ,12.1, ,104.5, ,63.3, ,87.2, ,62, ,12, ,27, ,49.5, ,2.7, ,63.7, ,98.8, 
135,7/7/2022,188,--,N,0, ,723, ,11.9, ,108.9, ,67.4, ,89.3, ,61, ,10, ,25, ,49.2, ,4.4, ,104.5, ,99.1, 
135,7/8/2022,189,--,N,0, ,713, ,12.1, ,110.9, ,67.0, ,91.2, ,60, ,7, ,24, ,49.5, ,3.8, ,91.2, ,99.3, 
135,7/9/2022,190,--,N,0, ,702, ,11.5, ,113.9, ,74.3, ,94.2, ,51, ,5, ,21, ,48.2, ,4.3, ,104.2, ,100.1, 
135,7/10/2022,191,--,N,0, ,654, ,14.7, ,114.2, ,73.3, ,95.3, ,55, ,12, ,26, ,54.9, ,4.0, ,96.5, ,100.9, 
135,7/11/2022,192,--,N,0, ,688, ,15.6, ,116.6,Y,75.4, ,97.3, ,61, ,10, ,26, ,56.5, ,4.6, ,110.3, ,101.5, 
135,7/12/2022,193,--,N,0, ,679, ,15.4, ,114.2, ,77.2, ,96.4, ,54, ,13, ,26, ,56.2, ,6.0, ,144.2, ,102.4, 
135,7/13/2022,194,--,N,0, ,631, ,17.7, ,113.6, ,75.3, ,96.3, ,59, ,16, ,30, ,60.1, ,4.6, ,110.2, ,102.6, 
135,7/14/2022,195,--,N,0, ,561, ,20.9, ,110.0, ,82.4, ,95.6, ,58, ,22, ,37, ,64.8, ,3.4, ,81.1, ,103.0, 
135,7/15/2022,196,--,N,0, ,663, ,21.4, ,113.0, ,85.4, ,99.2,Y,51, ,20, ,34,Y,65.5,Y,3.1, ,74.4, ,103.6, 
135,7/16/2022,197,--,N,0, ,676, ,18.7, ,116.0,Y,81.4, ,100.1,Y,67, ,15, ,28,Y,61.5,Y,6.2, ,147.9, ,104.7, 
135,7/17/2022,198,--,N,0, ,667, ,19.3, ,113.3, ,83.9, ,99.9,Y,65, ,18, ,30,Y,62.5,Y,2.8, ,66.8, ,105.4, 
135,7/18/2022,199,--,N,0, ,621, ,20.6, ,112.1, ,79.9, ,97.3, ,62, ,20, ,34, ,64.4, ,4.8, ,115.4, ,105.3, 
135,7/19/2022,200,--,N,0, ,658, ,19.7, ,113.1, ,78.8, ,97.5, ,68, ,18, ,32, ,63.0, ,4.6, ,109.9, ,105.2, 
135,7/20/2022,201,--,N,0, ,636, ,19.3, ,113.5, ,80.3, ,96.8, ,52, ,17, ,32, ,62.5, ,5.6, ,133.4, ,105.2, 
135,7/21/2022,202,--,N,0, ,484, ,19.8, ,109.8, ,77.8, ,94.2, ,67, ,17, ,36, ,63.2, ,3.1, ,73.4, ,104.5, 
135,7/22/2022,203,--,N,0, ,635, ,16.5, ,115.7,Y,77.2, ,98.0, ,68, ,10, ,27, ,58.1, ,5.1, ,122.6, ,103.5, 
135,7/23/2022,204,--,N,0.05,H,556, ,21.4, ,109.0, ,82.9, ,95.3, ,65, ,26, ,38, ,65.4, ,4.0, ,95.4, ,103.9, 
135,7/24/2022,205,--,N,0, ,466, ,23.4, ,104.1, ,81.8, ,93.2, ,69, ,29, ,44, ,68.0, ,2.7, ,64.3, ,103.3, 
135,7/25/2022,206,--,N,0, ,620, ,23.2, ,105.4, ,79.1, ,92.9, ,80, ,27, ,44, ,67.8, ,1.9,Y,46.5,Y,102.9, 
135,7/26/2022,207,--,N,0, ,586, ,23.0, ,107.2, ,80.8, ,93.1, ,71, ,23, ,43, ,67.5, ,3.2, ,76.0, ,103.8, 
135,7/27/2022,208,--,N,0, ,441, ,22.5, ,104.1, ,81.0, ,92.7, ,71, ,25, ,43, ,66.9, ,3.3, ,79.2, ,103.4, 
135,7/28/2022,209,--,N,0.01, ,521, ,22.0, ,104.3, ,81.3, ,92.2, ,71, ,25, ,43, ,66.2, ,2.1, ,51.1, ,102.9, 
135,7/29/2022,210,--,N,0, ,409, ,25.0, ,100.5, ,79.4, ,89.2, ,77, ,34, ,53, ,69.9, ,1.5,Y,35.9,Y,102.2, 
135,7/30/2022,211,--,N,0, ,482, ,25.7, ,104.4, ,83.6, ,90.3, ,72, ,33, ,53, ,70.7, ,1.7,Y,40.5,Y,101.8, 
135,7/31/2022,212,--,N,0, ,622, ,24.7, ,108.6, ,80.5, ,93.0, ,82, ,18, ,47, ,69.6, ,1.9, ,46.2, ,102.1, 
