216,7/1/2022,182,0.28, ,0, ,726, ,13.8, ,89.3, ,58.6, ,73.6, ,78, ,18, ,49, ,53.1, ,4.4, ,106.4, ,83.7, 
216,7/2/2022,183,0.28, ,0, ,743, ,12.9, ,84.9, ,57.3, ,71.4, ,76, ,27, ,49, ,51.4, ,4.7, ,113.2, ,83.0, 
216,7/3/2022,184,0.25, ,0, ,727, ,14.4, ,80.3, ,54.8, ,67.6, ,84, ,45, ,63, ,54.4, ,4.5, ,108.7, ,82.1, 
216,7/4/2022,185,0.24, ,0, ,713, ,14.6, ,79.7, ,54.8, ,67.8, ,82, ,45, ,63, ,54.8, ,4.5, ,106.9, ,81.3, 
216,7/5/2022,186,0.25, ,0, ,703, ,15.3, ,82.4, ,56.3, ,69.7, ,83, ,42, ,62, ,56.0, ,3.9, ,93.9, ,80.9, 
216,7/6/2022,187,0.24, ,0, ,692, ,16.1, ,83.7, ,57.8, ,70.1, ,93, ,34, ,64, ,57.4, ,3.3, ,79.9, ,81.0, 
216,7/7/2022,188,0.27, ,0, ,741, ,14.2, ,90.2, ,56.8, ,73.1, ,76, ,25, ,51, ,53.9, ,3.8, ,90.9, ,81.4, 
216,7/8/2022,189,0.27, ,0, ,726, ,14.6, ,91.1, ,58.2, ,72.4, ,75, ,28, ,54, ,54.7, ,3.9, ,94.0, ,81.9, 
216,7/9/2022,190,0.28, ,0, ,741, ,13.2, ,90.2, ,57.2, ,75.0, ,80, ,19, ,44, ,51.9, ,3.5, ,84.1, ,82.1, 
216,7/10/2022,191,0.29, ,0, ,734, ,13.9, ,92.0, ,59.0, ,76.6, ,79, ,24, ,45, ,53.4, ,3.8, ,91.8, ,82.5, 
216,7/11/2022,192,0.27, ,0, ,728, ,15.1, ,88.3, ,57.9, ,72.5, ,82, ,33, ,55, ,55.6, ,4.2, ,100.3, ,82.6, 
216,7/12/2022,193,0.24, ,0, ,694, ,16.2, ,84.8, ,58.2, ,69.7, ,95, ,40, ,65, ,57.6, ,3.8, ,90.9, ,82.3, 
216,7/13/2022,194,0.25, ,0, ,709, ,15.6, ,87.2, ,54.9, ,70.0, ,89, ,36, ,62, ,56.4, ,3.4, ,81.1, ,81.8, 
216,7/14/2022,195,0.25, ,0, ,679, ,16.7, ,85.3, ,58.9, ,72.1, ,90, ,42, ,62, ,58.4, ,4.0, ,96.0, ,81.8, 
216,7/15/2022,196,0.27, ,0, ,680, ,17.8, ,93.6, ,63.4, ,76.8, ,80, ,35, ,57, ,60.3, ,3.7, ,89.0, ,82.3, 
216,7/16/2022,197,0.28, ,0, ,684, ,17.3, ,93.5, ,64.2, ,78.5, ,82, ,30, ,52, ,59.4, ,4.3, ,103.9, ,83.1, 
216,7/17/2022,198,0.28, ,0, ,680, ,17.1, ,100.0, ,66.6, ,78.2, ,73, ,21, ,52, ,59.1, ,4.4, ,105.6, ,83.8, 
216,7/18/2022,199,0.29, ,0, ,680, ,17.0, ,94.1, ,67.0, ,79.8, ,78, ,24, ,49, ,58.8, ,4.7, ,112.3, ,84.2, 
216,7/19/2022,200,0.29, ,0, ,699, ,12.4, ,95.2, ,64.0, ,80.0, ,65, ,15, ,36, ,50.3, ,3.8, ,92.2, ,84.6, 
216,7/20/2022,201,0.28, ,0, ,664, ,13.1, ,94.6, ,64.1, ,77.9, ,68, ,20, ,40, ,51.7, ,4.0, ,95.4, ,84.7, 
216,7/21/2022,202,0.27, ,0, ,671, ,14.3, ,94.0, ,62.5, ,76.1, ,74, ,26, ,46, ,54.1, ,4.2, ,99.9, ,84.5, 
216,7/22/2022,203,0.25, ,0, ,677, ,17.2, ,91.0, ,60.0, ,73.9, ,90, ,33, ,60, ,59.2, ,4.2, ,99.8, ,84.2, 
216,7/23/2022,204,0.23, ,0, ,644, ,18.6, ,89.4, ,61.7, ,72.5, ,91, ,41, ,68, ,61.4, ,3.9, ,93.7, ,84.0, 
216,7/24/2022,205,0.23, ,0, ,641, ,18.8, ,88.1, ,61.8, ,71.9, ,94, ,45, ,70, ,61.7, ,3.7, ,88.8, ,83.8, 
216,7/25/2022,206,0.24, ,0, ,668, ,18.3, ,87.9, ,60.3, ,72.2, ,94, ,44, ,68, ,61.0, ,3.9, ,92.8, ,83.6, 
216,7/26/2022,207,0.25, ,0, ,675, ,17.3, ,88.4, ,59.8, ,72.5, ,95, ,34, ,64, ,59.5, ,3.7, ,87.8, ,83.7, 
216,7/27/2022,208,0.25, ,0, ,679, ,15.9, ,89.2, ,57.3, ,72.8, ,90, ,30, ,58, ,57.0, ,3.7, ,90.0, ,83.6, 
216,7/28/2022,209,0.22, ,0, ,542, ,15.5, ,88.3, ,61.8, ,74.0, ,87, ,26, ,54, ,56.3, ,4.0, ,95.8, ,83.5, 
216,7/29/2022,210,0.25, ,0, ,650, ,16.7, ,91.0, ,61.9, ,75.1, ,82, ,31, ,56, ,58.4, ,4.2, ,100.0, ,83.4, 
216,7/30/2022,211,0.18, ,0, ,469, ,17.8, ,91.3, ,65.1, ,75.5, ,83, ,35, ,59, ,60.2, ,3.6, ,86.6, ,83.5, 
216,7/31/2022,212,0.19, ,0, ,447, ,15.7, ,95.2, ,68.8, ,78.8, ,80, ,26, ,47, ,56.8, ,3.7, ,88.3, ,83.7, 
