245,11/1/2021,305,0.06, ,0, ,231, ,14.7, ,69.6, ,49.2, ,57.9, ,100, ,64, ,89, ,54.9, ,3.0, ,71.9, ,65.4, 
245,11/2/2021,306,0.09, ,0.00, ,361, ,14.3, ,70.4, ,50.3, ,57.7, ,100, ,59, ,88, ,54.0, ,2.6, ,63.3, ,65.3, 
245,11/3/2021,307,0.11, ,0.00, ,397,R,14.1, ,80.1, ,47.1, ,60.7, ,100, ,39, ,78, ,53.7, ,2.5, ,59.3, ,64.9, 
245,11/4/2021,308,0.11, ,0.01, ,391, ,14.6, ,81.2, ,48.5, ,61.4, ,100, ,38, ,78, ,54.6, ,2.5, ,60.2, ,65.3, 
245,11/5/2021,309,0.11, ,0.00, ,401,R,14.3, ,79.1, ,47.7, ,60.1, ,100, ,42, ,81, ,54.2, ,2.9, ,69.7, ,65.4, 
245,11/6/2021,310,0.09, ,0.01, ,345, ,14.4, ,73.6, ,50.5, ,57.8, ,100, ,55, ,88, ,54.3, ,2.7, ,65.9, ,65.6, 
245,11/7/2021,311,0.09, ,0, ,356, ,13.8, ,72.4, ,49.5, ,57.6, ,100, ,52, ,85, ,53.1, ,3.1, ,73.3, ,65.5, 
245,11/8/2021,312,0.09, ,0, ,376, ,13.2, ,70.1, ,48.5, ,56.4, ,100, ,53, ,85, ,52.0, ,3.2, ,77.8, ,65.4, 
245,11/9/2021,313,0.09, ,0, ,357, ,13.1, ,70.7, ,50.1, ,58.2, ,100, ,40, ,79, ,51.7, ,2.9, ,69.5, ,64.8, 
245,11/10/2021,314,0.10, ,0, ,373, ,14.2, ,74.4, ,47.2, ,59.8, ,100, ,55, ,81, ,53.9, ,2.9, ,70.0, ,64.6, 
245,11/11/2021,315,0.13, ,0, ,381,R,8.2, ,90.2,Y,55.4, ,76.7,Y,70,H,15,H,26,Y,39.4,Y,4.0, ,97.1, ,64.8, 
245,11/12/2021,316,0.14,R,0, ,382,R,7.4, ,92.2,Y,63.6,Y,79.9,R,38,H,13,H,--,R,--,I,4.2, ,100.6, ,65.4, 
245,11/13/2021,317,0.13, ,0, ,380,R,8.3, ,88.7, ,57.2, ,70.2, ,51, ,16, ,33, ,39.7, ,3.3, ,79.7, ,65.2, 
245,11/14/2021,318,0.12, ,0, ,379,R,8.7, ,90.5,Y,54.8, ,69.5, ,54, ,15, ,35, ,40.8, ,3.2, ,76.2, ,64.9, 
245,11/15/2021,319,0.11, ,0, ,374,R,9.5, ,85.6, ,52.3, ,65.9, ,74, ,19, ,44, ,43.3, ,2.9, ,70.2, ,64.6, 
245,11/16/2021,320,0.08, ,0, ,309, ,12.2, ,68.5, ,46.3, ,56.4, ,100, ,55, ,78, ,49.7, ,3.6, ,87.0, ,64.0, 
245,11/17/2021,321,0.09, ,0, ,357, ,13.4, ,71.4, ,46.3, ,57.3, ,100, ,53, ,84, ,52.4, ,2.7, ,64.8, ,64.0, 
245,11/18/2021,322,0.07, ,0.00, ,306, ,13.8, ,69.8, ,46.1, ,56.5, ,100, ,64, ,89, ,53.2, ,2.5, ,59.4, ,63.5, 
245,11/19/2021,323,0.07, ,0.00, ,292, ,13.8, ,69.3, ,50.7, ,56.7, ,100, ,59, ,88, ,53.1, ,2.6, ,61.4, ,63.8, 
245,11/20/2021,324,0.07, ,0, ,303, ,12.8, ,69.2, ,48.3, ,56.0, ,100, ,52, ,84, ,51.2, ,2.8, ,66.5, ,63.8, 
245,11/21/2021,325,0.16,R,0, ,360,R,4.9, ,83.4, ,51.6, ,72.4,Y,89, ,9, ,18,Y,26.4,Y,5.1, ,123.5, ,63.2, 
245,11/22/2021,326,0.12,R,0, ,344, ,4.7, ,84.3, ,58.6,Y,72.1,Y,45, ,9, ,17,Y,25.5,Y,3.1, ,73.8, ,63.1, 
245,11/23/2021,327,0.11, ,0, ,343, ,8.0, ,74.5, ,46.4, ,60.3, ,92, ,22, ,45, ,38.8, ,3.4, ,81.3, ,62.8, 
245,11/24/2021,328,0.13, ,0, ,343,R,7.5, ,74.2, ,43.8, ,60.7, ,100, ,6, ,41, ,37.1, ,5.5, ,131.2, ,61.6, 
245,11/25/2021,329,0.14, ,0, ,358,R,1.8, ,74.7, ,49.7, ,65.0, ,21, ,5, ,9, ,4.0, ,5.9, ,142.3, ,60.9, 
245,11/26/2021,330,0.10, ,0, ,356,R,2.5, ,84.0, ,47.2, ,66.4, ,35, ,5, ,11, ,10.6, ,2.6, ,63.6, ,60.4, 
245,11/27/2021,331,0.09,R,0, ,347,R,4.5, ,77.9, ,45.8, ,59.6, ,49, ,10, ,26, ,24.4, ,2.3, ,54.5, ,60.0, 
245,11/28/2021,332,0.10, ,0, ,343,R,5.5, ,82.7, ,45.5, ,60.8, ,48, ,11, ,30, ,29.6, ,2.9, ,70.2, ,59.8, 
245,11/29/2021,333,0.10, ,0, ,341,R,6.6, ,82.4, ,47.6, ,62.4, ,64, ,15, ,34, ,34.0, ,2.7, ,65.2, ,60.1, 
245,11/30/2021,334,0.09, ,0, ,338,R,8.8, ,77.6, ,46.1, ,59.6, ,86, ,23, ,51, ,41.3, ,2.3, ,54.9, ,60.0, 
