175,11/1/2021,305,0.17, ,0, ,319, ,9.0, ,87.5, ,57.0, ,72.5, ,55, ,15, ,33, ,41.9, ,5.5, ,133.1, ,72.4,Y
175,11/2/2021,306,0.13, ,0, ,373, ,9.5, ,85.5, ,49.7, ,67.3, ,68, ,20, ,42, ,43.2, ,3.0, ,71.2, ,71.4,Y
175,11/3/2021,307,0.13, ,0, ,358, ,8.6, ,87.7, ,49.3, ,66.8, ,68, ,18, ,38, ,40.6, ,3.1, ,74.9, ,70.1,Y
175,11/4/2021,308,0.13, ,0, ,357, ,8.9, ,88.3, ,48.7, ,66.7, ,68, ,19, ,40, ,41.6, ,2.7, ,64.8, ,69.5,Y
175,11/5/2021,309,0.13, ,0, ,339, ,8.4, ,88.1, ,46.3, ,66.5, ,75, ,17, ,38, ,40.1, ,3.0, ,71.8, ,69.0,Y
175,11/6/2021,310,0.15, ,0, ,349, ,8.3, ,91.5, ,48.0, ,68.3, ,68, ,14, ,35, ,39.7, ,3.7, ,88.9, ,69.0,Y
175,11/7/2021,311,0.12, ,0, ,282, ,9.0, ,89.0, ,51.8, ,68.0, ,71, ,16, ,39, ,41.8, ,4.0, ,94.9, ,69.3,Y
175,11/8/2021,312,0.14, ,0, ,352, ,8.7, ,88.1, ,47.9, ,66.1, ,75, ,11, ,40, ,40.8, ,3.7, ,87.8, ,68.8,Y
175,11/9/2021,313,0.14, ,0, ,330, ,9.9, ,86.5, ,51.7, ,69.2, ,81, ,15, ,41, ,44.3, ,4.4, ,104.6, ,69.3,Y
175,11/10/2021,314,0.14, ,0, ,332, ,9.3, ,85.5, ,50.6, ,68.2, ,67, ,23, ,40, ,42.6, ,4.1, ,97.9, ,69.4,Y
175,11/11/2021,315,0.16, ,0, ,288, ,7.5, ,87.8, ,53.0, ,69.4, ,53, ,14, ,31, ,37.1, ,5.9, ,141.7, ,69.2,Y
175,11/12/2021,316,0.15, ,0, ,338, ,7.5, ,87.4, ,51.6, ,68.5, ,51, ,16, ,31, ,37.1, ,4.3, ,103.0, ,68.7,Y
175,11/13/2021,317,0.12, ,0, ,332, ,8.2, ,87.4, ,46.6, ,65.2, ,63, ,19, ,39, ,39.5, ,3.1, ,74.4, ,67.6,Y
175,11/14/2021,318,0.11, ,0, ,336, ,7.8, ,87.0, ,45.7, ,64.0, ,69, ,15, ,38, ,38.2, ,2.6, ,62.5, ,66.8,Y
175,11/15/2021,319,0.11, ,0, ,332, ,7.6, ,84.7, ,43.1, ,62.1, ,68, ,17, ,40, ,37.5, ,2.5, ,61.2, ,65.7,Y
175,11/16/2021,320,0.07, ,0, ,199, ,8.0, ,78.4, ,42.1, ,58.9, ,66, ,28, ,47, ,38.7, ,2.9, ,69.2, ,64.7,Y
175,11/17/2021,321,0.10, ,0, ,279, ,7.1, ,82.1, ,47.2, ,61.6, ,68, ,18, ,38, ,35.7, ,3.3, ,79.1, ,64.5,Y
175,11/18/2021,322,0.12, ,0, ,306, ,6.2, ,80.2, ,41.7, ,60.4, ,54, ,17, ,34, ,32.2, ,3.3, ,80.0, ,63.6, 
175,11/19/2021,323,0.09, ,0, ,289, ,6.7, ,78.1, ,42.0, ,58.7, ,63, ,18, ,40, ,34.4, ,2.9, ,70.2, ,63.1, 
175,11/20/2021,324,0.09, ,0, ,261, ,6.8, ,75.9, ,42.2, ,58.5, ,70, ,22, ,40, ,34.5, ,2.8, ,68.0, ,62.3, 
175,11/21/2021,325,0.15, ,0, ,261, ,6.0, ,81.2, ,48.2, ,62.4, ,56, ,14, ,31, ,31.6, ,5.9, ,140.9, ,63.0,Y
175,11/22/2021,326,0.13, ,0, ,267, ,5.2, ,78.9, ,42.0, ,61.7, ,48, ,15, ,28, ,28.0, ,4.4, ,106.5, ,62.1, 
175,11/23/2021,327,0.10, ,0, ,142, ,5.8, ,75.9, ,57.4,Y,65.3, ,48, ,16, ,27, ,30.7, ,4.1, ,97.4, ,64.3,Y
175,11/24/2021,328,0.18, ,0, ,273, ,4.7, ,77.5, ,43.6, ,59.7, ,63, ,9, ,27, ,25.4, ,8.2,Y,195.7,Y,63.0,Y
175,11/25/2021,329,0.17, ,0, ,304, ,3.3, ,73.6, ,43.8, ,58.4, ,33, ,9, ,20, ,17.2, ,7.7, ,183.8, ,61.9, 
175,11/26/2021,330,0.11, ,0, ,250, ,3.4, ,75.4, ,37.7, ,55.9, ,48, ,12, ,23, ,18.2, ,4.1, ,97.6, ,60.3, 
175,11/27/2021,331,0.10, ,0, ,293, ,4.3, ,75.5, ,38.6, ,54.3, ,62, ,10, ,30, ,23.6, ,3.1, ,74.1, ,59.5, 
175,11/28/2021,332,0.10, ,0, ,302, ,4.1, ,78.1, ,36.0, ,55.1, ,58, ,10, ,27, ,22.1, ,3.0, ,72.7, ,58.7, 
175,11/29/2021,333,0.11, ,0, ,292, ,4.6, ,79.3, ,37.9, ,57.4, ,61, ,12, ,28, ,24.9, ,3.3, ,78.8, ,58.9, 
175,11/30/2021,334,0.10, ,0, ,290, ,5.5, ,81.1, ,37.9, ,57.0, ,64, ,14, ,35, ,29.6, ,3.0, ,72.2, ,58.9, 
