217,11/1/2021,305,0.04, ,0.06, ,196, ,13.7, ,65.7, ,50.1, ,56.5, ,99, ,68, ,88, ,52.9, ,2.5, ,60.0, ,66.3, 
217,11/2/2021,306,0.10, ,0.04, ,372, ,14.3, ,71.4, ,51.7, ,59.4, ,99, ,57, ,83, ,54.1, ,2.8, ,66.1, ,65.4, 
217,11/3/2021,307,0.10, ,0.04, ,373, ,14.5, ,76.3, ,49.5, ,60.2, ,100, ,55, ,81, ,54.4, ,2.6, ,62.8, ,65.8, 
217,11/4/2021,308,0.10, ,0.06, ,372, ,14.5, ,77.7, ,49.9, ,61.4, ,100, ,51, ,78, ,54.6, ,2.5, ,60.6, ,66.2, 
217,11/5/2021,309,0.11, ,0.04, ,375, ,13.1, ,79.4, ,49.2, ,61.5, ,98, ,41, ,70, ,51.7, ,2.5, ,61.0, ,66.4, 
217,11/6/2021,310,0.08, ,0.04, ,339, ,13.0, ,68.0, ,47.3, ,54.6, ,100, ,63, ,89, ,51.5, ,2.7, ,65.3, ,66.4, 
217,11/7/2021,311,0.05, ,0.04, ,251, ,12.7, ,65.7, ,46.6, ,53.2, ,100, ,67, ,92, ,50.9, ,2.6, ,62.9, ,65.7, 
217,11/8/2021,312,0.08, ,0.07, ,330, ,12.7, ,69.4, ,46.4, ,55.4, ,100, ,59, ,85, ,50.9, ,2.7, ,65.3, ,64.6, 
217,11/9/2021,313,0.04, ,0.04, ,173, ,13.8, ,64.4, ,48.4, ,55.4, ,99, ,67, ,92, ,53.1, ,2.6, ,62.0, ,64.1, 
217,11/10/2021,314,0.11, ,0.03, ,349, ,12.5, ,77.4, ,47.9, ,63.9, ,100, ,23, ,62, ,50.5, ,3.7, ,88.5, ,63.8, 
217,11/11/2021,315,0.18, ,0.06, ,351, ,8.4, ,87.3, ,65.7,Y,78.4,Y,33,H,19,H,25,Y,40.0,Y,5.8, ,140.2, ,64.8, 
217,11/12/2021,316,0.19, ,0.06, ,350, ,8.1, ,89.4, ,66.6,Y,79.6,Y,35, ,16, ,23,Y,39.1,Y,6.3, ,150.5, ,66.3, 
217,11/13/2021,317,0.15, ,0.06, ,350, ,8.3, ,94.0,Y,59.3, ,76.1,Y,52, ,15, ,27,Y,39.8,Y,3.7, ,90.0, ,67.2, 
217,11/14/2021,318,0.13, ,0.07, ,352, ,8.2, ,93.1,Y,57.5, ,72.3, ,55, ,13, ,30, ,39.5, ,3.2, ,76.1, ,67.4, 
217,11/15/2021,319,0.11, ,0, ,335, ,9.7, ,82.6, ,52.1, ,64.7, ,91, ,22, ,47, ,43.8, ,2.8, ,66.8, ,67.1, 
217,11/16/2021,320,0.07, ,0.04, ,296, ,12.6, ,69.1, ,47.4, ,55.0, ,100, ,60, ,86, ,50.7, ,2.5, ,61.0, ,66.6, 
217,11/17/2021,321,0.05, ,0.04, ,223, ,13.0, ,67.7, ,48.5, ,54.2, ,100, ,62, ,91, ,51.5, ,2.4, ,57.9, ,65.9, 
217,11/18/2021,322,0.07, ,0.04, ,270, ,12.9, ,69.8, ,46.3, ,55.5, ,100, ,58, ,86, ,51.4, ,2.5, ,59.0, ,64.7, 
217,11/19/2021,323,0.05, ,0.01, ,243, ,12.7, ,66.3, ,46.1, ,53.2, ,100, ,67, ,92, ,51.0, ,2.4, ,58.0, ,64.3, 
217,11/20/2021,324,0.05, ,0.03, ,225, ,12.0, ,68.4, ,45.3, ,53.9, ,100, ,30, ,85, ,49.3, ,2.5, ,60.1, ,63.6, 
217,11/21/2021,325,0.22, ,0.02, ,332, ,4.2, ,78.1, ,66.9,Y,71.9, ,25, ,11, ,16, ,23.0, ,10.1,R,241.2,R,63.0, 
217,11/22/2021,326,0.18, ,0.04, ,300, ,3.5, ,80.1, ,56.9, ,70.0, ,40, ,10, ,14, ,18.4, ,6.5, ,157.0, ,63.7, 
217,11/23/2021,327,0.11, ,0, ,322, ,6.8, ,77.8, ,49.4, ,62.1, ,81, ,16, ,36, ,34.7, ,3.0, ,72.8, ,64.2, 
217,11/24/2021,328,0.15, ,0, ,322, ,4.6, ,74.3, ,44.5, ,61.2, ,79, ,10, ,25, ,25.0, ,6.2, ,148.4, ,63.9, 
217,11/25/2021,329,0.18, ,0.08, ,332, ,1.7, ,72.3, ,56.0, ,64.9, ,12, ,5, ,8, ,2.7, ,8.5,R,203.2,R,63.6, 
217,11/26/2021,330,0.16, ,0, ,304, ,2.0, ,80.1, ,54.6, ,68.1, ,25, ,5, ,9, ,6.4, ,6.4, ,154.6, ,63.3, 
217,11/27/2021,331,0.11, ,0.09, ,315, ,4.6, ,82.8, ,48.5, ,64.9, ,59, ,6, ,22, ,25.2, ,3.6, ,85.5, ,63.1, 
217,11/28/2021,332,0.10, ,0.08, ,310, ,6.1, ,83.0, ,47.8, ,60.7, ,50, ,16, ,33, ,31.8, ,2.9, ,70.4, ,63.2, 
217,11/29/2021,333,0.11, ,0.09, ,310, ,6.2, ,85.0, ,54.7, ,67.0, ,62, ,12, ,27, ,32.3, ,3.0, ,71.2, ,62.8, 
217,11/30/2021,334,0.13, ,0.06, ,309, ,6.4, ,87.0, ,50.4, ,69.2, ,56, ,11, ,26, ,33.1, ,4.4, ,104.9, ,62.8, 
