171,11/1/2021,305,0.03, ,0.10, ,87, ,14.6, ,65.2, ,58.3,Y,61.6, ,93, ,64, ,78, ,54.7, ,2.9, ,69.4, ,61.8, 
171,11/2/2021,306,0.05, ,0, ,190, ,16.0, ,70.8, ,54.0, ,61.4, ,98, ,67, ,86, ,57.3, ,1.8, ,43.8, ,62.1, 
171,11/3/2021,307,0.08, ,0.00, ,291, ,13.5, ,75.3, ,49.8, ,60.6, ,99, ,44, ,75, ,52.6, ,1.7, ,41.8, ,61.5, 
171,11/4/2021,308,0.07, ,0.08, ,270, ,14.6, ,66.6, ,49.7, ,59.8, ,97, ,67, ,84, ,54.8, ,2.6, ,63.0, ,61.8, 
171,11/5/2021,309,0.07, ,0.00, ,248, ,12.4, ,65.2, ,47.6, ,55.4, ,98, ,57, ,83, ,50.3, ,2.3, ,54.3, ,60.9, 
171,11/6/2021,310,0.06, ,0, ,215, ,12.6, ,65.9, ,48.7, ,56.7, ,97, ,59, ,80, ,50.6, ,2.7, ,65.0, ,60.3, 
171,11/7/2021,311,0.08, ,0, ,295, ,8.6, ,62.8, ,40.2, ,51.0, ,94, ,37, ,67, ,40.6, ,2.3, ,54.6, ,59.6, 
171,11/8/2021,312,0.07, ,0.14, ,232, ,8.5, ,66.1, ,40.5, ,54.0, ,91, ,33, ,60, ,40.4, ,2.2, ,53.7, ,58.2, 
171,11/9/2021,313,0.04, ,0.07, ,157, ,13.9, ,68.8, ,53.2, ,58.5, ,96, ,65, ,83, ,53.4, ,3.4, ,82.0, ,58.8, 
171,11/10/2021,314,0.07, ,0.00, ,252, ,14.3, ,66.4, ,51.1, ,59.3, ,97, ,64, ,83, ,54.1, ,2.0, ,48.2, ,59.5, 
171,11/11/2021,315,0.07, ,0, ,262, ,13.0, ,70.6, ,47.1, ,57.3, ,98, ,56, ,81, ,51.6, ,1.8, ,43.2, ,59.4, 
171,11/12/2021,316,0.07, ,0, ,268, ,13.9, ,72.1, ,46.4, ,57.6, ,98, ,63, ,86, ,53.3, ,1.7, ,40.3, ,58.9, 
171,11/13/2021,317,0.07, ,0.00, ,275, ,13.6, ,72.1, ,46.4, ,57.1, ,99, ,52, ,85, ,52.7, ,1.7, ,41.4, ,58.6, 
171,11/14/2021,318,0.07, ,0, ,257, ,13.4, ,69.8, ,46.5, ,56.7, ,98, ,62, ,85, ,52.3, ,1.7, ,39.7, ,58.4, 
171,11/15/2021,319,0.03, ,0.00, ,157, ,13.0, ,62.9, ,45.5, ,54.4, ,99, ,74, ,90, ,51.5, ,1.7, ,39.6, ,58.0, 
171,11/16/2021,320,0.04, ,0, ,166, ,14.0, ,65.7, ,47.8, ,56.5, ,97, ,73, ,90, ,53.6, ,1.8, ,44.3, ,58.3, 
171,11/17/2021,321,0.07, ,0, ,250, ,9.5, ,67.6, ,41.8, ,53.3, ,97, ,40, ,69, ,43.3, ,1.7, ,41.8, ,57.5, 
171,11/18/2021,322,0.04, ,0, ,174, ,11.5, ,62.7, ,43.9, ,53.3, ,96, ,63, ,83, ,48.3, ,2.0, ,48.3, ,56.8, 
171,11/19/2021,323,0.03, ,0.01, ,128, ,14.4, ,65.5, ,50.3, ,57.2, ,97, ,73, ,90, ,54.3, ,2.6, ,62.4, ,57.5, 
171,11/20/2021,324,0.07, ,0.00, ,254, ,12.0, ,66.0, ,45.1, ,55.9, ,98, ,51, ,79, ,49.4, ,1.9, ,44.9, ,58.1, 
171,11/21/2021,325,0.07, ,0, ,252, ,9.8, ,69.7, ,41.2, ,52.8, ,93, ,47, ,72, ,44.0, ,1.7, ,41.3, ,56.7, 
171,11/22/2021,326,0.06, ,0, ,250, ,10.0, ,70.6, ,38.4, ,51.9, ,98, ,47, ,76, ,44.7, ,1.6, ,38.1, ,55.7, 
171,11/23/2021,327,0.06, ,0, ,233, ,10.2, ,63.2, ,40.8, ,50.8, ,98, ,56, ,81, ,45.1, ,1.9, ,45.1, ,55.0, 
171,11/24/2021,328,0.07, ,0, ,248, ,7.1, ,67.8, ,35.7, ,49.6, ,94, ,27, ,58, ,35.6, ,1.9, ,44.7, ,54.1, 
171,11/25/2021,329,0.06, ,0, ,235, ,8.6, ,65.7, ,37.9, ,49.9, ,88, ,40, ,70, ,40.5, ,1.6, ,39.5, ,53.2, 
171,11/26/2021,330,0.06, ,0, ,230, ,10.2, ,64.7, ,42.4, ,51.4, ,96, ,60, ,79, ,45.0, ,1.7, ,41.2, ,53.2, 
171,11/27/2021,331,0.06, ,0, ,230, ,10.3, ,69.2, ,41.8, ,53.2, ,94, ,47, ,75, ,45.3, ,1.6, ,38.6, ,53.3, 
171,11/28/2021,332,0.06, ,0, ,226, ,10.9, ,69.1, ,43.5, ,54.0, ,96, ,49, ,77, ,46.9, ,1.5, ,36.4, ,53.5, 
171,11/29/2021,333,0.06, ,0, ,224, ,11.4, ,68.7, ,42.2, ,53.4, ,97, ,55, ,81, ,47.9, ,1.6, ,39.2, ,53.5, 
171,11/30/2021,334,0.06, ,0, ,231, ,11.4, ,69.9, ,41.5, ,52.8, ,99, ,56, ,83, ,47.9, ,1.6, ,38.9, ,53.3, 
