13,11/1/2021,305,0.03, ,0.01, ,112, ,12.1, ,58.7, ,50.7, ,54.1, ,95, ,73, ,85, ,49.6, ,5.5, ,132.6, ,57.4, 
13,11/2/2021,306,0.05, ,0, ,194, ,12.6,Y,63.7, ,50.9, ,55.3, ,95, ,75, ,85,Y,50.8,Y,3.7, ,89.7, ,57.5, 
13,11/3/2021,307,0.09, ,0, ,326, ,12.2, ,67.5, ,50.1, ,57.8, ,94, ,60, ,75, ,49.8, ,4.0, ,96.2, ,57.5, 
13,11/4/2021,308,0.03, ,0.26, ,148, ,11.9, ,58.8, ,47.8, ,52.9, ,98, ,59, ,87, ,49.2, ,4.8, ,115.5, ,57.5, 
13,11/5/2021,309,0.08, ,0, ,280, ,10.0, ,64.8, ,43.5, ,52.7, ,97, ,50, ,73, ,44.4, ,4.1, ,97.2, ,57.0, 
13,11/6/2021,310,0.02, ,0, ,95, ,10.4, ,55.5, ,46.2, ,50.7, ,93, ,71, ,83, ,45.6, ,3.5, ,83.0, ,57.0, 
13,11/7/2021,311,0.07, ,0, ,328, ,8.1, ,54.6, ,40.2, ,46.3, ,94, ,47, ,76, ,39.0, ,4.1, ,98.7, ,56.2, 
13,11/8/2021,312,0.08, ,0.24, ,299, ,7.8, ,60.6, ,41.1, ,49.5, ,82, ,45, ,65, ,38.1, ,6.0, ,143.2, ,55.1, 
13,11/9/2021,313,0.00, ,0.70, ,55, ,11.5, ,51.4, ,45.9, ,49.2, ,99, ,86, ,96, ,48.3, ,8.0,Y,190.9,Y,54.6, 
13,11/10/2021,314,0.07, ,0, ,263, ,11.0, ,62.1, ,45.3, ,52.7, ,97, ,63, ,81, ,47.1, ,4.8, ,115.1, ,54.7, 
13,11/11/2021,315,0.08, ,0, ,281, ,11.5, ,68.3, ,49.5, ,57.6, ,89, ,47, ,71, ,48.2, ,4.5, ,107.8, ,55.1, 
13,11/12/2021,316,0.09, ,0, ,297, ,9.7, ,71.5, ,51.3, ,59.9, ,75, ,43, ,55, ,43.7, ,4.8, ,114.6, ,55.4, 
13,11/13/2021,317,0.10, ,0, ,305, ,7.6, ,75.4, ,50.4, ,61.0, ,61, ,24, ,41, ,37.4, ,4.8, ,114.7, ,55.5, 
13,11/14/2021,318,0.10, ,0, ,279, ,8.9, ,75.5, ,52.6, ,62.0, ,57, ,33, ,47, ,41.4, ,4.6, ,111.4, ,55.5, 
13,11/15/2021,319,0.09, ,0, ,200, ,7.6, ,69.7, ,52.8, ,59.2, ,61, ,34, ,44, ,37.5, ,4.8, ,115.1, ,55.8, 
13,11/16/2021,320,0.08, ,0, ,275, ,8.8, ,65.2, ,48.9, ,55.5, ,83, ,34, ,59, ,41.3, ,4.3, ,102.1, ,55.7, 
13,11/17/2021,321,0.07, ,0, ,282, ,9.0, ,61.0, ,45.6, ,51.9, ,76, ,56, ,68, ,41.7, ,3.7, ,89.2, ,55.2, 
13,11/18/2021,322,0.06, ,0.01, ,178, ,8.7, ,61.9, ,45.5, ,53.1, ,76, ,43, ,63, ,40.8, ,4.4, ,106.1, ,54.8, 
13,11/19/2021,323,0.06, ,0, ,201, ,9.8, ,62.5, ,46.9, ,53.6, ,94, ,48, ,69, ,43.9, ,3.7, ,88.8, ,55.2, 
13,11/20/2021,324,0.08, ,0, ,289, ,7.6, ,61.2, ,42.8, ,52.1, ,85, ,25, ,57, ,37.4, ,5.2, ,125.5, ,55.1, 
13,11/21/2021,325,0.10, ,0, ,294, ,5.4, ,69.8, ,46.5, ,57.0, ,48, ,20, ,34, ,29.0, ,4.8, ,114.7, ,54.4, 
13,11/22/2021,326,0.09, ,0, ,294, ,5.5, ,67.2, ,46.2, ,54.0, ,60, ,24, ,39, ,29.6, ,5.3, ,128.3, ,53.9, 
13,11/23/2021,327,0.09, ,0, ,273, ,6.0, ,61.2, ,43.4, ,50.5, ,83, ,26, ,48, ,31.5, ,5.1, ,122.0, ,53.4, 
13,11/24/2021,328,0.09, ,0, ,285, ,4.3, ,59.1, ,43.1, ,50.7, ,57, ,19, ,34, ,23.5, ,5.9, ,140.7, ,52.9, 
13,11/25/2021,329,0.08, ,0, ,263, ,5.5, ,62.3, ,42.5, ,51.2, ,60, ,19, ,43, ,29.6, ,4.3, ,102.8, ,52.3, 
13,11/26/2021,330,0.09, ,0, ,263, ,5.5, ,66.6, ,46.9, ,53.5, ,65, ,21, ,39, ,29.4, ,4.1, ,98.4, ,52.2, 
13,11/27/2021,331,0.07, ,0, ,251, ,7.6, ,64.5, ,46.7, ,54.8, ,67, ,40, ,52, ,37.6, ,3.6, ,85.7, ,52.2, 
13,11/28/2021,332,0.09, ,0, ,266, ,7.2, ,72.5,Y,49.6, ,58.9,Y,66, ,25, ,42,Y,36.1,Y,4.7, ,111.6, ,52.5, 
13,11/29/2021,333,0.10, ,0, ,263, ,6.8, ,72.5,Y,51.1,Y,59.3,Y,53, ,26, ,39,Y,34.6,Y,5.0, ,120.3, ,52.8, 
13,11/30/2021,334,0.10, ,0, ,273, ,6.0, ,71.6, ,52.2,Y,62.1,Y,51, ,19, ,32,Y,31.6,Y,4.9, ,116.6, ,53.0, 
