150,11/1/2021,305,0.07, ,0, ,254, ,15.2, ,70.7, ,54.1, ,60.5, ,96, ,63, ,85, ,55.8, ,2.2, ,53.7, ,65.8, 
150,11/2/2021,306,0.07, ,0, ,292, ,14.9, ,66.1, ,53.1, ,59.8, ,95, ,71, ,85, ,55.2, ,2.1, ,50.5, ,66.3, 
150,11/3/2021,307,0.09,R,0, ,360, ,14.9, ,70.6, ,52.6, ,59.1, ,100, ,61, ,87, ,55.2, ,1.8, ,42.4, ,65.7, 
150,11/4/2021,308,0.09,R,0, ,337, ,15.1, ,69.5, ,53.0, ,59.0, ,100, ,65, ,88, ,55.6, ,1.5, ,36.7, ,66.4, 
150,11/5/2021,309,0.08,R,0.01, ,331, ,14.8, ,76.8, ,51.1, ,58.6, ,100, ,51, ,88, ,55.1, ,1.3, ,32.1, ,66.1, 
150,11/6/2021,310,0.07,R,0, ,278, ,15.0, ,70.4, ,55.5, ,59.2, ,100, ,64, ,87, ,55.4, ,1.6, ,37.7, ,66.3, 
150,11/7/2021,311,0.09,R,0, ,342, ,13.9, ,69.6, ,52.0, ,59.0, ,95, ,59, ,82, ,53.3, ,1.5, ,36.8, ,66.1, 
150,11/8/2021,312,0.09, ,0, ,352, ,13.6, ,68.3, ,49.9, ,58.7, ,98, ,61, ,81, ,52.7, ,1.4, ,34.3, ,65.8, 
150,11/9/2021,313,0.09, ,0.00, ,350, ,14.1, ,68.1, ,50.7, ,60.0, ,98, ,61, ,80, ,53.7, ,2.2, ,54.0, ,64.4, 
150,11/10/2021,314,0.09, ,0, ,329, ,14.8, ,70.5, ,52.8, ,61.7, ,97, ,61, ,79, ,55.0, ,2.1, ,50.1, ,65.8, 
150,11/11/2021,315,0.13,R,0, ,357, ,10.4, ,86.8, ,51.6, ,68.5, ,98, ,23, ,44, ,45.6, ,2.1, ,50.2, ,64.7, 
150,11/12/2021,316,0.13, ,0, ,358, ,8.0, ,90.8,Y,55.8, ,73.0,Y,52, ,15, ,29,Y,38.7,Y,1.7, ,41.3, ,65.3, 
150,11/13/2021,317,0.12,R,0, ,358, ,7.4, ,88.3, ,55.5, ,69.6,Y,50, ,15, ,30,Y,36.8,Y,1.6, ,37.8, ,64.9, 
150,11/14/2021,318,0.12,R,0, ,358, ,7.5, ,88.2, ,52.7, ,67.1, ,54, ,14, ,33, ,37.0, ,1.8, ,44.1, ,64.2, 
150,11/15/2021,319,0.10,R,0.00, ,352, ,10.2, ,82.9, ,51.4, ,64.7, ,100, ,20, ,49, ,45.1, ,1.5, ,35.3, ,63.4, 
150,11/16/2021,320,0.06,R,0.01, ,272, ,13.8, ,67.8, ,49.9, ,56.9, ,100, ,63, ,87, ,53.2, ,1.4, ,33.7, ,64.0, 
150,11/17/2021,321,0.08, ,0, ,327, ,13.4, ,68.9, ,49.7, ,59.0, ,97, ,58, ,79, ,52.3, ,1.6, ,37.5, ,63.9, 
150,11/18/2021,322,0.05,R,0.00, ,230, ,14.2, ,64.4, ,48.3, ,56.8, ,100, ,71, ,90, ,53.9, ,1.5, ,35.1, ,62.9, 
150,11/19/2021,323,0.05,R,0, ,212, ,14.2, ,65.3, ,52.0, ,57.7, ,99, ,67, ,87, ,53.8, ,1.6, ,37.7, ,63.9, 
150,11/20/2021,324,0.06, ,0, ,257, ,13.5, ,66.9, ,53.9, ,58.0, ,95, ,63, ,82, ,52.6, ,1.8, ,43.1, ,64.1, 
150,11/21/2021,325,0.10,R,0.00, ,323, ,9.2, ,84.2, ,46.3, ,63.6, ,100, ,16, ,46, ,42.2, ,1.4, ,33.5, ,62.8, 
150,11/22/2021,326,0.09,R,0, ,258, ,5.5, ,84.5, ,50.0, ,64.9, ,47, ,11, ,26, ,29.6, ,1.2, ,29.3, ,61.8, 
150,11/23/2021,327,0.06,R,0, ,198, ,10.3, ,71.2, ,52.5, ,60.4, ,95, ,33, ,57, ,45.2, ,1.0, ,24.3, ,61.8, 
150,11/24/2021,328,0.08,R,0, ,309, ,12.3, ,70.9, ,47.3, ,58.0, ,96, ,42, ,75, ,50.1, ,1.3, ,30.3, ,61.6, 
150,11/25/2021,329,0.16, ,0, ,333, ,2.4,Y,76.5, ,48.6, ,64.5, ,25, ,8, ,12,Y,10.3,Y,4.9,Y,117.5,Y,59.9, 
150,11/26/2021,330,0.11,R,0, ,325, ,5.0, ,82.6, ,45.3, ,61.1, ,51, ,9, ,27, ,27.0, ,1.9, ,44.9, ,59.8, 
150,11/27/2021,331,0.09,R,0, ,321, ,5.0, ,78.9, ,45.7, ,61.1, ,58, ,11, ,27, ,27.2, ,1.1, ,26.1, ,59.4, 
150,11/28/2021,332,0.09,R,0, ,317, ,7.4, ,79.7, ,44.4, ,59.9, ,98, ,12, ,42, ,36.8, ,1.3, ,30.9, ,59.4, 
150,11/29/2021,333,0.09,R,0, ,314, ,8.4, ,81.2, ,45.2, ,59.5, ,93, ,14, ,49, ,40.1, ,1.3, ,32.3, ,59.0, 
150,11/30/2021,334,0.07,R,0.00, ,304, ,11.4, ,69.5, ,41.4, ,55.4, ,99, ,50, ,76, ,48.1, ,1.0, ,24.8, ,58.7, 
