78,11/1/2021,305,0.05, ,0, ,218, ,13.7, ,67.4, ,49.7, ,58.0, ,95, ,66, ,83, ,52.9, ,2.3, ,55.0, ,61.9, 
78,11/2/2021,306,0.10, ,0.02, ,369, ,13.6, ,70.7, ,49.2, ,59.0, ,96, ,56, ,80, ,52.8, ,2.6, ,61.7, ,61.4, 
78,11/3/2021,307,0.11, ,0.04, ,383, ,13.3, ,81.5, ,48.1, ,62.5, ,97, ,35, ,69, ,52.2, ,2.5, ,60.8, ,61.1, 
78,11/4/2021,308,0.11, ,0.04, ,373, ,14.6, ,79.4, ,51.7, ,63.5, ,98, ,42, ,73, ,54.6, ,2.6, ,61.9, ,61.3, 
78,11/5/2021,309,0.11, ,0.04, ,388,R,13.9, ,82.5, ,49.5, ,63.8, ,97, ,33, ,69, ,53.3, ,3.2, ,76.0, ,61.4, 
78,11/6/2021,310,0.08, ,0.00, ,315, ,14.7, ,72.9, ,52.0, ,59.7, ,98, ,57, ,84, ,54.8, ,2.8, ,67.3, ,61.8, 
78,11/7/2021,311,0.07, ,0, ,299, ,13.6, ,70.9, ,50.8, ,58.1, ,97, ,54, ,83, ,52.8, ,2.9, ,69.4, ,61.8, 
78,11/8/2021,312,0.07, ,0, ,300, ,13.2, ,71.1, ,50.6, ,57.9, ,96, ,49, ,81, ,52.0, ,2.9, ,69.0, ,61.5, 
78,11/9/2021,313,0.08, ,0, ,301, ,13.5, ,69.6, ,51.9, ,58.9, ,94, ,55, ,80, ,52.6, ,2.9, ,68.6, ,61.3, 
78,11/10/2021,314,0.10, ,0, ,354, ,13.6, ,77.2, ,54.2, ,62.7, ,91, ,40, ,70, ,52.7, ,2.7, ,64.0, ,61.6, 
78,11/11/2021,315,0.11, ,0, ,365, ,10.3, ,89.6, ,50.3, ,68.1, ,78, ,20, ,44, ,45.4, ,2.3, ,55.1, ,61.5, 
78,11/12/2021,316,0.12, ,0, ,366,R,9.5, ,89.4, ,52.2, ,69.4, ,67, ,18, ,39, ,43.1, ,2.7, ,65.6, ,61.4, 
78,11/13/2021,317,0.12, ,0, ,366,R,8.2, ,90.1, ,54.8, ,69.8,Y,57, ,17, ,33,Y,39.4,Y,3.0, ,71.9, ,61.4, 
78,11/14/2021,318,0.12, ,0, ,368,R,7.8, ,90.4, ,54.8, ,69.4,Y,55, ,15, ,32,Y,38.2,Y,3.1, ,73.3, ,61.2, 
78,11/15/2021,319,0.12, ,0, ,353, ,9.5, ,85.2, ,49.5, ,65.2, ,84, ,19, ,45, ,43.2, ,3.2, ,76.8, ,60.8, 
78,11/16/2021,320,0.08, ,0, ,292, ,12.1, ,70.8, ,47.2, ,57.5, ,93, ,49, ,75, ,49.5, ,2.9, ,68.7, ,60.5, 
78,11/17/2021,321,0.07, ,0, ,294, ,12.9, ,70.6, ,49.9, ,58.3, ,94, ,45, ,78, ,51.3, ,2.7, ,64.2, ,60.5, 
78,11/18/2021,322,0.07, ,0.01, ,275, ,12.4, ,70.2, ,45.6, ,56.7, ,97, ,53, ,79, ,50.2, ,2.4, ,56.5, ,60.0, 
78,11/19/2021,323,0.05, ,0, ,228, ,13.5, ,68.8, ,50.7, ,56.6, ,99, ,59, ,86, ,52.5, ,2.6, ,63.4, ,59.8, 
78,11/20/2021,324,0.05, ,0, ,220, ,12.8, ,68.5, ,48.6, ,56.1, ,98, ,55, ,83, ,51.1, ,2.4, ,56.7, ,60.0, 
78,11/21/2021,325,0.11, ,0, ,349,R,7.0, ,81.5, ,42.9, ,60.0, ,94, ,11, ,39, ,35.3, ,3.2, ,76.1, ,59.4, 
78,11/22/2021,326,0.11, ,0, ,324, ,6.3, ,83.0, ,45.5, ,63.9, ,58, ,14, ,31, ,32.6, ,2.8, ,67.6, ,58.6, 
78,11/23/2021,327,0.10, ,0, ,328, ,8.2, ,74.7, ,48.3, ,61.3, ,85, ,23, ,45, ,39.5, ,3.1, ,74.2, ,58.8, 
78,11/24/2021,328,0.08, ,0, ,328, ,8.9, ,75.7, ,42.0, ,55.0, ,95, ,30, ,60, ,41.6, ,2.4, ,57.4, ,58.4, 
78,11/25/2021,329,0.10, ,0, ,342,R,3.8, ,75.1, ,39.6, ,55.2, ,52, ,10, ,25, ,20.5, ,3.5, ,84.7, ,57.2, 
78,11/26/2021,330,0.10, ,0, ,337,R,3.7, ,77.3, ,39.1, ,57.4, ,48, ,9, ,23, ,20.1, ,3.1, ,74.4, ,55.9, 
78,11/27/2021,331,0.10, ,0, ,328, ,4.4, ,80.8, ,45.5, ,59.1, ,60, ,9, ,26, ,24.2, ,2.8, ,67.5, ,55.5, 
78,11/28/2021,332,0.10, ,0, ,321, ,5.5, ,85.3, ,45.3, ,61.4, ,53, ,11, ,30, ,29.4, ,3.1, ,73.6, ,55.5, 
78,11/29/2021,333,0.10, ,0, ,317, ,7.9, ,84.5, ,49.4, ,63.7, ,79, ,18, ,39, ,38.4, ,2.8, ,66.5, ,55.9, 
78,11/30/2021,334,0.09, ,0, ,312, ,9.6, ,82.6, ,44.3, ,61.0, ,86, ,25, ,52, ,43.4, ,2.4, ,57.6, ,56.3, 
