174,11/1/2021,305,0.04, ,0, ,166, ,13.0, ,67.5, ,49.6, ,57.5, ,90, ,64, ,80, ,51.5, ,2.0, ,47.7, ,66.2, 
174,11/2/2021,306,0.06, ,0.00, ,249, ,13.5, ,68.5, ,50.4, ,58.5, ,90, ,63, ,80, ,52.5, ,2.2, ,51.9, ,65.1, 
174,11/3/2021,307,0.08, ,0, ,297, ,14.3, ,70.4, ,53.9, ,59.9, ,90, ,63, ,81, ,54.2, ,2.5, ,59.1, ,65.6, 
174,11/4/2021,308,0.07, ,0, ,284, ,14.5, ,68.6, ,56.9, ,60.0, ,90, ,67, ,82, ,54.5, ,3.0, ,71.7, ,66.1, 
174,11/5/2021,309,0.06, ,0.00, ,256, ,14.3, ,66.0, ,55.9, ,58.7, ,90, ,71, ,85, ,54.2, ,3.3, ,78.3, ,66.5, 
174,11/6/2021,310,0.07, ,0.00, ,272, ,13.2, ,65.9, ,50.5, ,58.5, ,90, ,66, ,79, ,51.8, ,2.6, ,62.2, ,66.6, 
174,11/7/2021,311,0.06, ,0, ,224, ,12.5, ,66.3, ,49.9, ,58.0, ,89, ,63, ,76, ,50.5, ,2.1, ,50.8, ,66.1, 
174,11/8/2021,312,0.08, ,0, ,290, ,12.5, ,67.0, ,52.0, ,59.0, ,89, ,59, ,73, ,50.6, ,2.4, ,57.4, ,65.8, 
174,11/9/2021,313,0.08, ,0, ,296, ,13.5, ,71.1, ,52.4, ,59.7, ,90, ,52, ,77, ,52.5, ,2.6, ,62.3, ,65.6, 
174,11/10/2021,314,0.08, ,0, ,314, ,14.1, ,69.4, ,53.1, ,60.9, ,89, ,59, ,77, ,53.7, ,2.3, ,54.4, ,66.0, 
174,11/11/2021,315,0.10,R,0.00, ,328, ,11.4, ,90.2, ,49.7, ,66.5, ,90, ,21, ,51, ,48.1, ,1.6, ,38.7, ,65.3, 
174,11/12/2021,316,0.10,R,0, ,326, ,10.8, ,96.0,Y,51.0, ,69.5, ,86, ,15, ,44, ,46.5, ,1.2, ,29.0, ,65.7, 
174,11/13/2021,317,0.11,R,0, ,328, ,10.5, ,87.4, ,49.6, ,65.1, ,82, ,19, ,50, ,45.8, ,1.9, ,46.5, ,65.9, 
174,11/14/2021,318,0.10, ,0, ,325, ,10.7, ,88.8, ,46.8, ,64.2, ,89, ,21, ,52, ,46.3, ,1.8, ,42.5, ,65.2, 
174,11/15/2021,319,0.09, ,0.00, ,312, ,12.9, ,78.4, ,47.9, ,59.7, ,90, ,35, ,74, ,51.4, ,2.1, ,51.6, ,64.7, 
174,11/16/2021,320,0.05, ,0.00, ,225, ,12.9, ,62.2, ,51.6, ,57.6, ,90, ,70, ,80, ,51.4, ,2.9, ,68.6, ,64.4, 
174,11/17/2021,321,0.06, ,0, ,253, ,12.4, ,67.6, ,49.7, ,57.7, ,90, ,59, ,76, ,50.2, ,2.2, ,53.3, ,64.2, 
174,11/18/2021,322,0.04, ,0.00, ,187, ,12.4, ,66.8, ,45.9, ,55.2, ,90, ,69, ,84, ,50.3, ,1.9, ,44.5, ,63.1, 
174,11/19/2021,323,0.05, ,0, ,189, ,12.8, ,65.9, ,50.2, ,57.6, ,90, ,64, ,79, ,51.2, ,2.1, ,50.3, ,62.9, 
174,11/20/2021,324,0.05, ,0, ,203, ,12.3, ,68.2, ,49.2, ,57.7, ,89, ,59, ,76, ,50.1, ,1.9, ,46.1, ,62.9, 
174,11/21/2021,325,0.13, ,0.00, ,309, ,7.5, ,84.7, ,46.5, ,65.7, ,90, ,12, ,35, ,37.0, ,3.4,Y,81.1,Y,62.2, 
174,11/22/2021,326,0.09,R,0, ,279, ,6.5, ,86.7, ,49.2, ,65.6, ,57, ,12, ,30, ,33.5, ,1.2, ,28.6, ,61.9, 
174,11/23/2021,327,0.08, ,0, ,294, ,12.0, ,72.7, ,50.8, ,60.6, ,89, ,39, ,66, ,49.3, ,2.6, ,62.3, ,62.4, 
174,11/24/2021,328,0.09, ,0.00, ,287, ,11.3, ,70.5, ,47.0, ,58.7, ,90, ,16, ,67, ,47.8, ,3.0, ,71.5, ,62.5, 
174,11/25/2021,329,0.15, ,0, ,308, ,2.9,Y,78.4, ,48.6, ,67.2,Y,34, ,8, ,13,Y,14.4,Y,5.3,R,126.7,R,61.1, 
174,11/26/2021,330,0.08,R,0, ,300, ,5.4, ,81.4, ,40.8, ,58.2, ,80, ,9, ,32, ,28.8, ,1.3, ,31.5, ,59.5, 
174,11/27/2021,331,0.08,R,0, ,293, ,8.0, ,76.5, ,39.7, ,54.8, ,89, ,18, ,55, ,38.9, ,1.8, ,43.9, ,58.5, 
174,11/28/2021,332,0.08, ,0.00, ,284, ,10, ,75.6, ,40.6, ,56.2, ,90, ,32, ,65, ,44.6, ,1.8, ,43.1, ,58.3, 
174,11/29/2021,333,0.07, ,0.00, ,276, ,11.3, ,70.5, ,41.4, ,54.6, ,90, ,52, ,77, ,47.7, ,1.7, ,41.7, ,58.7, 
174,11/30/2021,334,0.05, ,0.02, ,220, ,12.7, ,67.1, ,46.3, ,55.9, ,90, ,65, ,83, ,50.9, ,2.1, ,49.7, ,59.4, 
