117,11/1/2021,305,0.09, ,0, ,232, ,9.7, ,71.1, ,47.8, ,59.6, ,80, ,36, ,56, ,43.7, ,6.4, ,153.0, ,57.6, 
117,11/2/2021,306,0.11, ,0, ,393, ,8.0, ,75.3, ,45.0, ,59.1, ,84, ,26, ,47, ,38.8, ,2.6, ,62.0, ,57.8, 
117,11/3/2021,307,0.11, ,0, ,390, ,7.2, ,79.9, ,44.1, ,61.1, ,74, ,19, ,39, ,36.1, ,2.4, ,56.7, ,56.6, 
117,11/4/2021,308,0.12, ,0, ,386, ,7.1, ,82.1, ,46.1, ,63.0, ,62, ,20, ,36, ,35.7, ,2.8, ,68.3, ,57.1, 
117,11/5/2021,309,0.10, ,0, ,391,R,7.1, ,80.8, ,42.5, ,60.5, ,70, ,21, ,39, ,35.7, ,2.2, ,53.3, ,56.1, 
117,11/6/2021,310,0.14, ,0, ,389,R,6.8, ,78.6, ,43.4, ,61.8, ,66, ,15, ,36, ,34.8, ,4.8, ,116.0, ,56.6, 
117,11/7/2021,311,0.12, ,0, ,377, ,7.1, ,76.3, ,41.5, ,58.1, ,68, ,21, ,43, ,35.6, ,4.4, ,104.7, ,55.8, 
117,11/8/2021,312,0.13, ,0, ,374, ,6.8, ,74.3, ,40.9, ,58.1, ,80, ,14, ,41, ,34.6, ,5.5, ,132.4, ,55.3, 
117,11/9/2021,313,0.13, ,0, ,353, ,8.9, ,72.7, ,49.3, ,60.5, ,72, ,29, ,49, ,41.5, ,6.1, ,146.6, ,56.8, 
117,11/10/2021,314,0.09, ,0, ,365, ,8.6, ,74.0, ,44.2, ,58.5, ,84, ,29, ,51, ,40.5, ,2.5, ,59.6, ,56.2, 
117,11/11/2021,315,0.11, ,0, ,363, ,7.4, ,75.8, ,41.9, ,58.9, ,79, ,22, ,44, ,36.9, ,3.1, ,75.1, ,56.2, 
117,11/12/2021,316,0.11, ,0, ,362, ,7.0, ,79.1, ,42.9, ,59.8, ,70, ,21, ,40, ,35.5, ,2.7, ,65.8, ,55.3, 
117,11/13/2021,317,0.10, ,0, ,361, ,6.2, ,80.8, ,44.3, ,60.6, ,59, ,17, ,34, ,32.4, ,2.3, ,54.9, ,55.7, 
117,11/14/2021,318,0.10, ,0, ,363,R,5.6, ,82.3, ,43.6, ,61.2, ,50, ,15, ,30, ,29.9, ,2.4, ,56.9, ,54.7, 
117,11/15/2021,319,0.12, ,0, ,354, ,5.6, ,84.2, ,41.7, ,63.0, ,57, ,10, ,29, ,29.9, ,3.6, ,85.8, ,54.3, 
117,11/16/2021,320,0.12, ,0, ,294, ,6.0, ,79.5, ,46.2, ,60.3, ,63, ,12, ,34, ,31.6, ,4.4, ,106.7, ,55.6, 
117,11/17/2021,321,0.09, ,0, ,318, ,5.5, ,74.0, ,41.9, ,57.1, ,66, ,16, ,34, ,29.3, ,2.9, ,70.2, ,54.3, 
117,11/18/2021,322,0.09, ,0, ,297, ,5.3, ,72.0, ,38.6, ,55.5, ,63, ,20, ,35, ,28.5, ,2.2, ,53.1, ,54.4, 
117,11/19/2021,323,0.11, ,0, ,300, ,5.3, ,77.1, ,38.5, ,56.3, ,64, ,16, ,34, ,28.4, ,3.7, ,88.3, ,53.3, 
117,11/20/2021,324,0.09, ,0, ,328, ,5.1, ,71.0, ,39.7, ,54.5, ,56, ,19, ,35, ,27.8, ,2.7, ,64.7, ,53.9, 
117,11/21/2021,325,0.10, ,0, ,343, ,4.0, ,67.3, ,36.5, ,52.0, ,64, ,14, ,30, ,21.5, ,3.9, ,94.5, ,52.4, 
117,11/22/2021,326,0.09, ,0, ,327, ,3.2, ,69.6, ,32.3, ,51.1, ,46, ,12, ,25, ,16.2, ,2.2, ,52.1, ,50.8, 
117,11/23/2021,327,0.13, ,0, ,320, ,4.1, ,71.0, ,42.9, ,56.0, ,58, ,14, ,27, ,22.6, ,5.5, ,132.8, ,52.6, 
117,11/24/2021,328,0.10, ,0, ,332, ,3.5, ,61.5, ,34.1, ,48.4, ,66, ,11, ,31, ,18.9, ,4.4, ,105.3, ,51.2, 
117,11/25/2021,329,0.10, ,0, ,339,R,1.8, ,60.3, ,36.8, ,49.7, ,25, ,8, ,15, ,3.7, ,5.0, ,119.8, ,49.6, 
117,11/26/2021,330,0.08, ,0, ,324, ,2.0, ,69.7, ,26.8, ,46.5, ,40, ,7, ,18, ,5.5, ,2.4, ,58.1, ,48.0, 
117,11/27/2021,331,0.08, ,0, ,323, ,2.0, ,72.7, ,32.4, ,51.0, ,31, ,6, ,15, ,5.5, ,2.2, ,53.7, ,47.5, 
117,11/28/2021,332,0.08, ,0, ,320, ,2.4, ,74.4, ,35.2, ,53.0, ,33, ,8, ,18, ,10.3, ,1.9, ,45.5, ,48.4, 
117,11/29/2021,333,0.08, ,0, ,319, ,3.0, ,76.3, ,37.4, ,54.6, ,33, ,11, ,20, ,15.0, ,2.1, ,49.9, ,48.7, 
117,11/30/2021,334,0.09, ,0, ,318, ,3.7, ,78.0,Y,36.8, ,55.3, ,42, ,13, ,24, ,19.7, ,2.6, ,61.5, ,48.3, 
