157,11/1/2021,305,0.01, ,0.22,H,68, ,15.7, ,61.4, ,56.1,Y,58.8, ,98, ,82, ,93, ,56.6, ,4.5, ,108.6, ,62.3, 
157,11/2/2021,306,0.05, ,0.22, ,195, ,15.0, ,66.8, ,50.4, ,58.0, ,98, ,69, ,91, ,55.3, ,2.4, ,58.1, ,62.5, 
157,11/3/2021,307,0.08, ,1.29, ,313, ,14.4, ,70.9, ,48.1, ,59.2, ,99, ,59, ,84, ,54.3, ,2.9, ,70.1, ,62.2, 
157,11/4/2021,308,0.07, ,0.20, ,266, ,14.1, ,67.5, ,46.6, ,59.1, ,98, ,64, ,83, ,53.8, ,3.2, ,77.2, ,63.0, 
157,11/5/2021,309,0.06, ,0.06, ,237, ,11.6, ,63.4, ,43.3, ,53.4, ,98, ,59, ,83, ,48.4, ,2.4, ,58.6, ,61.8, 
157,11/6/2021,310,0.04, ,0.03, ,139, ,12.0, ,61.6, ,47.5, ,55.6, ,98, ,53, ,80, ,49.3, ,2.7, ,64.0, ,61.1, 
157,11/7/2021,311,0.09, ,0.01, ,316, ,8.5, ,63.6, ,40.6, ,52.3, ,94, ,39, ,64, ,40.3, ,3.9, ,93.9, ,60.3, 
157,11/8/2021,312,0.06, ,0.03,H,224, ,9.6, ,60.7, ,37.8, ,50.8, ,97, ,52, ,76, ,43.6, ,3.4, ,81.3, ,59.2, 
157,11/9/2021,313,0.01, ,0.44,H,67, ,14.6, ,60.8, ,50.5, ,55.6, ,99, ,94, ,97, ,54.7, ,5.5,Y,131.1,Y,57.8, 
157,11/10/2021,314,0.07, ,0.06, ,282, ,14.1, ,63.5, ,49.6, ,55.9, ,99, ,77, ,92, ,53.7, ,2.7, ,64.0, ,58.9, 
157,11/11/2021,315,0.08, ,0.04, ,302, ,13.4, ,70.6, ,47.7, ,56.3, ,98, ,64, ,87, ,52.4, ,2.1, ,50.4, ,59.4, 
157,11/12/2021,316,0.07, ,0.03, ,282, ,14.3, ,67.7, ,49.5, ,56.5, ,99, ,72, ,92, ,54.1, ,2.6, ,61.4, ,59.5, 
157,11/13/2021,317,0.05, ,0.02, ,230, ,14.0, ,64.7, ,49.6, ,55.3, ,99, ,77, ,94, ,53.6, ,3.3, ,79.5, ,59.7, 
157,11/14/2021,318,0.03, ,0.02, ,160, ,14.0, ,59.1, ,52.9, ,55.3, ,98, ,86, ,94, ,53.6, ,4.3, ,102.1, ,59.8, 
157,11/15/2021,319,0.02, ,0.01, ,109, ,13.2, ,57.5, ,49.3, ,53.6, ,99, ,86, ,94, ,51.9, ,3.3, ,79.6, ,59.8, 
157,11/16/2021,320,0.04, ,0.01, ,180, ,12.9, ,62.5, ,44.8, ,53.4, ,99, ,73, ,93, ,51.3, ,2.1, ,51.3, ,59.5, 
157,11/17/2021,321,0.07, ,0.02, ,279, ,10.8, ,63.2, ,41.1, ,51.9, ,99, ,51, ,82, ,46.5, ,2.3, ,54.3, ,58.9, 
157,11/18/2021,322,0.03, ,0.00, ,153, ,12.3, ,58.7, ,44.9, ,52.3, ,98, ,82, ,92, ,50.1, ,2.4, ,57.6, ,58.2, 
157,11/19/2021,323,0.01, ,0.01, ,73, ,14.0, ,59.6, ,45.6, ,54.7, ,99, ,89, ,96, ,53.5, ,2.4, ,56.6, ,58.3, 
157,11/20/2021,324,0.06, ,0.00, ,280, ,12.0, ,68.2, ,41.2, ,52.4, ,99, ,56, ,89, ,49.3, ,3.0, ,70.8, ,58.8, 
157,11/21/2021,325,0.08, ,0.00, ,285, ,8.9, ,65.9, ,37.5, ,50.9, ,98, ,48, ,71, ,41.6, ,2.7, ,64.8, ,57.7, 
157,11/22/2021,326,0.07, ,0.00, ,279, ,10.0, ,64.3, ,39.0, ,50.9, ,97, ,54, ,79, ,44.5, ,2.7, ,65.7, ,56.7, 
157,11/23/2021,327,0.06, ,0.00, ,260, ,9.8, ,63.9, ,37.3, ,49.5, ,99, ,58, ,81, ,44.0, ,2.2, ,53.9, ,56.1, 
157,11/24/2021,328,0.07, ,0, ,278, ,7.2, ,65.9, ,34.2, ,48.4, ,93, ,28, ,62, ,36.1, ,2.2, ,51.9, ,55.5, 
157,11/25/2021,329,0.06, ,0.00, ,256, ,9.4, ,60.5, ,36.7, ,48.8, ,94, ,54, ,80, ,43.0, ,2.5, ,60.6, ,54.6, 
157,11/26/2021,330,0.06, ,0, ,257, ,9.2, ,66.4, ,39.8, ,50.8, ,94, ,38, ,73, ,42.5, ,2.3, ,54.2, ,54.8, 
157,11/27/2021,331,0.06, ,0.00, ,254, ,10, ,65.8, ,41.3, ,51.3, ,96, ,51, ,78, ,44.6, ,2.3, ,55.4, ,54.9, 
157,11/28/2021,332,0.06, ,0, ,243, ,11.3, ,65.3, ,44.3, ,53.8, ,96, ,56, ,80, ,47.8, ,2.4, ,58.1, ,55.2, 
157,11/29/2021,333,0.06, ,0, ,250, ,11.9, ,66.7, ,43.0, ,53.2, ,98, ,64, ,86, ,49.1, ,2.3, ,55.0, ,55.5, 
157,11/30/2021,334,0.06, ,0.00, ,252, ,11.3, ,65.4, ,41.8, ,51.2, ,99, ,63, ,88, ,47.7, ,2.4, ,58.6, ,55.4, 
