103,11/1/2021,305,0.01, ,0.59, ,66, ,15.2, ,59.6, ,52.7, ,57.3, ,98, ,91, ,95, ,55.8, ,2.7, ,64.1, ,62.5, 
103,11/2/2021,306,0.06, ,0.01, ,255, ,13.9, ,69.1, ,48.0, ,56.9, ,99, ,64, ,88, ,53.3, ,2.0, ,48.5, ,62.4, 
103,11/3/2021,307,0.09, ,0.20, ,318, ,13.0, ,74.1, ,46.1, ,59.0, ,99, ,48, ,76, ,51.5, ,2.1, ,49.9, ,62.0, 
103,11/4/2021,308,0.07, ,0.08, ,255, ,13.3, ,70.1, ,43.7, ,57.9, ,98, ,52, ,81, ,52.1, ,2.4, ,58.1, ,62.7, 
103,11/5/2021,309,0.05, ,0.01, ,205, ,10.8, ,62.8, ,38.3, ,50.6, ,99, ,62, ,86, ,46.5, ,1.7, ,41.5, ,59.0, 
103,11/6/2021,310,0.03, ,0.01, ,136, ,10.9, ,63.1, ,43.9, ,51.7, ,99, ,57, ,83, ,46.8, ,2.1, ,49.8, ,58.2, 
103,11/7/2021,311,0.09, ,0, ,320, ,7.7, ,66.5, ,35.8, ,48.8, ,98, ,29, ,65, ,37.7, ,2.5, ,59.0, ,56.2, 
103,11/8/2021,312,0.06, ,0.99, ,225, ,8.8, ,62.4, ,34.9, ,48.8, ,98, ,41, ,75, ,41.1, ,2.2, ,52.5, ,55.4, 
103,11/9/2021,313,0.01, ,0.82, ,92, ,14.2, ,64.0, ,47.2, ,54.7, ,99, ,85, ,97, ,53.8, ,2.0, ,47.6, ,58.0, 
103,11/10/2021,314,0.06, ,0.01, ,239, ,13.7, ,69.6, ,47.9, ,56.7, ,99, ,61, ,87, ,52.9, ,1.8, ,43.8, ,61.3, 
103,11/11/2021,315,0.07, ,0.01, ,278, ,13.1, ,75.4, ,44.8, ,55.9, ,99, ,54, ,86, ,51.7, ,1.5, ,36.0, ,60.5, 
103,11/12/2021,316,0.07, ,0.01, ,275, ,13.7, ,76.9, ,45.2, ,56.7, ,99, ,56, ,87, ,53.0, ,1.6, ,37.3, ,60.7, 
103,11/13/2021,317,0.07, ,0.01, ,264, ,13.5, ,72.9, ,46.6, ,55.9, ,99, ,62, ,89, ,52.6, ,1.7, ,40.1, ,61.4, 
103,11/14/2021,318,0.03, ,0.01, ,161, ,12.9, ,65.8, ,46.7, ,52.8, ,99, ,76, ,95, ,51.4, ,1.7, ,41.3, ,60.3, 
103,11/15/2021,319,0.01, ,0.00, ,89, ,13.7, ,56.8, ,49.9, ,53.5, ,99, ,90, ,98, ,52.9, ,1.9, ,44.7, ,60.1, 
103,11/16/2021,320,0.07, ,0, ,283, ,13.6, ,67.4, ,45.5, ,56.6, ,99, ,67, ,87, ,52.8, ,2.3, ,54.6, ,61.4, 
103,11/17/2021,321,0.06, ,0.01, ,261, ,10.2, ,67.3, ,41.0, ,50.0, ,100, ,50, ,83, ,45.1, ,1.9, ,45.7, ,58.8, 
103,11/18/2021,322,0.02, ,0.01, ,121, ,10.9, ,57.5, ,40.9, ,49.4, ,99, ,76, ,91, ,46.9, ,1.6, ,39.4, ,56.9, 
103,11/19/2021,323,0.01, ,0.08, ,81, ,13.8, ,59.2, ,51.6, ,54.7, ,99, ,83, ,95, ,53.2, ,1.6, ,37.9, ,59.3, 
103,11/20/2021,324,0.07, ,0.00, ,275, ,11.6, ,73.5, ,40.2, ,53.3, ,100, ,48, ,83, ,48.4, ,2.1, ,51.3, ,59.0, 
103,11/21/2021,325,0.07, ,0.01, ,277, ,9.1, ,68.9, ,33.8, ,48.5, ,100, ,43, ,78, ,42.1, ,1.9, ,46.4, ,56.2, 
103,11/22/2021,326,0.06, ,0.00, ,274, ,8.6, ,71.5, ,33.9, ,47.7, ,99, ,35, ,76, ,40.6, ,1.5, ,36.9, ,54.5, 
103,11/23/2021,327,0.06, ,0, ,254, ,8.9, ,68.9, ,35.3, ,49.9, ,99, ,44, ,72, ,41.5, ,2.2, ,53.3, ,54.3, 
103,11/24/2021,328,0.07, ,0, ,265, ,7.7, ,72.3, ,33.5, ,49.3, ,97, ,24, ,64, ,37.7, ,2.1, ,51.1, ,53.9, 
103,11/25/2021,329,0.06, ,0.00, ,253, ,7.9, ,66.3, ,31.2, ,45.8, ,99, ,39, ,76, ,38.5, ,1.6, ,38.3, ,52.4, 
103,11/26/2021,330,0.06, ,0, ,242, ,9.2, ,68.9, ,34.4, ,49.2, ,98, ,42, ,77, ,42.2, ,1.6, ,37.5, ,53.8, 
103,11/27/2021,331,0.06, ,0, ,245, ,10.2, ,72.3, ,38.3, ,51.8, ,99, ,43, ,77, ,45.0, ,1.5, ,35.6, ,54.9, 
103,11/28/2021,332,0.06, ,0, ,243, ,11.3, ,71.3, ,40.6, ,53.2, ,99, ,54, ,82, ,47.8, ,1.7, ,40.3, ,55.7, 
103,11/29/2021,333,0.06, ,0.00, ,249, ,11.7, ,74.9,Y,41.1, ,53.0, ,100, ,54, ,85, ,48.7, ,1.5, ,36.2, ,56.0, 
103,11/30/2021,334,0.06, ,0.01, ,245, ,10.4, ,75.7,Y,35.4, ,50.6, ,100, ,48, ,83, ,45.6, ,1.6, ,37.9, ,55.1, 
