35,11/1/2021,305,0.07, ,0, ,236, ,7.3, ,67.9, ,38.4, ,50.1, ,82, ,31, ,59, ,36.6, ,1.7, ,41.8, ,52.6, 
35,11/2/2021,306,0.10, ,0, ,347, ,6.8, ,74.9, ,34.5, ,51.6, ,84, ,22, ,52, ,34.6, ,1.8, ,43.0, ,52.5, 
35,11/3/2021,307,0.10, ,0, ,357, ,6.5, ,76.0, ,33.7, ,52.3, ,88, ,21, ,49, ,33.6, ,1.8, ,44.3, ,52.2, 
35,11/4/2021,308,0.09, ,0, ,351, ,6.5, ,76.3, ,32.3, ,50.3, ,88, ,22, ,52, ,33.5, ,1.8, ,43.8, ,51.9, 
35,11/5/2021,309,0.11, ,0, ,359, ,4.9, ,74.6, ,27.8, ,52.8, ,80, ,14, ,36, ,26.6, ,2.9, ,70.4, ,51.3, 
35,11/6/2021,310,0.11, ,0, ,381,R,4.9, ,78.7, ,31.2, ,54.8, ,78, ,11, ,33, ,26.5, ,2.7, ,65.1, ,51.3, 
35,11/7/2021,311,0.11, ,0, ,339, ,4.7, ,74.9, ,31.9, ,53.9, ,70, ,9, ,33, ,25.4, ,2.6, ,61.6, ,51.9, 
35,11/8/2021,312,0.09, ,0, ,339, ,4.4, ,66.7, ,25.2, ,46.3, ,81, ,19, ,41, ,23.8, ,2.3, ,55.8, ,50.8, 
35,11/9/2021,313,0.06, ,0.13, ,223, ,8.1,Y,64.4, ,34.5, ,50.7, ,94, ,43, ,64,Y,38.9,Y,1.9, ,45.6, ,51.0, 
35,11/10/2021,314,0.08, ,0, ,336, ,6.6, ,75.4, ,28.7, ,52.6, ,93, ,23, ,48, ,33.7, ,1.7, ,40.1, ,50.7, 
35,11/11/2021,315,0.09, ,0, ,329, ,7.2, ,75.8, ,37.3, ,55.7, ,79, ,22, ,47, ,36.1, ,2.1, ,50.6, ,51.7, 
35,11/12/2021,316,0.09, ,0, ,331, ,6.3, ,77.1, ,33.1, ,52.0, ,82, ,19, ,48, ,32.8, ,1.3, ,30.3, ,51.5, 
35,11/13/2021,317,0.08, ,0, ,331, ,5.3, ,80.7, ,31.0, ,51.5, ,83, ,13, ,41, ,28.5, ,1.4, ,34.4, ,50.9, 
35,11/14/2021,318,0.08, ,0, ,325, ,4.9, ,77.6, ,29.6, ,50.5, ,77, ,12, ,39, ,26.7, ,1.5, ,36.0, ,50.4, 
35,11/15/2021,319,0.04, ,0, ,169, ,5.6, ,67.6, ,32.1, ,47.0, ,77, ,24, ,51, ,29.9, ,1.4, ,34.2, ,49.9, 
35,11/16/2021,320,0.09, ,0, ,322, ,4.5, ,77.3, ,33.7, ,55.3, ,70, ,12, ,30, ,24.8, ,1.8, ,42.7, ,50.0, 
35,11/17/2021,321,0.07, ,0, ,310, ,5.6, ,68.3, ,29.4, ,46.4, ,84, ,27, ,52, ,29.8, ,1.6, ,39.4, ,50.0, 
35,11/18/2021,322,0.06,R,0, ,225, ,5.3, ,65.1, ,27.3, ,43.3, ,87, ,26, ,56, ,28.5, ,1.4, ,33.2, ,48.9, 
35,11/19/2021,323,0.08, ,0, ,287, ,5.1, ,68.2, ,28.0, ,44.6, ,83, ,23, ,51, ,27.4, ,2.1, ,50.4, ,48.5, 
35,11/20/2021,324,0.08, ,0, ,307, ,5.0, ,65.5, ,25.4, ,45.4, ,80, ,24, ,49, ,27.3, ,2.8, ,67.7, ,48.0, 
35,11/21/2021,325,0.07, ,0, ,310, ,4.2, ,63.6, ,22.8, ,39.8, ,88, ,18, ,50, ,22.7, ,1.8, ,42.8, ,47.5, 
35,11/22/2021,326,0.06, ,0, ,311, ,2.7, ,63.1, ,17.0, ,38.1, ,72, ,12, ,35, ,12.8, ,1.6, ,38.3, ,45.9, 
35,11/23/2021,327,0.07, ,0, ,294, ,2.7, ,67.6, ,18.9, ,42.9, ,62, ,11, ,29, ,12.6, ,2.6, ,61.3, ,45.0, 
35,11/24/2021,328,0.08, ,0, ,303, ,2.5, ,57.3, ,19.1, ,40.8, ,56, ,13, ,29, ,10.8, ,4.3, ,104.2, ,45.6, 
35,11/25/2021,329,0.06, ,0, ,302, ,1.9, ,63.6, ,14.0, ,35.9, ,65, ,7, ,27, ,5.4, ,2.1, ,49.9, ,44.2, 
35,11/26/2021,330,0.06, ,0, ,244, ,2.2, ,68.1, ,19.1, ,39.0, ,57, ,6, ,27, ,7.6, ,1.7, ,40.1, ,43.6, 
35,11/27/2021,331,0.07, ,0, ,286, ,3.1, ,72.9, ,23.1, ,44.3, ,61, ,11, ,31, ,15.6, ,1.7, ,40.8, ,43.9, 
35,11/28/2021,332,0.07, ,0, ,287, ,3.7, ,72.4, ,25.0, ,44.6, ,71, ,12, ,37, ,19.8, ,1.6, ,37.5, ,44.5, 
35,11/29/2021,333,0.07, ,0, ,285, ,3.9, ,73.8, ,24.8, ,45.9, ,71, ,13, ,37, ,21.2, ,1.8, ,44.3, ,44.9, 
35,11/30/2021,334,0.07, ,0, ,281, ,4.6, ,76.0,Y,28.8, ,49.1, ,69, ,16, ,38, ,24.9, ,1.9, ,46.8, ,45.6, 
