153,11/1/2021,305,0.08,R,0, ,279, ,14.3, ,74.0, ,45.9, ,58.9, ,96, ,61, ,84, ,54.0, ,2.6, ,62.9, ,62.9, 
153,11/2/2021,306,0.10,R,0, ,395, ,14.3, ,71.8, ,50.2, ,59.0, ,95, ,65, ,84, ,54.2, ,2.2, ,52.4, ,63.2, 
153,11/3/2021,307,0.11,R,0, ,395, ,14.3, ,80.8, ,46.2, ,60.1, ,97, ,51, ,81, ,54.1, ,1.6, ,38.4, ,62.8, 
153,11/4/2021,308,0.10,R,0.00, ,385, ,14.5, ,80.2, ,49.0, ,61.6, ,98, ,49, ,78, ,54.6, ,1.6, ,38.7, ,63.6, 
153,11/5/2021,309,0.11,R,0.00, ,393, ,14.5, ,83.4, ,46.7, ,60.5, ,98, ,43, ,81, ,54.5, ,2.3, ,55.5, ,63.7, 
153,11/6/2021,310,0.08,R,0, ,330, ,14.9, ,75.4, ,51.4, ,59.9, ,97, ,58, ,85, ,55.3, ,1.7, ,39.7, ,63.6, 
153,11/7/2021,311,0.09,R,0, ,368, ,13.5, ,75.7, ,46.9, ,58.2, ,95, ,52, ,81, ,52.5, ,2.0, ,47.1, ,63.6, 
153,11/8/2021,312,0.09,R,0, ,377, ,13.4, ,73.5, ,44.6, ,57.5, ,95, ,59, ,83, ,52.3, ,2.4, ,58.1, ,62.8, 
153,11/9/2021,313,0.09,R,0.02,H,339, ,13.4, ,74.3, ,48.8, ,59.1, ,94, ,45, ,78, ,52.4, ,2.4, ,56.6, ,63.0, 
153,11/10/2021,314,0.10,R,0, ,374, ,14.0, ,80.7, ,49.0, ,61.4, ,92, ,47, ,76, ,53.6, ,2.8, ,67.2, ,63.8, 
153,11/11/2021,315,0.12,R,0, ,385,R,11.5, ,92.2, ,45.7, ,66.1, ,94, ,18, ,52, ,48.1, ,1.8, ,42.1, ,63.6, 
153,11/12/2021,316,0.13,R,0, ,388,R,9.9, ,94.0, ,48.7, ,68.9,Y,74, ,13, ,41,Y,44.2,Y,2.3, ,55.4, ,64.2, 
153,11/13/2021,317,0.11,R,0, ,380,R,11.2, ,88.0, ,46.0, ,62.5, ,87, ,28, ,58, ,47.5, ,1.8, ,43.1, ,63.7, 
153,11/14/2021,318,0.10,R,0, ,379,R,11.3, ,92.0, ,42.9, ,62.6, ,96, ,26, ,58, ,47.8, ,1.0, ,24.1, ,62.3, 
153,11/15/2021,319,0.10,R,0, ,380,R,10.4, ,86.9, ,42.2, ,61.0, ,85, ,28, ,57, ,45.5, ,1.4, ,33.8, ,61.8, 
153,11/16/2021,320,0.07,R,0, ,310, ,12.5, ,74.0, ,43.4, ,56.7, ,92, ,54, ,80, ,50.5, ,1.2, ,28.0, ,60.7, 
153,11/17/2021,321,0.09,R,0, ,356, ,14.0, ,74.7, ,48.1, ,59.6, ,92, ,57, ,80, ,53.5, ,2.0, ,49.2, ,61.3, 
153,11/18/2021,322,0.07,R,0, ,315, ,13.2, ,74.6, ,41.5, ,56.1, ,96, ,65, ,86, ,52.0, ,1.3, ,30.4, ,60.5, 
153,11/19/2021,323,0.06,R,0, ,281, ,13.0, ,71.4, ,47.1, ,55.1, ,97, ,61, ,88, ,51.6, ,1.8, ,42.4, ,60.5, 
153,11/20/2021,324,0.06, ,0, ,258, ,12.9, ,72.1, ,46.6, ,56.3, ,95, ,56, ,83, ,51.2, ,2.2, ,53.2, ,60.4, 
153,11/21/2021,325,0.14,R,0, ,348, ,7.6, ,85.0, ,40.1, ,65.2, ,96, ,14, ,36, ,37.4, ,3.5, ,83.4, ,59.6, 
153,11/22/2021,326,0.10,R,0, ,294, ,7.8, ,87.6, ,46.0, ,68.5,Y,64,H,15,H,33,Y,38.0,Y,1.5, ,36.7, ,59.6, 
153,11/23/2021,327,0.06,R,0, ,232, ,10.5, ,79.2, ,48.2, ,60.3, ,90, ,35, ,59, ,45.9, ,1.0, ,24.1, ,59.5, 
153,11/24/2021,328,0.08,R,0, ,336, ,12.0, ,80.4, ,40.6, ,57.8, ,91, ,23, ,74, ,49.4, ,1.1, ,25.4, ,58.3, 
153,11/25/2021,329,0.12,R,0, ,354,R,3.9, ,75.2, ,43.9, ,62.3, ,46, ,11, ,20, ,21.0, ,2.7, ,65.8, ,57.1, 
153,11/26/2021,330,0.09,R,0, ,347,R,6.2, ,84.7, ,38.0, ,58.0, ,65, ,16, ,37, ,32.3, ,1.1, ,25.8, ,56.0, 
153,11/27/2021,331,0.08,R,0, ,343,R,7.0, ,81.4, ,38.3, ,57.4, ,74, ,21, ,44, ,35.5, ,1.0, ,24.2, ,55.5, 
153,11/28/2021,332,0.08,R,0, ,338, ,8.0, ,83.2, ,36.0, ,56.8, ,84, ,22, ,51, ,38.8, ,1.0,I,24.0,I,55.2, 
153,11/29/2021,333,0.08,R,0, ,334, ,9.1, ,85.6, ,38.8, ,57.8, ,85, ,24, ,56, ,42.1, ,1.0,I,24.0,I,55.4, 
153,11/30/2021,334,0.08,R,0, ,331, ,10.1, ,81.8, ,36.3, ,56.3, ,91, ,31, ,65, ,44.9, ,1.0,I,24.0,I,55.5, 
