220,11/1/2021,305,0.09, ,0, ,208, ,9.3, ,69.6, ,52.8, ,60.7, ,62, ,40, ,51, ,42.6, ,5.4, ,128.6, ,60.8, 
220,11/2/2021,306,0.11, ,0, ,356, ,8.5, ,77.4, ,47.8, ,61.9, ,66, ,29, ,45, ,40.4, ,2.3, ,54.9, ,60.0, 
220,11/3/2021,307,0.11, ,0, ,354, ,8.2, ,80.7, ,44.2, ,60.9, ,78, ,24, ,45, ,39.4, ,1.9, ,46.1, ,60.3, 
220,11/4/2021,308,0.13, ,0, ,352, ,6.8, ,81.5, ,47.9, ,63.2, ,57, ,16, ,34, ,34.6, ,2.9, ,69.4, ,60.8, 
220,11/5/2021,309,0.10, ,0, ,350, ,7.5, ,78.5, ,42.0, ,59.4, ,70, ,23, ,43, ,37.1, ,1.8, ,43.4, ,60.1, 
220,11/6/2021,310,0.14, ,0, ,359, ,6.6, ,81.9, ,48.8, ,63.0, ,56, ,16, ,33, ,33.8, ,3.6, ,86.3, ,60.4, 
220,11/7/2021,311,0.11, ,0, ,341, ,7.9, ,76.2, ,42.6, ,56.3, ,82, ,27, ,51, ,38.6, ,2.9, ,68.6, ,59.4, 
220,11/8/2021,312,0.11, ,0, ,341, ,7.0, ,75.5, ,40.5, ,57.7, ,86, ,15, ,43, ,35.5, ,3.3, ,79.8, ,57.8, 
220,11/9/2021,313,0.13, ,0, ,307, ,8.1, ,70.6, ,53.3, ,62.0, ,71, ,18, ,42, ,39.0, ,6.3, ,151.5, ,57.8, 
220,11/10/2021,314,0.10, ,0, ,330, ,8.6, ,75.8, ,43.7, ,58.5, ,77, ,30, ,51, ,40.7, ,2.5, ,60.1, ,58.2, 
220,11/11/2021,315,0.10, ,0, ,327, ,8.1, ,79.4, ,42.2, ,58.9, ,82, ,24, ,47, ,39.0, ,2.5, ,60.0, ,57.4, 
220,11/12/2021,316,0.11, ,0, ,326, ,7.7, ,83.0, ,44.7, ,60.8, ,70, ,22, ,42, ,37.7, ,2.4, ,58.6, ,57.7, 
220,11/13/2021,317,0.10, ,0, ,325, ,7.2, ,82.7, ,43.6, ,60.5, ,68, ,22, ,40, ,36.2, ,1.8, ,43.9, ,58.0, 
220,11/14/2021,318,0.10, ,0, ,327, ,6.4, ,86.0, ,43.4, ,61.1, ,63, ,17, ,35, ,33.2, ,1.7, ,41.8, ,58.1, 
220,11/15/2021,319,0.14, ,0, ,315, ,5.8, ,87.3,Y,44.6, ,65.8, ,69, ,14, ,27, ,30.9, ,3.6, ,87.5, ,57.2, 
220,11/16/2021,320,0.13, ,0, ,305, ,6.0, ,81.3, ,53.9,Y,66.1,Y,44, ,16, ,27,Y,31.6,Y,3.8, ,90.3, ,57.8, 
220,11/17/2021,321,0.10, ,0, ,312, ,6.0, ,73.6, ,45.5, ,59.1, ,59, ,21, ,35, ,31.6, ,2.4, ,58.0, ,57.0, 
220,11/18/2021,322,0.08, ,0, ,271, ,5.3, ,71.5, ,41.1, ,55.3, ,55, ,21, ,36, ,28.6, ,1.6, ,38.8, ,55.9, 
220,11/19/2021,323,0.10, ,0, ,278, ,5.4, ,78.3, ,41.4, ,59.0, ,55, ,16, ,32, ,29.0, ,2.9, ,68.6, ,55.9, 
220,11/20/2021,324,0.09, ,0, ,295, ,5.3, ,70.4, ,42.1, ,55.7, ,55, ,22, ,35, ,28.6, ,2.2, ,51.6, ,56.1, 
220,11/21/2021,325,0.11, ,0, ,312, ,3.9, ,68.5, ,37.4, ,53.2, ,57, ,15, ,28, ,21.2, ,3.8, ,90.8, ,55.4, 
220,11/22/2021,326,0.09, ,0, ,280, ,3.1, ,67.4, ,32.5, ,51.1, ,42, ,14, ,24, ,15.5, ,1.9, ,46.8, ,53.9, 
220,11/23/2021,327,0.12, ,0, ,300, ,3.6, ,71.8, ,42.7, ,56.8, ,34, ,15, ,23, ,19.5, ,3.9, ,93.6, ,54.9, 
220,11/24/2021,328,0.10, ,0, ,305, ,3.3, ,63.8, ,33.9, ,49.6, ,54, ,12, ,27, ,17.0, ,4.1, ,98.5, ,53.9, 
220,11/25/2021,329,0.11, ,0, ,312, ,1.6, ,63.1, ,40.8, ,51.6, ,18, ,7, ,13, ,1.8, ,5.6, ,133.5, ,53.0, 
220,11/26/2021,330,0.08, ,0, ,299, ,1.7, ,67.9, ,28.5, ,46.4, ,30, ,8, ,16, ,2.9, ,1.9, ,44.8, ,51.8, 
220,11/27/2021,331,0.08, ,0, ,298, ,1.8, ,70.3, ,33.0, ,49.7, ,27, ,7, ,15, ,4.1, ,1.8, ,43.9, ,51.7, 
220,11/28/2021,332,0.08, ,0, ,293, ,2.0, ,73.3, ,35.2, ,51.6, ,29, ,7, ,16, ,6.3, ,1.6, ,38.7, ,52.3, 
220,11/29/2021,333,0.08, ,0, ,293, ,2.7, ,77.0, ,37.1, ,53.7, ,31, ,10, ,19, ,12.8, ,1.6, ,37.6, ,52.7, 
220,11/30/2021,334,0.09,R,0, ,291, ,3.8, ,76.5, ,37.5, ,55.5, ,42, ,14, ,26, ,20.8, ,1.9, ,45.0, ,53.2, 
