225,11/1/2021,305,0.02, ,0.17, ,82, ,10.9, ,55.1, ,45.2,Y,50.7, ,100, ,65, ,87, ,46.9, ,3.8, ,91.8, ,54.1, 
225,11/2/2021,306,0.04, ,0, ,195, ,10.8, ,62.5, ,36.3, ,50.5, ,100, ,50, ,86, ,46.5, ,2.7, ,65.4, ,54.6, 
225,11/3/2021,307,0.07, ,0.02, ,234, ,8.9, ,68.1, ,34.1, ,49.7, ,100, ,44, ,73, ,41.5, ,4.9, ,117.7, ,53.5, 
225,11/4/2021,308,0.08, ,0.01, ,229, ,8.7, ,60.1, ,31.4, ,50.3, ,100, ,50, ,70, ,41.0, ,6.9,Y,166.7,Y,54.2, 
225,11/5/2021,309,0.01, ,0.09, ,70, ,8.5, ,47.1, ,29.8, ,40.5, ,100, ,91, ,99, ,40.3, ,2.6, ,61.3, ,51.8, 
225,11/6/2021,310,0.04, ,0.02, ,149, ,7.2, ,50.5, ,29.7, ,40.9, ,100, ,56, ,83, ,36.0, ,4.6, ,110.8, ,50.8, 
225,11/7/2021,311,0.05, ,0, ,267, ,5.3, ,50.6, ,23.0, ,33.3, ,100, ,45, ,82, ,28.4, ,2.3, ,56.1, ,48.6, 
225,11/8/2021,312,0.03, ,0.08, ,110, ,5.4, ,49.6, ,20.5, ,34.5, ,100, ,36, ,81, ,29.2, ,5.2, ,124.1, ,46.8, 
225,11/9/2021,313,0.05, ,0.18, ,207, ,7.9, ,58.2, ,36.6, ,46.0, ,100, ,45, ,75, ,38.6, ,4.8, ,115.9, ,48.0, 
225,11/10/2021,314,0.03, ,0.03, ,144, ,8.7, ,53.0, ,35.8, ,43.8, ,100, ,64, ,89, ,40.8, ,3.2, ,76.7, ,49.0, 
225,11/11/2021,315,0.02, ,0.00, ,144, ,9.3, ,57.0, ,35.1, ,43.1, ,100, ,74, ,98, ,42.5, ,2.0, ,47.1, ,49.5, 
225,11/12/2021,316,0.01, ,0.02, ,83, ,9.8, ,47.8, ,39.8, ,44.0, ,100, ,100, ,100, ,44.0, ,2.2, ,53.6, ,49.8, 
225,11/13/2021,317,0.02, ,0.00, ,121, ,9.4, ,53.6, ,37.8, ,43.3, ,100, ,83, ,99, ,43.0, ,2.4, ,58.8, ,50.5, 
225,11/14/2021,318,0.01, ,0.02, ,84, ,9.4, ,47.0, ,40.5, ,43.0, ,100, ,100, ,100, ,43.0, ,1.9, ,45.5, ,50.3, 
225,11/15/2021,319,0.02, ,0.04, ,105, ,9.9, ,60.0, ,37.8, ,46.6, ,100, ,57, ,92, ,44.3, ,3.2, ,77.0, ,50.8, 
225,11/16/2021,320,0.04, ,0.00, ,201, ,6.4, ,56.2, ,23.8, ,37.6, ,100, ,40, ,84, ,33.2, ,2.1, ,49.6, ,49.6, 
225,11/17/2021,321,0.04, ,0, ,210, ,5.1, ,51.7, ,19.2, ,31.6, ,100, ,44, ,84, ,27.5, ,1.8, ,42.7, ,46.8, 
225,11/18/2021,322,0.02, ,0.07, ,108, ,7.7, ,56.9, ,29.2, ,41.2, ,100, ,57, ,87, ,37.6, ,3.4, ,82.7, ,46.1, 
225,11/19/2021,323,0.06, ,0, ,246, ,8.0, ,59.2, ,27.7, ,45.3, ,100, ,44, ,78, ,38.9, ,3.9, ,92.5, ,47.7, 
225,11/20/2021,324,0.04, ,0, ,231, ,5.9, ,53.0, ,22.6, ,33.6, ,100, ,53, ,90, ,31.1, ,2.2, ,51.8, ,46.4, 
225,11/21/2021,325,0.04, ,0.00, ,233, ,5.0, ,52.5, ,19.3, ,31.6, ,100, ,44, ,84, ,27.3, ,2.0, ,47.1, ,44.4, 
225,11/22/2021,326,0.04, ,0.00, ,227, ,5.2, ,53.5, ,17.6, ,31.3, ,100, ,46, ,87, ,27.9, ,2.1, ,50.1, ,43.0, 
225,11/23/2021,327,0.06, ,0, ,231, ,5.4, ,52.2, ,21.2, ,39.0, ,100, ,33, ,67, ,28.9, ,4.1, ,98.6, ,43.2, 
225,11/24/2021,328,0.04, ,0, ,217, ,4.6, ,50.7, ,16.4, ,29.9, ,100, ,44, ,83, ,25.3, ,1.8, ,44.3, ,42.0, 
225,11/25/2021,329,0.03, ,0, ,178, ,5.4, ,48.7, ,19.9, ,32.5, ,100, ,50, ,86, ,28.7, ,2.2, ,52.5, ,41.2, 
225,11/26/2021,330,0.04, ,0, ,186, ,6.6, ,57.4, ,25.5, ,39.9, ,100, ,46, ,79, ,34.1, ,2.5, ,58.9, ,42.1, 
225,11/27/2021,331,0.03, ,0, ,157, ,8.0, ,62.2, ,32.7, ,43.9, ,100, ,45, ,82, ,38.9, ,2.0, ,47.9, ,44.3, 
225,11/28/2021,332,0.03, ,0, ,181, ,7.7, ,62.5, ,27.8, ,39.4, ,100, ,58, ,93, ,37.6, ,1.9, ,44.7, ,44.6, 
225,11/29/2021,333,0.03, ,0.01, ,159, ,6.9, ,56.0, ,23.5, ,35.8, ,100, ,68, ,97, ,35.0, ,2.3, ,54.3, ,44.4, 
225,11/30/2021,334,0.04,R,0,R,209, ,7.3, ,58.1, ,28.6, ,41.9, ,100, ,52, ,81, ,36.5, ,2.3, ,55.8, ,44.2, 
