129,11/1/2021,305,0.02, ,0.17, ,115, ,15.1, ,63.5, ,53.3, ,58.4, ,99, ,79, ,91, ,55.6, ,2.2, ,52.5, ,63.1, 
129,11/2/2021,306,0.08, ,0.00, ,290, ,17.1,Y,69.9, ,57.5,Y,61.6, ,99, ,72, ,92,Y,59.1,Y,3.0, ,71.2, ,64.4,Y
129,11/3/2021,307,0.09, ,0.01, ,333, ,15.9, ,74.3, ,52.0, ,60.0, ,99, ,66, ,90, ,57.0, ,3.2, ,75.7, ,65.1,Y
129,11/4/2021,308,0.08, ,0.08, ,288, ,14.7, ,69.1, ,48.2, ,58.7, ,99, ,64, ,87, ,54.9, ,2.3, ,54.0, ,64.6,Y
129,11/5/2021,309,0.09, ,0.00, ,328, ,12.1, ,68.8, ,44.1, ,54.5, ,99, ,61, ,84, ,49.7, ,2.6, ,61.8, ,62.7, 
129,11/6/2021,310,0.08, ,0, ,311, ,11.9, ,67.1, ,45.1, ,55.9, ,98, ,56, ,78, ,49.2, ,2.5, ,60.6, ,61.8, 
129,11/7/2021,311,0.08, ,0, ,296, ,9.2, ,65.2, ,41.5, ,52.3, ,97, ,34, ,69, ,42.4, ,2.0, ,48.6, ,61.1, 
129,11/8/2021,312,0.08, ,0.12, ,268, ,9.2, ,67.3, ,40.8, ,54.0, ,91, ,32, ,65, ,42.4, ,3.3, ,78.3, ,59.5, 
129,11/9/2021,313,0.03, ,1.15, ,132, ,14.5, ,63.6, ,50.4, ,55.9, ,99, ,84, ,95, ,54.5, ,2.9, ,69.7, ,59.8, 
129,11/10/2021,314,0.08, ,0, ,307, ,14.6, ,70.0, ,50.6, ,57.7, ,99, ,63, ,90, ,54.8, ,2.8, ,66.1, ,61.5, 
129,11/11/2021,315,0.09, ,0, ,317, ,13.5, ,74.8, ,48.8, ,60.9, ,99, ,51, ,74, ,52.5, ,3.3, ,80.2, ,61.3, 
129,11/12/2021,316,0.09, ,0, ,320, ,13.9, ,76.5, ,50.1, ,60.2, ,97, ,54, ,78, ,53.4, ,3.1, ,75.2, ,61.7, 
129,11/13/2021,317,0.09, ,0, ,316, ,13.5, ,80.0, ,48.2, ,61.8, ,97, ,45, ,72, ,52.6, ,2.7, ,64.5, ,61.8, 
129,11/14/2021,318,0.10, ,0, ,320, ,12.7, ,81.8,Y,50.8, ,63.0, ,85, ,38, ,65, ,50.9, ,3.5, ,84.1, ,62.2, 
129,11/15/2021,319,0.05, ,0, ,217, ,13.3, ,70.2, ,49.2, ,56.9, ,99, ,54, ,84, ,52.1, ,3.0, ,70.9, ,61.8, 
129,11/16/2021,320,0.07, ,0.00, ,297, ,14.1, ,67.5, ,49.5, ,55.8, ,99, ,74, ,92, ,53.7, ,3.2, ,76.2, ,61.9, 
129,11/17/2021,321,0.08, ,0.00, ,300, ,12.3, ,68.9, ,46.6, ,55.8, ,98, ,43, ,81, ,50.1, ,3.4, ,80.5, ,61.0, 
129,11/18/2021,322,0.02, ,0, ,130, ,12.9, ,57.2, ,47.5, ,52.9, ,99, ,88, ,94, ,51.2, ,2.5, ,59.5, ,60.6, 
129,11/19/2021,323,0.06, ,0, ,243, ,14.3, ,67.1, ,53.1, ,57.2, ,99, ,66, ,90, ,54.1, ,3.2, ,76.2, ,61.1, 
129,11/20/2021,324,0.08, ,0, ,291, ,12.5, ,70.7, ,49.6, ,58.5, ,99, ,51, ,74, ,50.5, ,2.5, ,59.3, ,62.0, 
129,11/21/2021,325,0.10, ,0, ,301, ,9.5, ,73.6, ,46.5, ,60.1, ,80, ,38, ,54, ,43.2, ,4.5, ,108.5, ,60.5, 
129,11/22/2021,326,0.09, ,0, ,303, ,9.4, ,79.1, ,49.3, ,61.4, ,79, ,23, ,50, ,42.9, ,3.0, ,72.9, ,60.5, 
129,11/23/2021,327,0.07, ,0, ,277, ,9.7, ,65.6, ,39.6, ,51.5, ,96, ,49, ,74, ,43.6, ,2.4, ,58.0, ,59.6, 
129,11/24/2021,328,0.08, ,0, ,293, ,7.6, ,67.0, ,36.6, ,51.4, ,97, ,32, ,59, ,37.4, ,3.3, ,78.3, ,57.9, 
129,11/25/2021,329,0.09, ,0, ,287, ,7.1, ,75.9, ,41.7, ,55.5, ,67, ,19, ,47, ,35.7, ,2.9, ,70.7, ,57.3, 
129,11/26/2021,330,0.08, ,0, ,281, ,9.0, ,70.1, ,44.5, ,55.3, ,86, ,38, ,60, ,41.8, ,3.2, ,76.9, ,57.7, 
129,11/27/2021,331,0.08, ,0, ,273, ,9.2, ,75.1, ,43.4, ,57.5, ,83, ,30, ,57, ,42.3, ,3.0, ,70.9, ,57.8, 
129,11/28/2021,332,0.08, ,0, ,273, ,10.4, ,77.1,Y,45.7, ,57.2, ,90, ,39, ,65, ,45.7, ,3.2, ,76.1, ,58.5, 
129,11/29/2021,333,0.08, ,0, ,272, ,11.1, ,75.2, ,44.6, ,56.0, ,95, ,40, ,73, ,47.4, ,3.4, ,81.4, ,58.5, 
129,11/30/2021,334,0.08, ,0, ,271, ,10.7, ,79.5,Y,41.2, ,56.5, ,97, ,37, ,69, ,46.4, ,2.6, ,62.3, ,58.1, 
