75,11/1/2021,305,0.05, ,0.02, ,195, ,14.2, ,68.1, ,51.4, ,58.6, ,98, ,67, ,85, ,54.0, ,2.7, ,64.1, ,62.6, 
75,11/2/2021,306,0.07, ,0, ,297, ,14.5, ,68.8, ,51.8, ,58.6, ,96, ,63, ,86, ,54.5, ,2.7, ,63.6, ,62.4, 
75,11/3/2021,307,0.09, ,0.01,H,352, ,14.9, ,75.6, ,51.1, ,59.7, ,100, ,54, ,85, ,55.2, ,2.8, ,67.0, ,62.4, 
75,11/4/2021,308,0.09, ,0.03, ,352, ,15.5, ,74.1, ,53.9, ,60.7, ,100, ,56, ,85, ,56.3, ,2.9, ,68.5, ,62.9, 
75,11/5/2021,309,0.09, ,0.01, ,356, ,15.0, ,74.3, ,52.1, ,59.8, ,100, ,55, ,86, ,55.5, ,3.0, ,71.4, ,63.2, 
75,11/6/2021,310,0.08, ,0, ,327, ,14.5, ,68.9, ,52.8, ,59.0, ,100, ,62, ,85, ,54.6, ,3.1, ,73.5, ,63.5, 
75,11/7/2021,311,0.09, ,0.00, ,353, ,13.7, ,70.0, ,53.8, ,59.3, ,94, ,54, ,79, ,53.0, ,3.3, ,78.4, ,63.2, 
75,11/8/2021,312,0.09, ,0.00, ,351, ,13.1, ,71.0, ,52.2, ,58.8, ,92, ,52, ,77, ,51.7, ,2.9, ,70.0, ,63.0, 
75,11/9/2021,313,0.09, ,0.00, ,343, ,13.6, ,70.0, ,53.6, ,60.5, ,99, ,51, ,76, ,52.8, ,2.9, ,68.5, ,62.6, 
75,11/10/2021,314,0.09, ,0.02, ,360, ,14.1, ,74.1, ,50.6, ,60.6, ,98, ,54, ,78, ,53.8, ,2.8, ,66.3, ,62.5, 
75,11/11/2021,315,0.14, ,0.01, ,380,R,10.1, ,92.3,Y,53.9, ,73.8,Y,90,H,14,H,36,Y,44.9,Y,3.6, ,85.7, ,62.2, 
75,11/12/2021,316,0.14,R,0.01, ,381,R,7.1, ,95.0,Y,68.3,R,--,S,29,H,12,H,--,Q,--,Q,3.4, ,82.7, ,62.5, 
75,11/13/2021,317,0.13, ,0, ,381,R,7.5, ,88.9, ,53.9, ,71.7, ,45, ,16, ,28, ,37.1, ,2.8, ,67.5, ,62.4, 
75,11/14/2021,318,0.12, ,0, ,380,R,8.0, ,87.7, ,53.8, ,69.6, ,48, ,20, ,32, ,38.7, ,2.8, ,66.1, ,61.8, 
75,11/15/2021,319,0.11, ,0.00, ,375,R,9.4, ,81.8, ,51.6, ,65.0, ,98, ,25, ,45, ,42.9, ,2.6, ,61.5, ,61.3, 
75,11/16/2021,320,0.07, ,0.01,H,303, ,13.6, ,69.8, ,51.4, ,57.8, ,100, ,56, ,83, ,52.7, ,3.7, ,87.7, ,61.3, 
75,11/17/2021,321,0.09, ,0.02, ,359,R,12.9, ,70.3, ,49.2, ,58.4, ,98, ,53, ,77, ,51.2, ,2.6, ,62.9, ,61.3, 
75,11/18/2021,322,0.04, ,0.02, ,201, ,13.8, ,68.0, ,48.0, ,55.9, ,100, ,64, ,90, ,53.1, ,2.3, ,55.7, ,60.4, 
75,11/19/2021,323,0.06, ,0.01, ,252, ,13.7, ,67.6, ,52.7, ,57.9, ,99, ,60, ,84, ,53.0, ,2.6, ,62.7, ,60.7, 
75,11/20/2021,324,0.07, ,0.02, ,282, ,12.8, ,67.1, ,50.6, ,56.7, ,98, ,58, ,81, ,51.1, ,2.7, ,64.8, ,60.9, 
75,11/21/2021,325,0.17,R,0, ,361,R,5.4, ,84.8, ,50.0, ,72.2,Y,95, ,9, ,20,Y,29.0,Y,6.0, ,143.3, ,60.1, 
75,11/22/2021,326,0.13, ,0.01, ,348,R,4.2, ,84.5, ,60.6,Y,72.2,Y,28, ,9, ,16,Y,23.2,Y,3.6, ,86.7, ,59.3, 
75,11/23/2021,327,0.12, ,0.00, ,315, ,8.1, ,76.0, ,51.2, ,63.8, ,85, ,18, ,40, ,38.9, ,3.5, ,84.8, ,59.3, 
75,11/24/2021,328,0.13, ,0, ,341,R,8.7, ,75.2, ,49.7, ,63.1, ,92, ,7, ,44, ,40.9, ,5.1, ,122.4, ,58.8, 
75,11/25/2021,329,0.15, ,0, ,354,R,1.8, ,76.4, ,51.6, ,67.0, ,17, ,6, ,8, ,4.3, ,6.2, ,149.5, ,57.1, 
75,11/26/2021,330,0.13, ,0, ,352,R,2.3, ,82.8, ,50.0, ,68.4, ,21, ,5, ,10, ,9.1, ,4.1, ,99.4, ,56.0, 
75,11/27/2021,331,0.10, ,0, ,333, ,4.2, ,77.6, ,41.7, ,60.8, ,40, ,14, ,23, ,22.9, ,2.6, ,63.2, ,55.2, 
75,11/28/2021,332,0.09, ,0, ,329, ,6.5, ,79.6, ,44.6, ,60.3, ,59, ,16, ,36, ,33.5, ,2.4, ,58.3, ,55.0, 
75,11/29/2021,333,0.09, ,0.01, ,330, ,8.4, ,78.1, ,43.3, ,60.1, ,68, ,29, ,47, ,40.0, ,2.5, ,59.1, ,55.2, 
75,11/30/2021,334,0.08, ,0.01,H,322, ,11.2, ,72.7, ,43.7, ,56.0, ,99, ,44, ,73, ,47.5, ,2.5, ,60.3, ,55.3, 
