204,11/1/2021,305,0.05, ,0, ,196, ,12.2, ,66.5, ,49.3, ,56.4, ,91, ,59, ,78, ,49.8, ,2.9, ,69.1, ,60.7, 
204,11/2/2021,306,0.11, ,0, ,365, ,11.1, ,78.2, ,46.1, ,60.7, ,88, ,31, ,61, ,47.3, ,3.3, ,79.7, ,60.3, 
204,11/3/2021,307,0.14, ,0, ,367, ,10.1, ,86.8, ,51.7, ,67.4, ,74, ,18, ,44, ,44.8, ,4.2, ,99.9, ,60.6, 
204,11/4/2021,308,0.14, ,0, ,364, ,8.5, ,85.9, ,52.3, ,67.7, ,55, ,20, ,37, ,40.4, ,4.6, ,111.5, ,60.8, 
204,11/5/2021,309,0.13, ,0, ,368, ,8.2, ,87.0, ,49.8, ,65.6, ,60, ,13, ,38, ,39.5, ,4.2, ,100.1, ,60.7, 
204,11/6/2021,310,0.12, ,0, ,361, ,9.5, ,78.3, ,49.5, ,61.4, ,73, ,29, ,51, ,43.3, ,4.2, ,101.3, ,60.4, 
204,11/7/2021,311,0.11, ,0, ,347, ,8.9, ,74.8, ,47.0, ,58.6, ,75, ,31, ,53, ,41.4, ,4.4, ,105.3, ,60.0, 
204,11/8/2021,312,0.10, ,0, ,344, ,9.7, ,70.8, ,44.8, ,56.5, ,85, ,41, ,62, ,43.7, ,4.7, ,114.0, ,59.4, 
204,11/9/2021,313,0.08, ,0, ,305, ,11.9, ,69.5, ,47.8, ,56.7, ,94, ,52, ,76, ,49.2, ,3.0, ,72.4, ,59.5, 
204,11/10/2021,314,0.13, ,0, ,346, ,8.7, ,83.2, ,48.7, ,64.6, ,96, ,16, ,42, ,40.8, ,4.9, ,116.7, ,59.6, 
204,11/11/2021,315,0.19, ,0, ,345, ,7.5, ,85.2, ,57.0, ,72.2, ,47, ,17, ,28, ,37.0, ,7.5, ,179.5, ,59.6, 
204,11/12/2021,316,0.20, ,0, ,343, ,6.9, ,86.9, ,62.3,Y,75.3,Y,34, ,15, ,23,Y,35.1,Y,7.9, ,190.5, ,60.0, 
204,11/13/2021,317,0.15, ,0, ,343, ,6.4, ,89.5, ,55.2, ,71.2, ,45, ,11, ,25, ,33.2, ,4.5, ,107.5, ,59.9, 
204,11/14/2021,318,0.13, ,0, ,344, ,5.7, ,92.1, ,53.7, ,70.2, ,40, ,8, ,22, ,30.1, ,3.8, ,90.4, ,59.5, 
204,11/15/2021,319,0.13, ,0, ,335, ,5.7, ,88.7, ,51.7, ,66.9, ,37, ,10, ,25, ,30.2, ,4.2, ,100.1, ,59.4, 
204,11/16/2021,320,0.11, ,0, ,299, ,8.5, ,77.4, ,50.5, ,60.7, ,79, ,24, ,47, ,40.2, ,4.0, ,96.9, ,59.1, 
204,11/17/2021,321,0.09, ,0, ,324, ,9.7, ,75.2, ,44.9, ,57.9, ,83, ,30, ,59, ,43.8, ,3.3, ,79.5, ,58.8, 
204,11/18/2021,322,0.10, ,0, ,285, ,7.9, ,77.1, ,46.7, ,59.6, ,71, ,21, ,46, ,38.6, ,4.0, ,95.3, ,58.4, 
204,11/19/2021,323,0.09, ,0, ,284, ,8.3, ,74.6, ,45.0, ,57.3, ,72, ,27, ,51, ,39.6, ,3.8, ,91.5, ,58.3, 
204,11/20/2021,324,0.14, ,0, ,308, ,5.8, ,78.9, ,46.4, ,63.1, ,62, ,15, ,29, ,30.6, ,6.6, ,159.4, ,57.8, 
204,11/21/2021,325,0.26, ,0, ,322, ,3.5, ,75.1, ,62.6,Y,68.3, ,24, ,10, ,15, ,18.5, ,14.7,R,351.8,R,57.5, 
204,11/22/2021,326,0.18, ,0, ,284, ,2.5, ,76.4, ,56.7, ,66.8, ,20, ,9, ,11, ,11.0, ,7.4, ,177.8, ,56.8, 
204,11/23/2021,327,0.12, ,0, ,308, ,4.0, ,74.9, ,49.7, ,61.3, ,30, ,15, ,22, ,21.7, ,4.8, ,114.7, ,56.8, 
204,11/24/2021,328,0.16, ,0, ,314, ,2.9, ,69.9, ,42.8, ,58.4, ,39, ,9, ,18, ,14.6, ,8.4, ,201.5, ,55.8, 
204,11/25/2021,329,0.19, ,0, ,324, ,1.4, ,70.3, ,50.4, ,60.9, ,12, ,5, ,8, ,-2.0, ,11.1,Y,266.4,Y,54.7, 
204,11/26/2021,330,0.16, ,0, ,286, ,1.4, ,74.7, ,47.4, ,62.3, ,13, ,4, ,7, ,-2.0, ,6.3, ,150.6, ,54.2, 
204,11/27/2021,331,0.10, ,0, ,307, ,2.1, ,82.7, ,45.9, ,61.7, ,18, ,5, ,11, ,7.4, ,3.6, ,85.7, ,54.0, 
204,11/28/2021,332,0.12, ,0, ,303, ,2.2, ,84.8, ,45.7, ,63.8, ,21, ,5, ,11, ,7.7, ,4.4, ,106.3, ,54.2, 
204,11/29/2021,333,0.11, ,0, ,303, ,3.2, ,86.2, ,48.0, ,65.0, ,24, ,7, ,15, ,16.8, ,3.5, ,82.8, ,54.4, 
204,11/30/2021,334,0.15, ,0, ,301, ,3.7, ,83.7, ,50.7, ,66.8, ,27, ,9, ,16, ,19.8, ,5.7, ,137.8, ,54.8, 
