224,11/1/2021,305,0, ,0.87, ,32, ,15.1,Y,58.5, ,54.6, ,56.1, ,100, ,93, ,99,Y,55.7,Y,2.5, ,60.4, ,60.4, 
224,11/2/2021,306,0.05, ,0, ,214, ,14.5, ,67.6, ,50.4, ,58.8, ,100, ,60, ,85, ,54.4, ,2.4, ,58.8, ,60.4, 
224,11/3/2021,307,0.05, ,0.05, ,212, ,13.0, ,68.7, ,45.0, ,56.4, ,100, ,55, ,84, ,51.6, ,1.9, ,46.1, ,60.1, 
224,11/4/2021,308,0.06, ,0.19, ,202, ,14.2, ,66.6, ,47.9, ,59.1, ,100, ,59, ,83, ,54.0, ,6.2,Y,149.8,Y,60.6, 
224,11/5/2021,309,0.01, ,0.07, ,36, ,13.3, ,57.3, ,49.3, ,53.9, ,100, ,80, ,94, ,52.2, ,1.7, ,40.6, ,58.8, 
224,11/6/2021,310,0.02, ,0.05, ,119, ,11.1, ,60.0, ,38.6, ,49.4, ,100, ,61, ,93, ,47.3, ,2.3, ,55.9, ,58.1, 
224,11/7/2021,311,0.07, ,0.00, ,306, ,7.2, ,62.6, ,33.9, ,44.6, ,100, ,24, ,72, ,36.1, ,2.3, ,54.3, ,56.1, 
224,11/8/2021,312,0.04, ,0.86, ,179, ,8.2, ,56.9, ,32.6, ,45.6, ,100, ,44, ,79, ,39.4, ,2.1, ,51.3, ,54.6, 
224,11/9/2021,313,0.00, ,1.46, ,54, ,12.8, ,53.9, ,45.4, ,51.1, ,100, ,97, ,100, ,51.0, ,3.2, ,77.4, ,53.8, 
224,11/10/2021,314,0.03, ,0, ,144, ,12.7,H,63.2, ,49.7, ,55.1, ,100,H,62,H,86, ,50.9, ,2.1, ,49.7, ,55.0, 
224,11/11/2021,315,0.07, ,0, ,282, ,12.6, ,78.0, ,48.1, ,59.7, ,100, ,43, ,72, ,50.7, ,2.6, ,61.6, ,56.4, 
224,11/12/2021,316,0.07, ,0, ,288, ,12.5, ,71.9, ,42.0, ,54.6, ,100, ,54, ,86, ,50.6, ,2.1, ,50.2, ,57.0, 
224,11/13/2021,317,0.09, ,0, ,272, ,12.0, ,81.0, ,45.0, ,62.4, ,100, ,35, ,63, ,49.4, ,3.2, ,76.9, ,57.3, 
224,11/14/2021,318,0.04, ,0, ,198, ,13.0, ,69.6, ,46.4, ,54.2, ,100, ,56, ,91, ,51.6, ,1.9, ,44.7, ,57.9, 
224,11/15/2021,319,0.00, ,0.01, ,63, ,12.9, ,53.9, ,45.4, ,51.3, ,100, ,100, ,100, ,51.4, ,2.3, ,54.1, ,57.3, 
224,11/16/2021,320,0.11, ,0.00, ,274, ,8.0, ,67.9, ,42.9, ,57.5, ,100, ,25, ,49, ,38.7, ,5.3, ,126.2, ,56.9, 
224,11/17/2021,321,0.09, ,0, ,273, ,6.0, ,71.3, ,41.1, ,55.2, ,96, ,25, ,40, ,31.4, ,4.0, ,95.2, ,55.6, 
224,11/18/2021,322,0.01, ,0.14, ,69, ,10.5, ,54.6, ,40.6, ,48.2, ,100, ,64, ,91, ,45.8, ,2.1, ,51.5, ,54.7, 
224,11/19/2021,323,0.02, ,0.06, ,130, ,12.0, ,61.0, ,42.3, ,51.3, ,100, ,64, ,93, ,49.4, ,2.2, ,52.6, ,54.8, 
224,11/20/2021,324,0.10, ,0, ,273,R,6.3, ,68.1, ,52.0, ,58.5, ,59, ,26, ,38, ,32.8, ,6.1, ,145.6, ,54.3, 
224,11/21/2021,325,0.09, ,0, ,272,R,6.2, ,70.2, ,37.8, ,55.7, ,98, ,25, ,41, ,32.3, ,3.6, ,87.2, ,53.7, 
224,11/22/2021,326,0.06, ,0, ,268, ,7.8, ,69.5, ,32.6, ,46.9, ,100, ,32, ,72, ,38.2, ,2.1, ,51.3, ,52.8, 
224,11/23/2021,327,0.06, ,0, ,259, ,7.1, ,64.9, ,36.7, ,49.0, ,100, ,24, ,60, ,35.8, ,2.9, ,68.6, ,52.6, 
224,11/24/2021,328,0.09, ,0, ,261, ,5.0, ,66.3, ,44.2, ,54.3, ,56, ,21, ,35, ,27.1, ,4.9, ,118.7, ,51.9, 
224,11/25/2021,329,0.05, ,0, ,218, ,6.5, ,60.1, ,35.5, ,48.7, ,92, ,25, ,55, ,33.4, ,2.5, ,61.2, ,51.2, 
224,11/26/2021,330,0.05, ,0, ,230, ,8.1, ,72.5, ,33.8, ,49.6, ,100, ,24, ,67, ,39.1, ,2.0, ,47.1, ,51.3, 
224,11/27/2021,331,0.06, ,0, ,220, ,10.3, ,78.3,Y,37.4, ,52.3, ,100, ,34, ,77, ,45.3, ,2.2, ,52.7, ,51.9, 
224,11/28/2021,332,0.05, ,0, ,233, ,10.6, ,75.8,Y,40.1, ,52.2, ,100, ,42, ,80, ,46.2, ,1.9, ,45.4, ,52.8, 
224,11/29/2021,333,0.05, ,0, ,240, ,10.3, ,75.7,Y,36.8, ,51.4, ,100, ,40, ,80, ,45.4, ,1.8, ,44.3, ,53.1, 
224,11/30/2021,334,0.09, ,0, ,361,R,6.9, ,78.2,Y,49.9, ,70.8,R,100, ,22, ,--,R,--,I,5.6, ,134.5, ,52.9, 
