64,11/1/2021,305,0.06, ,0, ,236, ,13.6, ,70.9, ,46.7, ,56.8, ,100, ,60, ,86, ,52.7, ,2.3, ,54.3, ,68.5, 
64,11/2/2021,306,0.10, ,0, ,354, ,16.5,Y,77.3, ,53.6, ,62.5, ,100, ,55, ,85,Y,58.1,Y,2.8, ,66.9, ,68.1, 
64,11/3/2021,307,0.10, ,0, ,357, ,15.8,Y,83.1, ,52.0, ,63.8, ,100, ,34, ,78,Y,56.9,Y,2.6, ,61.5, ,68.5, 
64,11/4/2021,308,0.10, ,0, ,345, ,14.9, ,84.0, ,46.8, ,61.1, ,100, ,43, ,81, ,55.3, ,2.7, ,65.0, ,69.0, 
64,11/5/2021,309,0.10, ,0.00, ,369, ,12.0, ,83.7, ,40.6, ,57.1, ,100, ,34, ,75, ,49.4, ,2.2, ,53.6, ,69.0, 
64,11/6/2021,310,0.08, ,0.01, ,319, ,13.3, ,74.2, ,48.5, ,56.9, ,100, ,47, ,84, ,52.1, ,2.5, ,61.1, ,68.6, 
64,11/7/2021,311,0.09, ,0.00, ,318, ,11.4, ,76.1, ,42.4, ,55.7, ,100, ,35, ,75, ,48.0, ,2.6, ,62.3, ,68.3, 
64,11/8/2021,312,0.09, ,0, ,341, ,11.6, ,72.4, ,36.7, ,52.8, ,100, ,51, ,85, ,48.5, ,2.2, ,53.3, ,67.8, 
64,11/9/2021,313,0.05, ,0.08, ,209, ,16.1,Y,70.0, ,50.7, ,59.0, ,100, ,75, ,94,Y,57.3,Y,2.5, ,61.0, ,67.4, 
64,11/10/2021,314,0.11, ,0, ,339, ,13.2, ,83.2, ,49.9, ,64.9, ,100, ,28, ,63, ,52.0, ,2.7, ,65.5, ,67.3, 
64,11/11/2021,315,0.10, ,0, ,348, ,11.9, ,88.2, ,42.2, ,60.4, ,100, ,25, ,66, ,49.1, ,1.7, ,41.4, ,67.5, 
64,11/12/2021,316,0.11, ,0, ,345, ,11.7, ,93.3,Y,42.2, ,61.8, ,100, ,16, ,62, ,48.7, ,2.0, ,46.9, ,67.4, 
64,11/13/2021,317,0.11, ,0, ,345, ,10.4, ,92.3,Y,42.1, ,62.4, ,100, ,15, ,54, ,45.7, ,2.0, ,47.8, ,67.4, 
64,11/14/2021,318,0.11, ,0, ,345, ,10.6, ,93.8,Y,42.1, ,62.2, ,100, ,14, ,56, ,46.1, ,1.9, ,45.9, ,67.3, 
64,11/15/2021,319,0.10, ,0, ,333, ,11.2, ,89.7, ,40.9, ,59.7, ,100, ,19, ,64, ,47.6, ,2.2, ,52.9, ,67.2, 
64,11/16/2021,320,0.08, ,0.00, ,289, ,13.5, ,78.0, ,47.6, ,57.5, ,100, ,42, ,83, ,52.5, ,2.6, ,62.3, ,67.0, 
64,11/17/2021,321,0.06, ,0.01, ,244, ,13.4, ,72.4, ,44.5, ,56.2, ,100, ,52, ,87, ,52.4, ,1.9, ,46.5, ,66.9, 
64,11/18/2021,322,0.07, ,0.00, ,281, ,12.4, ,73.4, ,40.4, ,53.9, ,100, ,54, ,87, ,50.2, ,2.2, ,52.5, ,66.5, 
64,11/19/2021,323,0.06, ,0, ,246, ,13.0, ,71.7, ,49.4, ,55.7, ,100, ,51, ,86, ,51.4, ,2.5, ,59.5, ,66.1, 
64,11/20/2021,324,0.06, ,0, ,252, ,12.6, ,77.3, ,42.4, ,56.3, ,100, ,41, ,81, ,50.7, ,2.2, ,53.0, ,66.0, 
64,11/21/2021,325,0.09, ,0, ,323, ,8.4, ,86.9, ,34.8, ,55.3, ,100, ,14, ,56, ,40.1, ,1.9, ,45.0, ,65.7, 
64,11/22/2021,326,0.08, ,0, ,265, ,6.5, ,84.5, ,31.6, ,53.4, ,100, ,10, ,47, ,33.7, ,1.7, ,40.2, ,65.2, 
64,11/23/2021,327,0.10, ,0, ,317, ,9.2, ,83.6, ,33.0, ,54.9, ,100, ,15, ,63, ,42.4, ,2.7, ,65.2, ,64.5, 
64,11/24/2021,328,0.08, ,0, ,314, ,8.4, ,78.5, ,31.6, ,51.1, ,100, ,27, ,65, ,39.9, ,2.1, ,50.5, ,64.0, 
64,11/25/2021,329,0.08, ,0, ,321, ,6.5, ,79.6, ,29.3, ,49.4, ,100, ,17, ,54, ,33.5, ,2.0, ,49.0, ,63.5, 
64,11/26/2021,330,0.09, ,0, ,310, ,5.9, ,79.3, ,28.1, ,48.4, ,96, ,11, ,51, ,31.0, ,2.2, ,52.0, ,62.9, 
64,11/27/2021,331,0.08, ,0, ,310, ,5.4, ,84.8, ,28.0, ,51.0, ,94, ,7, ,42, ,28.7, ,1.7, ,41.4, ,62.4, 
64,11/28/2021,332,0.09, ,0, ,306, ,5.7, ,85.4, ,30.5, ,52.9, ,91, ,9, ,42, ,30.4, ,1.7, ,40.4, ,62.1, 
64,11/29/2021,333,0.09, ,0, ,302, ,7.6, ,87.3,Y,32.5, ,55.1, ,96, ,11, ,51, ,37.4, ,2.0, ,46.9, ,61.9, 
64,11/30/2021,334,0.09,R,0, ,303, ,8.0, ,90.7,Y,33.8, ,56.9, ,98, ,13, ,50, ,38.6, ,1.9, ,45.8, ,61.9, 
