39,11/1/2021,305,0.05, ,0.00, ,205, ,15.3, ,69.6, ,52.4, ,60.8, ,100, ,61, ,84, ,56.0, ,2.7, ,64.9, ,63.6, 
39,11/2/2021,306,0.10, ,0, ,353, ,14.5, ,75.1, ,50.1, ,61.3, ,100, ,49, ,78, ,54.6, ,2.2, ,52.3, ,64.1, 
39,11/3/2021,307,0.09, ,0.01, ,339, ,15.2, ,74.7, ,50.8, ,60.4, ,100, ,58, ,85, ,55.9, ,2.1, ,51.0, ,64.4, 
39,11/4/2021,308,0.09, ,0.00, ,297, ,15.0, ,74.0, ,49.6, ,60.6, ,100, ,62, ,83, ,55.4, ,3.4, ,80.8, ,64.1, 
39,11/5/2021,309,0.09, ,0, ,343, ,13.8, ,72.7, ,48.7, ,58.6, ,98, ,56, ,82, ,53.2, ,2.4, ,56.8, ,63.6, 
39,11/6/2021,310,0.07, ,0, ,275, ,12.9, ,69.8, ,49.9, ,58.3, ,99, ,52, ,78, ,51.4, ,3.4, ,80.9, ,63.2, 
39,11/7/2021,311,0.07, ,0, ,259, ,11.7, ,63.1, ,45.4, ,53.8, ,98, ,66, ,83, ,48.7, ,3.4, ,80.9, ,62.1, 
39,11/8/2021,312,0.08, ,0.03, ,335, ,10.3, ,65.2, ,38.4, ,52.8, ,97, ,50, ,75, ,45.3, ,2.8, ,67.6, ,60.3, 
39,11/9/2021,313,0.04, ,0.12,H,169, ,13.7, ,66.8, ,46.9, ,56.8, ,100, ,64, ,87, ,52.9, ,3.2, ,75.6, ,61.3, 
39,11/10/2021,314,0.02, ,0.01, ,155, ,12.4, ,57.9, ,44.5, ,50.3, ,100, ,92, ,100, ,50.3, ,2.3, ,56.2, ,60.0, 
39,11/11/2021,315,0.03, ,0.01, ,151, ,12.6, ,61.7, ,44.8, ,52.1, ,100, ,78, ,95, ,50.7, ,2.0, ,49.0, ,59.6, 
39,11/12/2021,316,0.08, ,0.00, ,312, ,13.0, ,69.4, ,43.4, ,54.3, ,100, ,64, ,90, ,51.5, ,2.0, ,48.2, ,59.6, 
39,11/13/2021,317,0.04, ,0.01, ,202, ,13.6, ,65.5, ,46.2, ,53.0, ,100, ,80, ,99, ,52.7, ,2.4, ,58.4, ,60.0, 
39,11/14/2021,318,0.01, ,0.01, ,98, ,14.7, ,57.8, ,52.0, ,54.9, ,100, ,100, ,100, ,54.9, ,2.5, ,59.8, ,60.6, 
39,11/15/2021,319,0.01, ,0.01, ,98, ,14.4, ,57.4, ,52.1, ,54.3, ,100, ,100, ,100, ,54.3, ,2.7, ,65.3, ,61.0, 
39,11/16/2021,320,0.01, ,0.01, ,71, ,14.9, ,59.5, ,53.6,Y,55.9, ,100, ,90, ,98, ,55.3, ,2.9, ,70.2, ,60.7, 
39,11/17/2021,321,0.03, ,0, ,155, ,13.6, ,63.2, ,45.5, ,54.8, ,100, ,71, ,93, ,52.8, ,2.0, ,47.9, ,60.8, 
39,11/18/2021,322,0.06, ,0.00, ,248, ,12.7, ,68.0, ,41.6, ,52.9, ,100, ,66, ,93, ,50.9, ,2.3, ,55.8, ,59.6, 
39,11/19/2021,323,0.03, ,0, ,154, ,13.0, ,67.0, ,44.5, ,52.0, ,100, ,74, ,98, ,51.5, ,2.1, ,49.6, ,59.6, 
39,11/20/2021,324,0.03, ,0.00, ,148, ,13.0, ,62.7, ,43.3, ,52.2, ,100, ,78, ,98, ,51.5, ,1.8, ,44.3, ,59.3, 
39,11/21/2021,325,0.05, ,0.01, ,233, ,11.5, ,66.9, ,41.0, ,49.5, ,100, ,66, ,96, ,48.3, ,2.0, ,47.8, ,58.6, 
39,11/22/2021,326,0.02, ,0.02, ,122, ,11.3, ,54.2, ,42.1, ,47.7, ,100, ,100, ,100, ,47.9, ,2.8, ,68.0, ,57.8, 
39,11/23/2021,327,0.04, ,0.01, ,243, ,11.3, ,60.1, ,41.6, ,48.3, ,100, ,79, ,98, ,47.8, ,3.1, ,74.7, ,57.7, 
39,11/24/2021,328,0.06, ,0.01, ,251, ,10.1, ,62.8, ,39.1, ,48.9, ,100, ,49, ,86, ,44.8, ,3.2, ,77.7, ,57.0, 
39,11/25/2021,329,0.06, ,0, ,305, ,8.8, ,65.9, ,32.4, ,46.3, ,100, ,41, ,82, ,41.1, ,2.2, ,53.7, ,55.6, 
39,11/26/2021,330,0.06, ,0.00, ,255, ,8.8, ,63.8, ,33.5, ,45.8, ,100, ,47, ,84, ,41.1, ,2.2, ,52.1, ,54.6, 
39,11/27/2021,331,0.07, ,0, ,288, ,9.2, ,67.1, ,34.9, ,48.3, ,100, ,42, ,80, ,42.3, ,2.0, ,47.2, ,54.4, 
39,11/28/2021,332,0.07, ,0, ,295, ,9.4, ,70.4, ,34.5, ,49.9, ,100, ,40, ,77, ,42.9, ,2.0, ,48.1, ,54.4, 
39,11/29/2021,333,0.07, ,0, ,287, ,9.5, ,73.0, ,35.9, ,50.5, ,100, ,38, ,76, ,43.3, ,2.0, ,47.1, ,54.6, 
39,11/30/2021,334,0.07, ,0, ,279, ,10.2, ,71.7, ,37.7, ,51.8, ,100, ,41, ,77, ,44.9, ,2.1, ,51.0, ,54.9, 
