200,11/1/2021,305,0.12, ,0, ,286, ,11.8, ,85.2, ,61.8, ,73.0, ,62, ,27, ,43, ,49.0, ,3.7, ,89.0, ,68.5, 
200,11/2/2021,306,0.15, ,0, ,399,R,10.4, ,86.6, ,60.8, ,72.7, ,78, ,16, ,38, ,45.6, ,4.2, ,100.3, ,68.0, 
200,11/3/2021,307,0.14, ,0, ,394,R,10.7, ,92.3, ,60.7, ,73.4, ,84, ,13, ,38, ,46.4, ,3.6, ,86.9, ,67.8, 
200,11/4/2021,308,0.14, ,0, ,390,R,10.4, ,91.1, ,57.8, ,73.1, ,76, ,16, ,37, ,45.6, ,3.5, ,84.7, ,67.6, 
200,11/5/2021,309,0.14, ,0, ,389,R,10.7, ,89.9, ,57.0, ,73.5, ,78, ,15, ,38, ,46.3, ,3.8, ,91.4, ,67.4, 
200,11/6/2021,310,0.13, ,0, ,385,R,11.3, ,94.7, ,52.1, ,70.1, ,75, ,23, ,45, ,47.8, ,3.6, ,86.9, ,66.9, 
200,11/7/2021,311,0.12, ,0, ,352, ,11.1, ,90.5, ,51.8, ,67.7, ,70, ,25, ,48, ,47.3, ,3.1, ,75.2, ,66.2, 
200,11/8/2021,312,0.13, ,0, ,379,R,10.2, ,85.9, ,50.5, ,67.6, ,70, ,27, ,44, ,45.1, ,3.4, ,82.8, ,65.6, 
200,11/9/2021,313,0.15, ,0, ,353, ,10.4, ,86.7, ,57.3, ,71.7, ,52, ,21, ,39, ,45.7, ,5.5, ,132.2, ,65.7, 
200,11/10/2021,314,0.13, ,0, ,372,R,11.0, ,89.8, ,61.7, ,73.0, ,70, ,17, ,40, ,47.1, ,4.5, ,108.2, ,66.5, 
200,11/11/2021,315,0.15, ,0, ,372,R,8.8, ,90.1, ,59.7, ,75.1, ,48, ,14, ,29, ,41.1, ,4.2, ,100.9, ,66.5, 
200,11/12/2021,316,0.17, ,0, ,371,R,8.2, ,90.7, ,63.0, ,77.2,Y,42, ,14, ,26,Y,39.3,Y,4.8, ,115.4, ,66.6, 
200,11/13/2021,317,0.13, ,0, ,372,R,8.9, ,93.4, ,58.8, ,73.2, ,74, ,12, ,32, ,41.4, ,3.5, ,84.0, ,66.3, 
200,11/14/2021,318,0.13, ,0, ,371,R,9.1, ,95.3,Y,53.1, ,71.5, ,73, ,16, ,34, ,42.0, ,3.4, ,82.3, ,65.8, 
200,11/15/2021,319,0.12, ,0, ,369,R,9.3, ,93.2, ,51.2, ,68.9, ,80, ,18, ,39, ,42.7, ,3.4, ,81.1, ,65.3, 
200,11/16/2021,320,0.11, ,0, ,285, ,10.1, ,92.5, ,52.6, ,67.5, ,63, ,29, ,44, ,44.8, ,3.4, ,81.8, ,65.0, 
200,11/17/2021,321,0.12, ,0, ,341, ,9.3, ,85.4, ,54.7, ,67.6, ,76, ,19, ,40, ,42.7, ,3.5, ,82.9, ,65.0, 
200,11/18/2021,322,0.11, ,0, ,322, ,9.0, ,94.3,Y,48.9, ,65.8, ,72, ,18, ,42, ,41.9, ,3.2, ,75.6, ,64.1, 
200,11/19/2021,323,0.10, ,0, ,261, ,9.1, ,89.5, ,49.2, ,65.0, ,77, ,21, ,43, ,42.0, ,3.3, ,78.7, ,63.7, 
200,11/20/2021,324,0.11, ,0.01, ,310, ,9.4, ,90.6, ,51.4, ,67.7, ,65, ,18, ,40, ,42.8, ,3.4, ,82.5, ,63.2, 
200,11/21/2021,325,0.16, ,0, ,347,R,5.1, ,82.4, ,57.1, ,70.6, ,31, ,11, ,20, ,27.4, ,5.5, ,132.6, ,63.1, 
200,11/22/2021,326,0.12, ,0, ,325, ,5.9, ,84.9, ,50.6, ,66.7, ,64, ,11, ,26, ,31.2, ,3.7, ,87.8, ,62.3, 
200,11/23/2021,327,0.11, ,0, ,269, ,7.7, ,81.6, ,52.3, ,64.8, ,58, ,16, ,37, ,37.7, ,3.7, ,88.9, ,62.7, 
200,11/24/2021,328,0.14, ,0, ,339,R,4.8, ,80.0, ,53.3, ,66.8, ,42, ,10, ,21, ,25.9, ,5.3, ,126.9, ,61.5, 
200,11/25/2021,329,0.13, ,0, ,351,R,2.5,Y,72.2, ,48.1, ,62.4, ,27, ,8, ,13,Y,10.9,Y,4.9, ,118.5, ,59.5, 
200,11/26/2021,330,0.12, ,0, ,346,R,3.8, ,82.2, ,44.0, ,59.8, ,68, ,6, ,21, ,20.3, ,4.4, ,104.5, ,58.5, 
200,11/27/2021,331,0.09, ,0, ,336,R,5.3, ,80.4, ,38.4, ,55.8, ,77, ,8, ,35, ,28.4, ,3.1, ,74.3, ,57.7, 
200,11/28/2021,332,0.10, ,0, ,329, ,5.7, ,85.1, ,40.9, ,59.5, ,68, ,11, ,33, ,30.5, ,3.4, ,82.3, ,57.5, 
200,11/29/2021,333,0.10, ,0, ,326, ,6.9, ,86.3, ,43.5, ,62.9, ,75, ,12, ,35, ,35.2, ,3.2, ,76.3, ,58.1, 
200,11/30/2021,334,0.10, ,0, ,323, ,7.1, ,88.7,Y,47.1, ,65.1, ,64, ,16, ,33, ,35.6, ,3.5, ,84.6, ,58.7, 
