152,11/1/2021,305,0.04, ,0.07, ,185, ,14.4, ,64.2, ,49.0, ,56.7, ,99, ,78, ,92, ,54.3, ,2.4, ,57.2, ,57.0,Y
152,11/2/2021,306,0.08, ,0, ,343, ,15.5, ,66.5, ,53.1, ,58.6, ,99, ,73, ,92, ,56.4, ,3.0, ,71.7, ,59.1, 
152,11/3/2021,307,0.07, ,0.08, ,318, ,15.1, ,69.7, ,48.5, ,57.1, ,100, ,73, ,95, ,55.6, ,2.5, ,60.6, ,59.0, 
152,11/4/2021,308,0.08, ,0.00, ,342, ,15.2, ,71.3, ,50.9, ,58.4, ,99, ,65, ,91, ,55.8, ,2.7, ,65.8, ,59.6, 
152,11/5/2021,309,0.08, ,0.09, ,358, ,14.1, ,67.4, ,46.4, ,55.6, ,100, ,72, ,93, ,53.7, ,2.7, ,65.9, ,58.0, 
152,11/6/2021,310,0.06, ,0, ,281, ,13.9, ,63.8, ,47.8, ,55.2, ,99, ,75, ,93, ,53.3, ,2.7, ,64.1, ,58.5, 
152,11/7/2021,311,0.04, ,0.04, ,193, ,13.3, ,63.2, ,46.8, ,53.5, ,99, ,75, ,95, ,52.1, ,2.4, ,56.6, ,56.5, 
152,11/8/2021,312,0.08, ,0.01, ,326, ,12.9, ,65.9, ,44.4, ,54.1, ,99, ,69, ,90, ,51.2, ,2.4, ,56.7, ,55.6, 
152,11/9/2021,313,0.04, ,0.04, ,188, ,14.7, ,64.7, ,48.0, ,56.4, ,99, ,68, ,94, ,54.8, ,2.6, ,62.8, ,56.2, 
152,11/10/2021,314,0.08, ,0, ,305, ,14.4, ,68.8, ,52.7, ,59.4, ,99, ,67, ,83, ,54.2, ,2.7, ,65.4, ,58.3, 
152,11/11/2021,315,0.18, ,0.01, ,340, ,9.2, ,89.8, ,55.1, ,75.4,Y,69, ,17, ,30,Y,42.3,Y,5.4, ,129.7, ,59.3, 
152,11/12/2021,316,0.19,R,0, ,338, ,9.2, ,91.0, ,58.9,Y,76.3,Y,67, ,14, ,30,Y,42.3,Y,5.6,Y,135.4,Y,61.1, 
152,11/13/2021,317,0.14, ,0.01, ,336, ,9.3, ,91.4, ,55.3, ,70.7, ,63, ,17, ,36, ,42.6, ,3.5, ,83.2, ,60.5, 
152,11/14/2021,318,0.12, ,0, ,338, ,9.0, ,81.9, ,47.9, ,64.4, ,79, ,24, ,44, ,41.9, ,2.9, ,70.5, ,59.3, 
152,11/15/2021,319,0.10, ,0.07, ,334, ,11.6, ,76.0, ,46.0, ,60.1, ,99, ,34, ,65, ,48.4, ,2.9, ,70.2, ,57.8, 
152,11/16/2021,320,0.06, ,0, ,256, ,13.9, ,63.6, ,50.9, ,55.6, ,99, ,74, ,92, ,53.4, ,2.8, ,68.2, ,58.4, 
152,11/17/2021,321,0.05, ,0.03, ,224, ,13.5, ,65.6, ,47.0, ,55.1, ,99, ,68, ,91, ,52.6, ,2.5, ,58.9, ,57.1, 
152,11/18/2021,322,0.06, ,0.00, ,266, ,13.5, ,65.1, ,44.0, ,55.0, ,99, ,73, ,91, ,52.6, ,2.8, ,67.8, ,55.3, 
152,11/19/2021,323,0.05, ,0, ,232, ,13.6, ,64.0, ,46.4, ,54.4, ,100, ,76, ,94, ,52.7, ,2.7, ,65.5, ,57.0, 
152,11/20/2021,324,0.04, ,0, ,208, ,12.6, ,64.0, ,44.7, ,52.4, ,99, ,72, ,94, ,50.7, ,2.2, ,51.6, ,54.7, 
152,11/21/2021,325,0.21, ,0, ,320, ,4.9, ,80.5, ,47.6, ,71.5,Y,97, ,10, ,19,Y,26.5,Y,8.6,R,205.8,R,55.9, 
152,11/22/2021,326,0.17, ,0, ,285, ,3.6, ,82.7, ,55.6, ,71.4,Y,38, ,10, ,14,Y,19.6,Y,5.7, ,137.9, ,58.1, 
152,11/23/2021,327,0.09, ,0.03, ,313, ,9.0, ,76.1, ,47.2, ,59.0, ,98, ,20, ,53, ,41.9, ,2.9, ,70.1, ,56.7, 
152,11/24/2021,328,0.14, ,0, ,315, ,5.8, ,74.9, ,42.1, ,59.9, ,91, ,10, ,33, ,30.8, ,5.4, ,129.6, ,54.7, 
152,11/25/2021,329,0.22, ,0, ,323, ,1.9,Y,74.6, ,44.3, ,66.6, ,21, ,5, ,8,Y,4.4,Y,10.4,R,249.3,R,54.5, 
152,11/26/2021,330,0.13, ,0, ,307, ,3.6, ,82.4, ,46.6, ,65.1, ,58, ,6, ,17, ,19.4, ,4.2, ,101.7, ,55.8, 
152,11/27/2021,331,0.09, ,0.04, ,309, ,6.6, ,74.5, ,42.3, ,57.3, ,73, ,17, ,41, ,34.1, ,3.0, ,71.8, ,53.3, 
152,11/28/2021,332,0.09, ,0, ,303, ,7.3, ,74.7, ,42.5, ,55.7, ,72, ,24, ,48, ,36.5, ,2.7, ,64.6, ,53.2, 
152,11/29/2021,333,0.08, ,0.04, ,303, ,9.2, ,73.8, ,38.9, ,54.9, ,99, ,26, ,63, ,42.4, ,2.3, ,54.4, ,52.9, 
152,11/30/2021,334,0.07,R,0, ,296, ,11.2, ,69.3, ,39.1, ,52.3, ,99, ,59, ,83, ,47.4, ,2.2, ,53.6, ,52.8, 
