182,11/1/2021,305,0.07, ,0, ,280, ,14.3, ,73.3, ,48.9, ,59.4, ,100, ,52, ,83, ,54.1, ,2.3, ,55.6, ,58.4, 
182,11/2/2021,306,0.10, ,0, ,371, ,14.1, ,75.7, ,53.8, ,65.3, ,100, ,43, ,66, ,53.6, ,2.2, ,52.8, ,60.0, 
182,11/3/2021,307,0.08, ,0, ,334, ,15.8,Y,73.3, ,51.2, ,59.1, ,100, ,59, ,92,Y,56.9,Y,2.4, ,57.0, ,58.9, 
182,11/4/2021,308,0.08, ,0, ,297, ,15.0,Y,74.0, ,49.7, ,60.9, ,100, ,56, ,82,Y,55.4,Y,2.5, ,58.9, ,58.9, 
182,11/5/2021,309,0.08, ,0, ,320, ,14.5, ,71.1, ,50.0, ,57.9, ,100, ,55, ,88, ,54.5, ,2.3, ,55.8, ,58.8, 
182,11/6/2021,310,0.08, ,0, ,303, ,13.5, ,69.3, ,46.9, ,56.4, ,100, ,55, ,87, ,52.6, ,2.5, ,59.6, ,57.8, 
182,11/7/2021,311,0.04, ,0, ,174, ,12.5, ,61.8, ,47.2, ,53.0, ,100, ,65, ,91, ,50.4, ,2.4, ,57.2, ,56.5, 
182,11/8/2021,312,0.08, ,0.01, ,317, ,10.7, ,66.2, ,42.8, ,53.9, ,100, ,48, ,75, ,46.2, ,2.6, ,61.3, ,55.9, 
182,11/9/2021,313,0.04, ,0.02, ,164, ,13.7, ,68.1, ,47.3, ,56.1, ,100, ,62, ,89, ,52.9, ,3.0, ,71.2, ,55.9, 
182,11/10/2021,314,0.06, ,0.00, ,290, ,13.6, ,63.2, ,44.4, ,52.3, ,100, ,100, ,100, ,52.8, ,2.5, ,60.0, ,55.3, 
182,11/11/2021,315,0.06, ,0.00, ,252, ,13.4, ,65.7, ,45.8, ,53.9, ,100, ,67, ,94, ,52.3, ,2.4, ,57.6, ,55.5, 
182,11/12/2021,316,0.07, ,0, ,315, ,13.9, ,69.4, ,41.3, ,54.2, ,100, ,67, ,97, ,53.3, ,2.0, ,49.0, ,55.1, 
182,11/13/2021,317,0.05, ,0, ,258, ,13.3, ,63.8, ,41.2, ,51.5, ,100, ,100, ,100, ,52.2, ,2.5, ,60.4, ,54.4, 
182,11/14/2021,318,0.03, ,0.01, ,191, ,12.8, ,60.6, ,43.5, ,50.8, ,100, ,100, ,100, ,51.2, ,2.8, ,66.6, ,53.7, 
182,11/15/2021,319,0.03, ,0.01, ,157, ,13.5, ,60.0, ,47.5, ,52.5, ,100, ,100, ,100, ,52.6, ,2.7, ,64.9, ,54.2, 
182,11/16/2021,320,0.00, ,0.00, ,67, ,13.6, ,56.7, ,48.0, ,52.8, ,100, ,100, ,100, ,52.8, ,2.7, ,64.1, ,54.5, 
182,11/17/2021,321,0.04, ,0, ,221, ,13.9,Y,87.6,Y,44.1, ,53.0, ,100, ,100, ,100,Y,53.0,Y,2.3, ,55.9, ,54.5, 
182,11/18/2021,322,0.06, ,0, ,271, ,11.7, ,71.7, ,39.1, ,52.5, ,100, ,51, ,87, ,48.7, ,1.9, ,45.6, ,53.1, 
182,11/19/2021,323,0.03, ,0, ,180, ,12.6, ,61.2, ,41.9, ,50.9, ,100, ,91, ,99, ,50.7, ,2.1, ,50.1, ,53.0, 
182,11/20/2021,324,0.04, ,0, ,173, ,12.0, ,64.1, ,44.0, ,52.3, ,98, ,69, ,90, ,49.4, ,2.2, ,51.6, ,53.0, 
182,11/21/2021,325,0.02, ,0.02, ,136, ,11.9, ,62.1, ,41.9, ,49.4, ,100, ,82, ,99, ,49.2, ,2.2, ,52.9, ,52.4, 
182,11/22/2021,326,0.01, ,0.01, ,94, ,11.3, ,52.8, ,41.9, ,47.7, ,100, ,99, ,100, ,47.8, ,2.2, ,53.8, ,51.8, 
182,11/23/2021,327,0.06, ,0.01, ,285, ,10.5, ,63.8, ,40.3, ,48.9, ,100, ,59, ,89, ,45.7, ,2.3, ,55.2, ,52.2, 
182,11/24/2021,328,0.07, ,0, ,277, ,8.5, ,61.9, ,37.1, ,48.0, ,98, ,45, ,75, ,40.3, ,3.0, ,72.4, ,50.5, 
182,11/25/2021,329,0.07, ,0, ,280, ,7.5, ,68.7, ,32.6, ,46.7, ,93, ,31, ,69, ,37.1, ,2.1, ,49.8, ,49.1, 
182,11/26/2021,330,0.06, ,0, ,251, ,7.6, ,64.3, ,33.0, ,46.0, ,90, ,47, ,72, ,37.3, ,2.3, ,55.4, ,48.0, 
182,11/27/2021,331,0.06, ,0, ,262, ,7.7, ,69.1, ,34.4, ,48.5, ,90, ,38, ,66, ,37.8, ,2.0, ,48.1, ,47.7, 
182,11/28/2021,332,0.07, ,0, ,263, ,7.8, ,71.2, ,34.5, ,50.2, ,90, ,33, ,63, ,38.1, ,2.0, ,47.5, ,47.8, 
182,11/29/2021,333,0.07, ,0, ,258, ,8.0, ,71.0, ,35.6, ,50.3, ,86, ,35, ,64, ,38.7, ,1.9, ,44.8, ,47.9, 
182,11/30/2021,334,0.06, ,0, ,250, ,8.3, ,73.0, ,35.6, ,51.2, ,90, ,36, ,65, ,39.8, ,2.1, ,50.4, ,47.9, 
