109,11/1/2021,305,0.01, ,0.16, ,72, ,17.2,Y,61.6, ,54.9,Y,58.5, ,100, ,95, ,100,Y,58.5,Y,2.9, ,70.4, ,61.8, 
109,11/2/2021,306,0.05,R,0, ,220, ,16.2, ,69.5, ,48.8, ,57.9, ,100, ,76, ,99, ,57.6, ,1.8, ,42.3, ,61.7, 
109,11/3/2021,307,0.08,R,0, ,320, ,15.0, ,73.0, ,46.0, ,58.2, ,100, ,57, ,90, ,55.4, ,2.2, ,52.3, ,61.1, 
109,11/4/2021,308,0.07, ,0.11, ,298, ,16.7,Y,69.1, ,47.8, ,59.5, ,100, ,76, ,96,Y,58.3,Y,3.0, ,73.0, ,62.1, 
109,11/5/2021,309,0.05, ,0, ,241, ,13.2, ,64.4, ,41.4, ,52.8, ,100, ,75, ,97, ,51.9, ,1.8, ,42.7, ,60.6, 
109,11/6/2021,310,0.02, ,0, ,1, ,12.2, ,52.6,Y,47.8, ,51.1, ,100, ,75, ,95, ,49.7, ,1.5, ,37.2, ,60.0, 
109,11/7/2021,311,0.08, ,0, ,389,R,10.1, ,63.7, ,36.6, ,50.4, ,100, ,54, ,81, ,44.7, ,2.2, ,52.7, ,58.3, 
109,11/8/2021,312,0.06, ,0.76,R,232, ,10.5, ,62.0, ,37.4, ,50.3, ,100, ,52, ,84, ,45.8, ,2.8, ,68.2, ,57.2, 
109,11/9/2021,313,0.01, ,0.53,R,76, ,15.7, ,61.8, ,50.4, ,55.5, ,100, ,100, ,100, ,56.8, ,2.5, ,60.2, ,57.2, 
109,11/10/2021,314,0.05,R,0, ,228, ,15.8, ,67.7, ,48.2, ,56.8, ,100, ,82, ,100, ,56.9, ,1.6, ,37.4, ,58.5, 
109,11/11/2021,315,0.07,R,0, ,295, ,15.1, ,70.6, ,44.3, ,55.9, ,100, ,77, ,99, ,55.6, ,1.8, ,43.3, ,58.6, 
109,11/12/2021,316,0.07,R,0, ,290, ,15.0, ,68.1, ,43.9, ,55.0, ,100, ,86, ,100, ,55.5, ,1.9, ,45.6, ,58.6, 
109,11/13/2021,317,0.04,R,0, ,195, ,14.8, ,67.6, ,46.3, ,54.2, ,100, ,83, ,100, ,55.1, ,1.7, ,40.4, ,58.5, 
109,11/14/2021,318,0.04,R,0, ,190, ,15.1, ,60.9, ,48.5, ,54.1, ,100, ,100, ,100, ,55.6, ,2.7, ,64.2, ,58.4, 
109,11/15/2021,319,0.01,R,0, ,87, ,15.7, ,57.8, ,50.1, ,53.8, ,100, ,100, ,100, ,56.6, ,1.7, ,40.5, ,58.7, 
109,11/16/2021,320,0.03,R,0, ,180, ,15.8, ,63.1, ,44.0, ,54.1, ,100, ,100, ,100, ,56.9, ,1.8, ,42.4, ,58.9, 
109,11/17/2021,321,0.06,R,0.01, ,275, ,11.8, ,64.2, ,37.9, ,49.7, ,100, ,61, ,98, ,49.0, ,1.8, ,42.4, ,57.8, 
109,11/18/2021,322,0.03,R,0, ,162, ,12.9, ,61.0, ,41.1, ,50.4, ,100, ,89, ,100, ,51.4, ,1.4, ,34.7, ,56.7, 
109,11/19/2021,323,0.00,R,0.01, ,72, ,16.0, ,58.3, ,48.5, ,54.5, ,100, ,100, ,100, ,57.2, ,1.4, ,32.8, ,57.2, 
109,11/20/2021,324,0.05,R,0.01, ,237, ,14.0, ,64.8, ,41.1, ,51.3, ,100, ,88, ,100, ,53.6, ,2.0, ,47.2, ,57.8, 
109,11/21/2021,325,0.07,R,0, ,278, ,10.8, ,67.0, ,36.1, ,49.4, ,100, ,56, ,90, ,46.5, ,2.8, ,67.5, ,56.6, 
109,11/22/2021,326,0.06, ,0, ,277, ,10.4, ,66.5, ,34.2, ,48.1, ,100, ,64, ,91, ,45.5, ,2.2, ,53.4, ,55.4, 
109,11/23/2021,327,0.06, ,0, ,261, ,10.2, ,63.6, ,36.1, ,46.9, ,100, ,66, ,93, ,45.0, ,2.0, ,47.2, ,54.6, 
109,11/24/2021,328,0.07, ,0, ,269, ,8.1, ,64.7, ,34.9, ,48.4, ,100, ,40, ,70, ,39.2, ,2.3, ,55.9, ,53.7, 
109,11/25/2021,329,0.06, ,0, ,261, ,9.3, ,63.2, ,32.8, ,46.6, ,100, ,59, ,86, ,42.6, ,2.3, ,54.1, ,52.9, 
109,11/26/2021,330,0.06, ,0, ,273, ,10.5, ,64.4, ,37.4, ,49.8, ,100, ,60, ,86, ,45.8, ,1.9, ,45.4, ,53.0, 
109,11/27/2021,331,0.06, ,0, ,245, ,11.3, ,66.4, ,38.4, ,50.9, ,100, ,62, ,89, ,47.8, ,1.8, ,42.8, ,53.4, 
109,11/28/2021,332,0.06, ,0, ,239, ,12.4, ,68.4, ,40.1, ,52.1, ,100, ,70, ,93, ,50.2, ,2.0, ,47.9, ,53.9, 
109,11/29/2021,333,0.06, ,0, ,244, ,12.9, ,68.4, ,40.8, ,52.4, ,100, ,74, ,96, ,51.2, ,1.8, ,44.0, ,54.2, 
109,11/30/2021,334,0.06, ,0, ,250, ,12.4, ,67.8, ,40.1, ,50.8, ,100, ,73, ,98, ,50.3, ,1.9, ,45.2, ,54.2, 
