104,11/1/2021,305,0.01, ,0.59, ,65, ,15.0, ,60.0, ,54.2, ,57.3, ,99, ,80, ,93, ,55.4, ,1.5,Y,35.3,Y,63.4, 
104,11/2/2021,306,0.07, ,0.03, ,273, ,16.4,Y,68.5, ,53.2, ,60.2, ,100, ,74, ,92,Y,57.8,Y,1.9, ,46.4, ,63.9, 
104,11/3/2021,307,0.09, ,0.00, ,334, ,14.9, ,73.8, ,50.3, ,59.1, ,100, ,60, ,87, ,55.2, ,2.1, ,51.2, ,63.9, 
104,11/4/2021,308,0.08, ,0.10, ,305, ,13.6, ,69.4, ,51.7, ,59.5, ,99, ,52, ,79, ,52.8, ,2.0, ,48.1, ,64.1, 
104,11/5/2021,309,0.08, ,0, ,313, ,11.7, ,69.4, ,47.3, ,56.3, ,97, ,50, ,75, ,48.6, ,2.4, ,58.5, ,62.7, 
104,11/6/2021,310,0.08, ,0, ,311, ,11.1, ,68.8, ,46.0, ,56.2, ,94, ,49, ,72, ,47.3, ,2.8, ,66.7, ,61.9, 
104,11/7/2021,311,0.08, ,0, ,294, ,7.6, ,64.6, ,43.8, ,53.5, ,86, ,32, ,55, ,37.5, ,2.5, ,59.8, ,60.9, 
104,11/8/2021,312,0.07, ,0.21, ,258, ,8.7, ,64.5, ,40.1, ,52.3, ,90, ,31, ,65, ,41.0, ,2.7, ,64.2, ,59.2, 
104,11/9/2021,313,0.00, ,1.27, ,64, ,14.1, ,60.0, ,50.3, ,54.1, ,100, ,96, ,99, ,53.8, ,1.4,Y,33.8,Y,58.5, 
104,11/10/2021,314,0.08, ,0.00, ,312, ,12.5, ,66.4, ,45.9, ,55.7, ,100, ,57, ,83, ,50.5, ,2.1, ,50.3, ,59.2, 
104,11/11/2021,315,0.08, ,0, ,315, ,12.6, ,72.6, ,49.2, ,59.0, ,94, ,52, ,74, ,50.8, ,2.5, ,60.7, ,59.7, 
104,11/12/2021,316,0.09, ,0, ,319, ,13.5, ,75.1, ,49.5, ,60.8, ,95, ,50, ,74, ,52.5, ,2.8, ,67.4, ,60.3, 
104,11/13/2021,317,0.09,R,0, ,318, ,12.1, ,77.8, ,49.2, ,61.2, ,92, ,41, ,65, ,49.5, ,3.0, ,72.1, ,60.7, 
104,11/14/2021,318,0.09, ,0, ,315, ,11.7, ,81.7,Y,50.2, ,62.7, ,83, ,33, ,60, ,48.8, ,2.8, ,68.2, ,61.0, 
104,11/15/2021,319,0.05, ,0, ,191, ,12.2, ,69.8, ,50.5, ,56.9, ,98, ,50, ,77, ,49.9, ,2.7, ,65.9, ,61.0, 
104,11/16/2021,320,0.07, ,0, ,306, ,13.1, ,68.2, ,48.6, ,56.1, ,100, ,57, ,85, ,51.7, ,1.9, ,46.7, ,60.7, 
104,11/17/2021,321,0.07, ,0, ,301, ,11.5, ,62.0, ,43.4, ,52.3, ,100, ,58, ,86, ,48.2, ,2.6, ,61.8, ,60.2, 
104,11/18/2021,322,0.03, ,0.00, ,140, ,12.0, ,57.4, ,44.3, ,50.7, ,100, ,85, ,95, ,49.3, ,1.8, ,42.5, ,59.3, 
104,11/19/2021,323,0.05, ,0, ,236, ,14.0, ,67.1, ,49.7, ,56.5, ,99, ,72, ,90, ,53.5, ,1.8, ,42.6, ,59.6, 
104,11/20/2021,324,0.08, ,0, ,300, ,11.3, ,70.1, ,47.0, ,58.1, ,98, ,41, ,69, ,47.8, ,2.2, ,53.1, ,60.8, 
104,11/21/2021,325,0.08, ,0, ,300, ,8.6, ,78.2, ,44.7, ,59.6, ,77, ,25, ,50, ,40.7, ,2.9, ,69.2, ,59.4, 
104,11/22/2021,326,0.09, ,0, ,303, ,7.6, ,78.8,Y,45.6, ,59.2, ,70, ,16, ,44, ,37.6, ,3.7, ,89.3, ,58.9, 
104,11/23/2021,327,0.07, ,0, ,282, ,9.1, ,66.7, ,53.7, ,59.0, ,71, ,41, ,54, ,42.2, ,2.2, ,53.0, ,58.1, 
104,11/24/2021,328,0.07, ,0, ,296, ,7.8, ,63.9, ,42.4, ,52.7, ,85, ,42, ,57, ,38.0, ,2.5, ,58.9, ,56.9, 
104,11/25/2021,329,0.08, ,0, ,287, ,6.2, ,76.0, ,39.9, ,55.0, ,72, ,14, ,42, ,32.4, ,3.3, ,80.4, ,55.8, 
104,11/26/2021,330,0.08, ,0, ,288, ,7.5, ,66.2, ,44.0, ,55.1, ,72, ,32, ,51, ,37.3, ,3.2, ,75.8, ,56.1, 
104,11/27/2021,331,0.07, ,0, ,274, ,8.7, ,70.5, ,43.8, ,56.3, ,75, ,33, ,56, ,41.0, ,3.1, ,73.4, ,56.3, 
104,11/28/2021,332,0.07, ,0, ,273, ,10.7, ,75.4,Y,47.6, ,58.5, ,84, ,39, ,64, ,46.4, ,3.1, ,73.4, ,57.0, 
104,11/29/2021,333,0.07, ,0, ,271, ,10.6, ,75.0,Y,47.0, ,57.1, ,85, ,43, ,67, ,46.1, ,2.7, ,65.0, ,57.4, 
104,11/30/2021,334,0.07, ,0, ,275, ,9.8, ,74.9,Y,45.2, ,57.8, ,88, ,39, ,60, ,44.0, ,3.1, ,73.9, ,57.2, 
